"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","20","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"mhgap_know01","Integer","","Recommended","Essential Care and Practices - Which of the following is considered a core effective communication skill?","1::4","1 = Speaking to the person only and not the carer; 2 = Start by listening; 3 = Using an open space for safety; 4 = Limited eye contact",""
"mhgap_know02","Integer","","Recommended","Essential Care and Practices - Which of the following would you do immediately when a person seeking help discloses a difficult experience of violence or assault?","1::4","1 = Call your supervisor and/or manager; 2 = Discuss with the carer/family, particularly about management; 3 = Acknowledge, show sensitivity and maintain confidentiality; 4 = Reassure the person that they have escaped the attacker so there is nothing to fear",""
"mhgap_know03","Integer","","Recommended","Essential Care and Practices - Which of the following is a helpful way to start an assessment for an MNS (Mental, Neurological and Substance use) condition?","1::4","1 = Be welcoming, introduce yourself in a culturally appropriate manner; 2 = Explain that confidentiality is limited, and may need to be broken; 3 = Ask several closed questions to efficiently elicit the main reason for presentation; 4 = Spend time assessing appearance and behavior, to help identify the MNS condition",""
"mhgap_know04","Integer","","Recommended","Essential Care and Practices - Which of the following is consistent with promoting the respect and dignity of people with a priority MNS (Mental, Neurological and Substance use) condition?","1::4","1 = Involving them and their carers in making a plan for their treatment; 2 = Discrimination against people with an MNS condition; 3 = Breaking the confidentiality when a difficult experience is disclosed; 4 = Declining the option of a female chaperone, if asked",""
"mhgap_know05","Integer","","Recommended","Essential Care and Practices - Which of the following is true about people with MNS (Mental, Neurological and Substance use) conditions?","1::4","1 = They are most likely to die from suicide or self-harm; 2 = They are most likely to die from injury from risky behavior; 3 = They are most likely to die from preventable physical diseases; 4 = They are most likely to die from a brain tumor",""
"mhgap_know06","Integer","","Recommended","Essential Care and Practices - How should you approach an assessment of physical health in a person with an MNS (Mental, Neurological and Substance use) condition?","1::4","1 = Ask about physical health, but leave physical examination to another clinician; 2 = Ask about physical health and perform a physical examination; 3 = Perform a physical examination and extensive laboratory testing; 4 = Perform basic and extensive laboratory testing",""
"mhgap_know07","Integer","","Recommended","Essential Care and Practices - Which of the following might you include when taking a psychosocial history?","1::4","1 = Perform a physical examination and basic laboratory tests; 2 = For a young woman, have another female staff member present; 3 = For an adolescent, have the carer present; 4 = Ask about current stressors, coping methods and social support",""
"mhgap_know08","Integer","","Recommended","Essential Care and Practices - Which of the following are steps in the management of MNS (Mental, Neurological and Substance use) conditions?","1::4","1 = Physical Examination and Basic Laboratory Tests; 2 = Performing a Mental Status Examination (MSE) and a Differential Diagnosis; 3 = Family History of MNS Conditions and Psychosocial History; 4 = Psychosocial Interventions and an appropriate plan for follow-up",""
"mhgap_know09","Integer","","Recommended","Essential Care and Practices - Which of the following is true about follow-up?","1::4","1 = It is only necessary in psychoses; 2 = It should occur more frequently initially; 3 = If the person does not attend once then there will be no further follow-up; 4 = It is only necessary if there is adequate time in the clinic",""
"mhgap_know10","Integer","","Recommended","Depression - A. Which of the following is a core symptom of depression?","1::4","1 = Lack of realization that one is having mental health problems; 2 = Loss of enjoyment in activities that are normally pleasurable; 3 = Fatigue, sleepiness and abnormal behavior after having a seizure; 4 = Using alcohol or other substances",""
