"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","20","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"smkndep01","Integer","","Recommended","When I haven't been able to smoke for a few hours, the craving gets intolerable.","1::5","1 = Never; 2 = Rarely; 3 = Sometimes; 4 = Often; 5 = Always",""
"smkndep02","Integer","","Recommended","I find myself reaching for cigarettes without thinking about it.","1::5","1 = Never; 2 = Rarely; 3 = Sometimes; 4 = Often; 5 = Always",""
"smkndep03","Integer","","Recommended","I drop everything to go out and buy cigarettes.","1::5","1 = Never; 2 = Rarely; 3 = Sometimes; 4 = Often; 5 = Always",""
"smkndep04","Integer","","Recommended","I smoke more before going into a situation where smoking is not allowed.","1::5","1 = Never; 2 = Rarely; 3 = Sometimes; 4 = Often; 5 = Always",""
"promis_smkndep17","Integer","","Recommended","I smoke even when I am so ill that I am in bed most of the day.","1::5","1 = Never; 2 = Rarely; 3 = Sometimes; 4 = Often; 5 = Always",""
"promis_smkndep18","Integer","","Recommended","When I go too long without a cigarette I feel impatient.","1::5","1 = Never; 2 = Rarely; 3 = Sometimes; 4 = Often; 5 = Always",""
"promis_smkndep19","Integer","","Recommended","When I go too long without a cigarette I get strong urges that are hard to get rid of.","1::5","1 = Never; 2 = Rarely; 3 = Sometimes; 4 = Often; 5 = Always",""
"promis_smkndep22","Integer","","Recommended","I am tempted to smoke when I realize I haven''t smoked for a while.","1::5","1 = Never; 2 = Rarely; 3 = Sometimes; 4 = Often; 5 = Always",""
"promis_smkndep05","Integer","","Recommended","I crave cigarettes at certain times of day.","1::5","1 = Not at all; 2 =A little bit; 3 = Somewhat; 4 = Quite a bit; 5 = Very much",""
"promis_smkndep06","Integer","","Recommended","When I''m really craving a cigarette, it feels like I''m in the grip of some unknown force that I cannot control.","1::5","1 = Never; 2 = Rarely; 3 = Sometimes; 4 = Often; 5 = Always",""
"promis_smkndep07","Integer","","Recommended","My urges to smoke keep getting stronger if I don''t smoke.","1::5","1 = Not at all; 2 =A little bit; 3 = Somewhat; 4 = Quite a bit; 5 = Very much",""
"promis_smkndep08","Integer","","Recommended","After not smoking for a while, I need to smoke in order to avoid feeling any discomfort.","1::5","1 = Never; 2 = Rarely; 3 = Sometimes; 4 = Often; 5 = Always",""
"promis_smkndep09","Integer","","Recommended","My desire to smoke seems overpowering.","1::5","1 = Not at all; 2 =A little bit; 3 = Somewhat; 4 = Quite a bit; 5 = Very much",""
"promis_smkndep10","Integer","","Recommended","Cravings for a cigarette make it difficult for me to quit.","1::5","1 = Not at all; 2 =A little bit; 3 = Somewhat; 4 = Quite a bit; 5 = Very much",""
"promis_smkndep11","Integer","","Recommended","It is hard to ignore urges to smoke.","1::5","1 = Not at all; 2 =A little bit; 3 = Somewhat; 4 = Quite a bit; 5 = Very much",""
"promis_smkndep12","Integer","","Recommended","When I go without a cigarette for a few hours, I experience craving.","1::5","1 = Not at all; 2 =A little bit; 3 = Somewhat; 4 = Quite a bit; 5 = Very much",""
"promis_smkndep13","Integer","","Recommended","I frequently crave cigarettes.","1::5","1 = Not at all; 2 =A little bit; 3 = Somewhat; 4 = Quite a bit; 5 = Very much",""
"promis_smkndep14","Integer","","Recommended","The idea of not having any cigarettes causes me stress.","1::5","1 = Not at all; 2 =A little bit; 3 = Somewhat; 4 = Quite a bit; 5 = Very much",""
"promis_smkndep15","Integer","","Recommended","When I run out of cigarettes, I find it almost unbearable.","1::5","1 = Never; 2 = Rarely; 3 = Sometimes; 4 = Often; 5 = Always",""
"promis_smkndep16","Integer","","Recommended","I get a real gnawing hunger for a cigarette when l haven''t smoked in a while.","1::5","1 = Never; 2 = Rarely; 3 = Sometimes; 4 = Often; 5 = Always",""
