"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","20","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported","gender"
"enc_pos","Float","","Recommended","Percentage of time subject rated a face as positive over all trials","0::1; -99","","encpos"
"enc_neu","Float","","Recommended","Percentage of time subject rated a face as neutral over all trials","0::1; -99","","encneu"
"enc_neg","Float","","Recommended","Percentage of time subject rated a face as negative over all trials","0::1; -99","","encneg"
"enc_noresp","Float","","Recommended","Percentage of time subject did not make a response over all trials","0::1; -99","","encnoresp"
"enc_rtpos","Float","","Recommended","Reaction time of subject when rating a face as positive","0::10; -99","","encrtpos"
"enc_rtneu","Float","","Recommended","Reaction time of subject when rating a face as neutral","0::10; -99","","encrtneu"
"enc_rtneg","Float","","Recommended","Reaction time of subject when rating a face as negative","0::10; -99","","encrtneg"
"rec_posnew","Float","","Recommended","Percentage of time subject recognized a new positive face as new, regardless of confidence rating of subject on answer (i.e. disregarding ""maybe"" ""probably"" ""sure"" new)","0::1; -99","","recposnew"
"rec_posold","Float","","Recommended","Percentage of time subject recognized a old positive face as old regardless of confidence rating of subject on answer (i.e. disregarding ""maybe"" ""probably"" ""sure"" old)","0::1; -99","","recposold"
"rec_neunew","Float","","Recommended","Percentage of time subject recognized a new neutral face as new regardless of confidence rating of subject on answer (i.e. disregarding ""maybe"" ""probably"" ""sure"" new)","0::1; -99","","recneunew"
"rec_neuold","Float","","Recommended","Percentage of time subject recognized a old neutral face as old regardless of confidence rating of subject on answer (i.e. disregarding ""maybe"" ""probably"" ""sure"" old)","0::1; -99","","recneuold"
"rec_negnew","Float","","Recommended","Percentage of time subject recognized a new negative face as new regardless of confidence rating of subject on answer (i.e. disregarding ""maybe"" ""probably"" ""sure"" new)","0::1; -99","","recnegnew"
"rec_negold","Float","","Recommended","Percentage of time subject recognized a old negative face as old regardless of confidence rating of subject on answer (i.e. disregarding ""maybe"" ""probably"" ""sure"" old)","0::1; -99","","recnegold"
"rec_rtpos","Float","","Recommended","Reaction time of subject when rating whether a positive face as new or old","0::10; -99","","recrtpos"
"rec_rtneu","Float","","Recommended","Reaction time of subject when rating whether a neutral face as new or old","0::10; -99","","recrtneu"
"rec_rtneg","Float","","Recommended","Reaction time of subject when rating whether a negative face as new or old","0::10; -99","","recrtneg"
