"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","20","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"somi_1","Integer","","Recommended","1. You heard someone say ""that's so gay'' in a negative way.","0::4","0 = Not at all; 4 = About everyday",""
"somi_2","Integer","","Recommended","2. You were told, ''you're not really gay.''","0::4","0 = Not at all; 4 = About everyday",""
"somi_3","Integer","","Recommended","3. You were told you're not a ''real'' man/woman.","0::4","0 = Not at all; 4 = About everyday",""
"somi_4","Integer","","Recommended","4. You were told not to ''act so gay.''","0::4","0 = Not at all; 4 = About everyday",""
"somi_5","Integer","","Recommended","5. You were told you just haven't found the right person of the opposite sex.","0::4","0 = Not at all; 4 = About everyday",""
"somi_6","Integer","","Recommended","6. You heard that people of your ethnicity aren't gay or bisexual.","0::4","0 = Not at all; 4 = About everyday",""
"somi_7","Integer","","Recommended","7. You were told that being gay is just a phase.","0::4","0 = Not at all; 4 = About everyday",""
"somi_8","Integer","","Recommended","8. Someone said, ''you are not like those gay people.''","0::4","0 = Not at all; 4 = About everyday",""
"somi_9","Integer","","Recommended","9. Someone said, ''you know how gay people are.''","0::4","0 = Not at all; 4 = About everyday",""
"somi_10","Integer","","Recommended","10. Someone expressed a stereotype (example: ''gay men are so good at fashion'').","0::4","0 = Not at all; 4 = About everyday",""
"somi_11","Integer","","Recommended","11. You heard someone talk about ''the gay lifestyle.''","0::4","0 = Not at all; 4 = About everyday",""
"somi_12","Integer","","Recommended","12. You heard about people trying to deny rights for same-sex couples (example: ''Proposition 8'' in California).","0::4","0 = Not at all; 4 = About everyday",""
"somi_13","Integer","","Recommended","13. A heterosexual person seemed uncomfortable because they thought you were attracted to them.","0::4","0 = Not at all; 4 = About everyday",""
"somi_14","Integer","","Recommended","14. You saw a group either in person or in the media show negative signs (example: A religious group with a sign that said ''God hates fags'').","0::4","0 = Not at all; 4 = About everyday",""
"somi_15","Integer","","Recommended","15. Someone said gay, lesbian, and bisexual people are trying to get ''special rights'' that they don't deserve.","0::4","0 = Not at all; 4 = About everyday",""
"somi_16","Integer","","Recommended","16. Someone said, ''I don't mind gay people, they just shouldn't be so public.''","0::4","0 = Not at all; 4 = About everyday",""
"somi_17","Integer","","Recommended","17. Someone said a hateful slur about gay, lesbian, and bisexual people (example: ''fag'' or ''dyke'' said in a mean way).","0::4","0 = Not at all; 4 = About everyday",""
"somi_18","Integer","","Recommended","18. A family member expressed disappointment about being gay, lesbian, or bisexual.","0::4","0 = Not at all; 4 = About everyday",""
"somi_19","Integer","","Recommended","19. Someone said homosexuality is a sin or immoral.","0::4","0 = Not at all; 4 = About everyday",""
"somi_20","Integer","","Recommended","20. A heterosexual person said you are being ''paranoid'' when you suspect someone treated you in a homophobic way.","0::4","0 = Not at all; 4 = About everyday",""
"somi_21","Integer","","Recommended","21. A heterosexual person didn't believe that gay, lesbian, and bisexual people face discrimination.","0::4","0 = Not at all; 4 = About everyday",""
"somi_22","Integer","","Recommended","22. You were told you were overreacting when you talked about a negative experience you had because of your sexual orientation.","0::4","0 = Not at all; 4 = About everyday",""
"somi_23","Integer","","Recommended","23. A heterosexual denied that they have any heterosexism (example: ''As a person of color, I'm offended that you would imply I'm homophobic'').","0::4","0 = Not at all; 4 = About everyday",""
"somi_24","Integer","","Recommended","24. Someone assumed you have HIV because of your sexual orientation.","0::4","0 = Not at all; 4 = About everyday",""
"somi_25","Integer","","Recommended","25. Someone assumed you must be depressed because of your sexual orientation.","0::4","0 = Not at all; 4 = About everyday",""
"somi_26","Integer","","Recommended","26. Someone implied that only heterosexuality is normal (example: ''Did you go to a gay bar or a normal bar?'').","0::4","0 = Not at all; 4 = About everyday",""
