"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","20","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"eating_1","Integer","","Recommended","I try to avoid certain foods high in fat, carbohydrates, or calories","1::5","1 = Strongly disagree; 2 = Disagree; 3 = Neutral; 4 = Agree; 5 = Strongly agree",""
"eating_2","Integer","","Recommended","I find myself eating when I'm feeling emotional (e.g., anxious, depressed, sad), even when I'm not physically hungry.","1::5","1 = Strongly disagree; 2 = Disagree; 3 = Neutral; 4 = Agree; 5 = Strongly agree",""
"eating_3","Integer","","Recommended","If I am craving a certain food, I allow myself to have it.","1::5","1 = Strongly disagree; 2 = Disagree; 3 = Neutral; 4 = Agree; 5 = Strongly agree",""
"eating_4","Integer","","Recommended","I get mad at myself for eating something unhealthy.","1::5","1 = Strongly disagree; 2 = Disagree; 3 = Neutral; 4 = Agree; 5 = Strongly agree",""
"eating_5","Integer","","Recommended","I find myself eating when I am lonely, even when I'm not physically hungry.","1::5","1 = Strongly disagree; 2 = Disagree; 3 = Neutral; 4 = Agree; 5 = Strongly agree",""
"eating_6","Integer","","Recommended","I trust my body to tell me when to eat.","1::5","1 = Strongly disagree; 2 = Disagree; 3 = Neutral; 4 = Agree; 5 = Strongly agree",""
"eating_7","Integer","","Recommended","I trust my body to tell me what to eat.","1::5","1 = Strongly disagree; 2 = Disagree; 3 = Neutral; 4 = Agree; 5 = Strongly agree",""
"eating_8","Integer","","Recommended","I trust my body to tell me how much to eat.","1::5","1 = Strongly disagree; 2 = Disagree; 3 = Neutral; 4 = Agree; 5 = Strongly agree",""
"eating_9","Integer","","Recommended","I have forbidden foods that I don't allow myself to eat.","1::5","1 = Strongly disagree; 2 = Disagree; 3 = Neutral; 4 = Agree; 5 = Strongly agree",""
"eating_10","Integer","","Recommended","I use food to help me soothe my negative emotions.","1::5","1 = Strongly disagree; 2 = Disagree; 3 = Neutral; 4 = Agree; 5 = Strongly agree",""
"eating_11","Integer","","Recommended","I find myself eating when I am stressed out, even when I am not physically hungry.","1::5","1 = Strongly disagree; 2 = Disagree; 3 = Neutral; 4 = Agree; 5 = Strongly agree",""
"eating_12","Integer","","Recommended","I am able to cope with my negative emotions (e.g., anxiety, sadness) without turning to food for comfort.","1::5","1 = Strongly disagree; 2 = Disagree; 3 = Neutral; 4 = Agree; 5 = Strongly agree",""
"eating_13","Integer","","Recommended","When I am bored, I do NOT eat just for something to do.","1::5","1 = Strongly disagree; 2 = Disagree; 3 = Neutral; 4 = Agree; 5 = Strongly agree",""
"eating_14","Integer","","Recommended","When I am lonely, I do NOT turn to food for comfort.","1::5","1 = Strongly disagree; 2 = Disagree; 3 = Neutral; 4 = Agree; 5 = Strongly agree",""
"eating_15","Integer","","Recommended","I find other ways to cope with stress and anxiety than by eating.","1::5","1 = Strongly disagree; 2 = Disagree; 3 = Neutral; 4 = Agree; 5 = Strongly agree",""
"eating_16","Integer","","Recommended","I allow myself to eat what food I desire at the moment.","1::5","1 = Strongly disagree; 2 = Disagree; 3 = Neutral; 4 = Agree; 5 = Strongly agree",""
"eating_17","Integer","","Recommended","I do NOT follow eating rules or dieting plans that dictate what, when, and/or how much to eat.","1::5","1 = Strongly disagree; 2 = Disagree; 3 = Neutral; 4 = Agree; 5 = Strongly agree",""
"eating_18","Integer","","Recommended","Most of the time, I desire to eat nutritious foods.","1::5","1 = Strongly disagree; 2 = Disagree; 3 = Neutral; 4 = Agree; 5 = Strongly agree",""
"eating_19","Integer","","Recommended","I mostly eat foods that make my body perform efficiently (well).","1::5","1 = Strongly disagree; 2 = Disagree; 3 = Neutral; 4 = Agree; 5 = Strongly agree",""
"eating_20","Integer","","Recommended","I mostly eat foods that give my body energy and stamina.","1::5","1 = Strongly disagree; 2 = Disagree; 3 = Neutral; 4 = Agree; 5 = Strongly agree",""
"eating_21","Integer","","Recommended","I rely on my hunger signals to tell me when to eat.","1::5","1 = Strongly disagree; 2 = Disagree; 3 = Neutral; 4 = Agree; 5 = Strongly agree",""
"eating_22","Integer","","Recommended","I rely on my fullness (satiety) signals to tell me when to stop eating","1::5","1 = Strongly disagree; 2 = Disagree; 3 = Neutral; 4 = Agree; 5 = Strongly agree",""
"eating_23","Integer","","Recommended","I trust my body to tell me when to stop eating.","1::5","1 = Strongly disagree; 2 = Disagree; 3 = Neutral; 4 = Agree; 5 = Strongly agree",""
