"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","20","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"sfq1","Integer","","Recommended","Please rate the amount of fear that you think you would experience if you confronted the objects or situations during the next week: snakes","0 :: 8","0 = no fear; 2 = slight fear; 4 = moderate fear; 6= marked fear; 8 = extreme fear","sf1"
"sfq2","Integer","","Recommended","Please rate the amount of fear that you think you would experience if you confronted the objects or situations during the next week: insects (spiders, bees, etc.)","0 :: 8","0 = no fear; 2 = slight fear; 4 = moderate fear; 6= marked fear; 8 = extreme fear","sf2"
"sfq3","Integer","","Recommended","Please rate the amount of fear that you think you would experience if you confronted the objects or situations during the next week: dogs","0 :: 8","0 = no fear; 2 = slight fear; 4 = moderate fear; 6= marked fear; 8 = extreme fear","sf3"
"sf4","Integer","","Recommended","Please rate the amount of fear that you think you would experience if you confronted the objects or situations during the next week: dogs","0 :: 8","0 = no fear; 2 = slight fear; 4 = moderate fear; 6= marked fear; 8 = extreme fear",""
"sfq5","Integer","","Recommended","Please rate the amount of fear that you think you would experience if you confronted the objects or situations during the next week: rodents (rats, mice, etc.)","0 :: 8","0 = no fear; 2 = slight fear; 4 = moderate fear; 6= marked fear; 8 = extreme fear","sf5"
"sfq6a","Integer","","Recommended","Please rate the amount of fear that you think you would experience if you confronted the objects or situations during the next week: other animals (specify)","0 :: 8","0 = no fear; 2 = slight fear; 4 = moderate fear; 6= marked fear; 8 = extreme fear","sf6"
"sf7","Integer","","Recommended","Please rate the amount of fear that you think you would experience if you confronted the objects or situations during the next week: Very high places (tall buildings, ladders, crossing high bridges, etc.)","0 :: 8","0 = no fear; 2 = slight fear; 4 = moderate fear; 6= marked fear; 8 = extreme fear",""
"sf8","Integer","","Recommended","Please rate the amount of fear that you think you would experience if you confronted the objects or situations during the next week: Thunderstorms","0 :: 8","0 = no fear; 2 = slight fear; 4 = moderate fear; 6= marked fear; 8 = extreme fear",""
"sf9","Integer","","Recommended","Please rate the amount of fear that you think you would experience if you confronted the objects or situations during the next week: Water (in a boat or swimming)","0 :: 8","0 = no fear; 2 = slight fear; 4 = moderate fear; 6= marked fear; 8 = extreme fear",""
"sfq10","Integer","","Recommended","Please rate the amount of fear that you think you would experience if you confronted the objects or situations during the next week: getting gas at a dentist","0 :: 8","0 = no fear; 2 = slight fear; 4 = moderate fear; 6= marked fear; 8 = extreme fear","sf10"
"sfq11","Integer","","Recommended","Please rate the amount of fear that you think you would experience if you confronted the objects or situations during the next week: blood from a minor cut","0 :: 8","0 = no fear; 2 = slight fear; 4 = moderate fear; 6= marked fear; 8 = extreme fear","sf11"
"sfq12","Integer","","Recommended","Please rate the amount of fear that you think you would experience if you confronted the objects or situations during the next week: getting an injection/shot","0 :: 8","0 = no fear; 2 = slight fear; 4 = moderate fear; 6= marked fear; 8 = extreme fear","sf12"
"sf13","Integer","","Recommended","Please rate the amount of fear that you think you would experience if you confronted the objects or situations during the next week: having blood drawn","0 :: 8","0 = no fear; 2 = slight fear; 4 = moderate fear; 6= marked fear; 8 = extreme fear",""
"sf14","Integer","","Recommended","Please rate the amount of fear that you think you would experience if you confronted the objects or situations during the next week: flying in an airplane","0 :: 8","0 = no fear; 2 = slight fear; 4 = moderate fear; 6= marked fear; 8 = extreme fear",""
"sf15","Integer","","Recommended","Please rate the amount of fear that you think you would experience if you confronted the objects or situations during the next week: elevators or other enclosed places (e.g., tunnels, cramped rooms)","0 :: 8","0 = no fear; 2 = slight fear; 4 = moderate fear; 6= marked fear; 8 = extreme fear",""
"sf16","Integer","","Recommended","Please rate the amount of fear that you think you would experience if you confronted the objects or situations during the next week: driving an automobile","0 :: 8","0 = no fear; 2 = slight fear; 4 = moderate fear; 6= marked fear; 8 = extreme fear",""
"sf17","Integer","","Recommended","Please rate the amount of fear that you think you would experience if you confronted the objects or situations during the next week: undergoing a dental or medical procedure","0 :: 8","0 = no fear; 2 = slight fear; 4 = moderate fear; 6= marked fear; 8 = extreme fear",""
"sf18","Integer","","Recommended","Please rate the amount of fear that you think you would experience if you confronted the objects or situations during the next week: eating foods that could cause choking","0 :: 8","0 = no fear; 2 = slight fear; 4 = moderate fear; 6= marked fear; 8 = extreme fear",""
"sf19","Integer","","Recommended","Please rate the amount of fear that you think you would experience if you confronted the objects or situations during the next week: vomiting","0 :: 8","0 = no fear; 2 = slight fear; 4 = moderate fear; 6= marked fear; 8 = extreme fear",""
"sf20","Integer","","Recommended","Please rate the amount of fear that you think you would experience if you confronted the objects or situations during the next week: contracting an illness","0 :: 8","0 = no fear; 2 = slight fear; 4 = moderate fear; 6= marked fear; 8 = extreme fear",""
