"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","20","Required","Subject ID how it's defined in lab/project","","","id"
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","","adate"
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.","age"
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported","gender,sex"
"ism1","Integer","","Recommended","Marriages between two lesbians should be legal.","1::5","1=Strongly Disagree; 2=2; 3=3; 4=4; 5=Strongly Agree",""
"ism2","Integer","","Recommended","Christians are intolerant of people with other religious beliefs.","1::5","1=Strongly Disagree; 2=2; 3=3; 4=4; 5=Strongly Agree",""
"ism3","Integer","","Recommended","People who stay on welfare have no desire to work.","1::5","1=Strongly Disagree; 2=2; 3=3; 4=4; 5=Strongly Agree",""
"ism4","Integer","","Recommended","I favor laws that permit racial minority persons to rent or purchase houses, even when the person offering the property for sale or rent does not wish to sell or rent to minorities.","1::5","1=Strongly Disagree; 2=2; 3=3; 4=4; 5=Strongly Agree",""
"ism5","Integer","","Recommended","Women should worry less about their right and more about becoming good wives and mothers.","1::5","1=Strongly Disagree; 2=2; 3=3; 4=4; 5=Strongly Agree",""
"ism6","Integer","","Recommended","Complex and interesting conversation cannot be expected from most old people.","1::5","1=Strongly Disagree; 2=2; 3=3; 4=4; 5=Strongly Agree",""
"ism7","Integer","","Recommended","I don't mind companies using openly lesbian celebrities to advertise their products.","1::5","1=Strongly Disagree; 2=2; 3=3; 4=4; 5=Strongly Agree",""
"ism8","Integer","","Recommended","Catholics have a ""holier than thou"".","1::5","1=Strongly Disagree; 2=2; 3=3; 4=4; 5=Strongly Agree",""
"ism9","Integer","","Recommended","Welfare keeps the nation in debt.","1::5","1=Strongly Disagree; 2=2; 3=3; 4=4; 5=Strongly Agree",""
"ism10","Integer","","Recommended","Racial minorities have more influence on school desegregation plans than they ought to have.","1::5","1=Strongly Disagree; 2=2; 3=3; 4=4; 5=Strongly Agree",""
"ism11","Integer","","Recommended","It is ridiculous for a woman to run a locomotive and for a man to darn socks.","1::5","1=Strongly Disagree; 2=2; 3=3; 4=4; 5=Strongly Agree",""
"ism12","Integer","","Recommended","Most old people would be considered to have poor personal hygiene.","1::5","1=Strongly Disagree; 2=2; 3=3; 4=4; 5=Strongly Agree",""
"ism13","Integer","","Recommended","I don't think it would negatively affect our relationship if I learned that one of my close relatives was a lesbian.","1::5","1=Strongly Disagree; 2=2; 3=3; 4=4; 5=Strongly Agree",""
"ism14","Integer","","Recommended","Jewish people are deceitful and money-hungry.","1::5","1=Strongly Disagree; 2=2; 3=3; 4=4; 5=Strongly Agree",""
"ism15","Integer","","Recommended","People who don't make much money are generally unmotivated.","1::5","1=Strongly Disagree; 2=2; 3=3; 4=4; 5=Strongly Agree",""
"ism16","Integer","","Recommended","Racial minorities are getting too demanding in their push for equal rights.","1::5","1=Strongly Disagree; 2=2; 3=3; 4=4; 5=Strongly Agree",""
"ism17","Integer","","Recommended","The intellectual leadership of a community should be largely in the hands of men.","1::5","1=Strongly Disagree; 2=2; 3=3; 4=4; 5=Strongly Agree",""
"ism18","Integer","","Recommended","Most old people can be irritating because they tell the same stories over and over again.","1::5","1=Strongly Disagree; 2=2; 3=3; 4=4; 5=Strongly Agree",""
"ism19","Integer","","Recommended","Lesbians should undergo therapy to change their sexual orientation.","1::5","1=Strongly Disagree; 2=2; 3=3; 4=4; 5=Strongly Agree",""
"ism20","Integer","","Recommended","Atheists and agnostics are more self-centered than people from other religious groups.","1::5","1=Strongly Disagree; 2=2; 3=3; 4=4; 5=Strongly Agree",""
"ism21","Integer","","Recommended","Homeless people should get their acts together and become productive members of society.","1::5","1=Strongly Disagree; 2=2; 3=3; 4=4; 5=Strongly Agree",""
"ism22","Integer","","Recommended","It is a bad idea for racial minorities and whites to marry one another.","1::5","1=Strongly Disagree; 2=2; 3=3; 4=4; 5=Strongly Agree",""
"ism23","Integer","","Recommended","In general, the father should have greater authority than the mother in bringing up children.","1::5","1=Strongly Disagree; 2=2; 3=3; 4=4; 5=Strongly Agree",""
"ism24","Integer","","Recommended","Old people don't really need to use our community sports facilities.","1::5","1=Strongly Disagree; 2=2; 3=3; 4=4; 5=Strongly Agree",""
"ism25","Integer","","Recommended","I welcome new friends who are gay.","1::5","1=Strongly Disagree; 2=2; 3=3; 4=4; 5=Strongly Agree",""
"ism26","Integer","","Recommended","Muslims are more treacherous than other groups of religious people.","1::5","1=Strongly Disagree; 2=2; 3=3; 4=4; 5=Strongly Agree",""
"ism27","Integer","","Recommended","Too many of my tax dollars are spent to take care of those who are unwilling to take care of themselves.","1::5","1=Strongly Disagree; 2=2; 3=3; 4=4; 5=Strongly Agree",""
"ism28","Integer","","Recommended","Racial minorities should not push themselves where they are not wanted.","1::5","1=Strongly Disagree; 2=2; 3=3; 4=4; 5=Strongly Agree",""
"ism29","Integer","","Recommended","There are many jobs in which men should be given preference over women in being hired or promoted.","1::5","1=Strongly Disagree; 2=2; 3=3; 4=4; 5=Strongly Agree",""
