"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","20","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"hiv_ases01","Integer","","Recommended","In the past month, how confident have you been that you could: Stick to your treatment plan even when side effects begin to interfere with daily activities?","0::10","0=Cannot do at all; 5=Moderately certain can do; 10=Completely certain can do",""
"hiv_ases02","Integer","","Recommended","In the past month, how confident have you been that you could: Integrate your treatment into your daily routine?","0::10","0=Cannot do at all; 5=Moderately certain can do; 10=Completely certain can do",""
"hiv_ases03","Integer","","Recommended","In the past month, how confident have you been that you could: Integrate your treatment into your daily routine even if it means taking medication or doing other things in front of people who don't know you are HIV-positive?","0::10","0=Cannot do at all; 5=Moderately certain can do; 10=Completely certain can do",""
"hiv_ases04","Integer","","Recommended","In the past month, how confident have you been that you could: Stick to your treatment schedule even when your daily routine is disrupted?","0::10","0=Cannot do at all; 5=Moderately certain can do; 10=Completely certain can do",""
"hiv_ases05","Integer","","Recommended","In the past month, how confident have you been that you could: Stick to your treatment schedule when you aren't feeling well?","0::10","0=Cannot do at all; 5=Moderately certain can do; 10=Completely certain can do",""
"hiv_ases06","Integer","","Recommended","In the past month, how confident have you been that you could: Stick to your treatment schedule when it means changing your eating habits?","0::10","0=Cannot do at all; 5=Moderately certain can do; 10=Completely certain can do",""
"hiv_ases07","Integer","","Recommended","In the past month, how confident have you been that you could: Continue with your treatment even if doing so interferes with your daily activities?","0::10","0=Cannot do at all; 5=Moderately certain can do; 10=Completely certain can do",""
"hiv_ases08","Integer","","Recommended","In the past month, how confident have you been that you could: Continue with the treatment plan your physician prescribed even if your T-cells drop significantly in the next three months?","0::10","0=Cannot do at all; 5=Moderately certain can do; 10=Completely certain can do",""
"hiv_ases09","Integer","","Recommended","In the past month, how confident have you been that you could: Continue with your treatment even when you are feeling discouraged about your health?","0::10","0=Cannot do at all; 5=Moderately certain can do; 10=Completely certain can do",""
"hiv_ases10","Integer","","Recommended","In the past month, how confident have you been that you could: Continue with your treatment even when getting to your clinic appointments is a major hassle?","0::10","0=Cannot do at all; 5=Moderately certain can do; 10=Completely certain can do",""
"hiv_ases11","Integer","","Recommended","In the past month, how confident have you been that you could: Continue with your treatment even when people close to you tell you that they don't think that it is doing any good?","0::10","0=Cannot do at all; 5=Moderately certain can do; 10=Completely certain can do",""
"hiv_ases12","Integer","","Recommended","In the past month, how confident have you been that you could: Get something positive out of your participation in treatment, even if the medication you are taking does not improve your health?","0::10","0=Cannot do at all; 5=Moderately certain can do; 10=Completely certain can do",""
