"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","20","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"daq01","Integer","","Recommended","When bad things happen, I think it is my fault.","0 :: 4","0 = Not at all; 4 = Very strongly",""
"daq02","Integer","","Recommended","I feel helpless when bad things happen.","0 :: 4","0 = Not at all; 4 = Very strongly",""
"daq03","Integer","","Recommended","When things do not go well, I get easily discouraged.","0 :: 4","0 = Not at all; 4 = Very strongly",""
"daq04","Integer","","Recommended","When things go well, I think it is just due to good luck.","0 :: 4","0 = Not at all; 4 = Very strongly",""
"daq05","Integer","","Recommended","When something I do goes wrong, I think it is because I am incapable.","0 :: 4","0 = Not at all; 4 = Very strongly",""
"daq06","Integer","","Recommended","When something good happens, I think it will not last long.","0 :: 4","0 = Not at all; 4 = Very strongly",""
"daq07","Integer","","Recommended","When something bad happens, I think there is little I can do to make things better.","0 :: 4","0 = Not at all; 4 = Very strongly",""
"daq08","Integer","","Recommended","When something good happens to me, I think this was because of other people or the circumstances rather than me.","0 :: 4","0 = Not at all; 4 = Very strongly",""
"daq09","Integer","","Recommended","Bad things always happen to me.","0 :: 4","0 = Not at all; 4 = Very strongly",""
"daq10","Integer","","Recommended","When bad things happen, I rely on other people to sort things out.","0 :: 4","0 = Not at all; 4 = Very strongly",""
"daq11","Integer","","Recommended","When bad things happen to me, I am sure it will happen again.","0 :: 4","0 = Not at all; 4 = Very strongly",""
"daq12","Integer","","Recommended","When bad things happen to me, I think my life will never get better.","0 :: 4","0 = Not at all; 4 = Very strongly",""
"daq13","Integer","","Recommended","When something bad happens, I think of the problems this will cause in all areas of my life.","0 :: 4","0 = Not at all; 4 = Very strongly",""
"daq14","Integer","","Recommended","Bad things happen in all areas of my life.","0 :: 4","0 = Not at all; 4 = Very strongly",""
"daq15","Integer","","Recommended","When bad things happen to me, I can't see anything positive in my life.","0 :: 4","0 = Not at all; 4 = Very strongly",""
"daq16","Integer","","Recommended","When bad things happen, nothing seems to be in place any more.","0 :: 4","0 = Not at all; 4 = Very strongly",""
