"ElementName","DataType","Size","Required","Condition","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","","GUID,ProbandGUID"
"interview_age","Integer","","Required","","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.","ADI_2003_interview_age,ADI_2003_intro_age,INTERVIEW_AGE_MONTHS,Proband_Age_in_Months,adir_interview_age,age_years_at_visit,ca_in_months"
"src_subject_id","String","20","Required","","Subject ID how it's defined in lab/project","","","ADI_2003_SRC_Subject_ID,IBISID,NDAR_SUBJECT_NUMBER,SubjectID,adir_src_subject_id,autism_id,ind_id,individual,randid"
"interview_date","Date","","Required","","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","","ADI_2003_interview_date,ADI_2003_intro_dateinterview,Date_taken,adi_age_months,adir_interview_date,test_date/adi_date,visit_date"
"comments_misc","String","4000","Recommended","","Miscellaneous comments on study, interview, methodology relevant to this form data","","","ADIRend_notes,ADI_2003_comments_misc,Cohort,additional_notes"
"method_adi","Integer","","Required","","Method of ADI-R","1::4;-9","1=Diagnostic; 2=Current Behavior; 3=Both; 4=Short; -9 = Missing",""
"bkgrnd_diag","String","1020","Recommended","","Diagnosis. Provided by parent","","","ADI_2003_bkgd_diagnosisnocoding,ADI_2003_bkgrnd_diag,Adi_R_Diagnostic_Autism_DX,adi_r_cpea_dx,diag4,summary_diagnosis"
"rx","Integer","","Required","","Does child take any regular medications?","0;1;999; 888","0 = no; 1 = yes; 888 = not applicable; 999 = missing",""
"bkgrnd_med","String","1020","Recommended","","Medication information","","","ADI_2003_bkgd_medicationnocoding,ADI_2003_bkgrnd_med,MEDICATIONS_SPFY"
"dbaes_atotal","Integer","","Conditional","method_adi == 1 || method_adi == 3","Total for Section A: Qualitative Abnormalities in Reciprocal Social Interaction","0::30; 999","999 = missing","ADI_2003_age4_A_Atotal,ADI_2003_dbacs_atotal,ADI_2003_dbaes_atotal,A_TOTAL,A_Total,Adi_R_Diagnostic_A_Total,WPS_ADI_Algorithm_Atotal,a_total,a_total_adi_w1,adi_b,adi_b_total,atotal,dbacs_atotal,soct_ms"
"dbaes_bnvtotal","Integer","","Conditional","subject_verbal == 'No' && method_adi == 1 || subject_verbal == 'No' && method_adi==3","Total of Section B - Non-Verbal: Qualitative Abnormalities in Communication","0::20; 999","999=missing","ADI_2003_age4_B_NonverbalBTotal,ADI_2003_dbacs_bnvtotal,ADI_2003_dbaes_bnvtotal,Adi_R_Diagnostic_B_NV_Total,BNV_Total,B_TOTAL_NONVERBAL,WPS_ADI_Algorithm_Bnvtotal,adi_nonverbal_total,adi_ntot,b_non_verbal_total,b_nv_total_adi_w1,bnvtotal,comvt_ms,dbacs_bnvtotal"
"dbaes_bvtotal","Integer","","Conditional","subject_verbal == 'Yes' && method_adi == 1 || subject_verbal == 'Yes' && method_adi == 3","Total of Section B - Verbal: Qualitative Abnormalities in Communication","0::30; 999","999=missing","ADI_2003_age4_B_VerbalBTotal,ADI_2003_dbacs_bvtotal,ADI_2003_dbaes_bvtotal,Adi_R_Diagnostic_B_V_Total,BV_Total,B_TOTAL_VERBAL,WPS_ADI_Algorithm_Bvtotal,adi_verbal_total,adi_vtot,b_v_total_adi_w1,b_verbal_total,bvtotal,comnvtms,dbacs_bvtotal"
"dbaes_ctotal","Integer","","Conditional","method_adi == 1 || method_adi == 3","Total of Section C: Restricted, Repetitive, and Stereotyped Patterns of Behavior","0::25; 999","999=missing","ADI_2003_age4_Ctotal,ADI_2003_dbacs_ctotal,ADI_2003_dbaes_ctotal,Adi_R_Diagnostic_C_Total,C_TOTAL,C_Total,WPS_ADI_Algorithm_Ctotal,adi_d,c_total,c_total_adi_w1,ctotal,dbacs_ctotal"
"dbaes_dtotal","Integer","","Conditional","method_adi == 1 || method_adi == 3","Total of Section D","0::30; 999","999=missing","ADI_2003_dbaes_dtotal,Adi_R_Diagnostic_D_Total,D_TOTAL,D_Total,WPS_ADI_Algor,WPS_ADI_Algorithm_Dtotal,adi_d_total,adi_e,d_total,d_total_adi_w1,dtotal"
"hear_prob_spfy","String","1020","Recommended","","Notes about hearing","","","concerns_hearing_ever"
"medical_problems","String","1020","Recommended","","Medical problem/medical diagnosis (include diagnosis professional dates details)","","","adi_medical_problems,symptoms_concern_2nd_pri"
"bkgrnd_intro","String","1020","Recommended","","Notes for Introductory Questions","","","ADI_2003_bkgrnd_intro,concern,current_concern_1st_pri,notes"
