"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","20","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"cds1","Integer","","Recommended","If a dog licked my popsicle, I would still eat it.","0::2","0=Always; 1=Sometimes; 2=Never",""
"cds2","Integer","","Recommended","I would pick up a worm with my hand.","0::2","0=Always; 1=Sometimes; 2=Never",""
"cds3","Integer","","Recommended","When I see blood, I feel dizzy.","0::2","0=Always; 1=Sometimes; 2=Never",""
"cds4","Integer","","Recommended","I feel gross when I touch raw meat to help cook dinner.","0::2","0=Always; 1=Sometimes; 2=Never",""
"cds5","Integer","","Recommended","I would touch a sandwich with green mold on it.","0::2","0=Always; 1=Sometimes; 2=Never",""
"cds6","Integer","","Recommended","I would still eat my soup if I saw a hair in it.","0::2","0=Always; 1=Sometimes; 2=Never",""
"cds7","Integer","","Recommended","I would sit next to a sweaty kid at lunch.","0::2","0=Always; 1=Sometimes; 2=Never",""
"cds8","Integer","","Recommended","I would watch a TV show that showed peoples guts.","0::2","0=Always; 1=Sometimes; 2=Never",""
"cds9","Integer","","Recommended","I would use the toilet even if there was poop still in it.","0::2","0=Always; 1=Sometimes; 2=Never",""
"cds10","Integer","","Recommended","I would share markers with someone that had touched a dead bird.","0::2","0=Always; 1=Sometimes; 2=Never",""
"cds11","Integer","","Recommended","I feel sick if I see a dead animal on the side of the road.","0::2","0=Always; 1=Sometimes; 2=Never",""
"cds12","Integer","","Recommended","I don't like seeing the blood in meat at the grocery store.","0::2","0=Always; 1=Sometimes; 2=Never",""
"cds13","Integer","","Recommended","I would still drink my juice box even if I saw another kid drink out of it.","0::2","0=Always; 1=Sometimes; 2=Never",""
"cds14","Integer","","Recommended","I feel sick if I see someone throw up.","0::2","0=Always; 1=Sometimes; 2=Never",""
