"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","20","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"moci1","Integer","","Recommended","I avoid using public telephones because of possible contamination.","0 :: 1","0 = true; 1 = false","m1"
"moci2","Integer","","Recommended","I frequently get nasty thoughts and have difficulty getting rid of them.","0 :: 1","0 = true; 1 = false","m2"
"moci3","Integer","","Recommended","I am more concerned than most people about honesty.","0 :: 1","0 = true; 1 = false","m3"
"moci4","Integer","","Recommended","I am often late because I can't seem to get through everything on time.","0 :: 1","0 = true; 1 = false","m4"
"moci5","Integer","","Recommended","I don't worry unduly about contamination if I touch an animal.","0 :: 1","0 = true; 1 = false","m5"
"moci6","Integer","","Recommended","I frequently have to check things (e.g., gas or water taps, doors, etc.) several times","0 :: 1","0 = true; 1 = false","m6"
"moci7","Integer","","Recommended","I have a very strict conscience.","0 :: 1","0 = true; 1 = false","m7"
"moci8","Integer","","Recommended","I find that almost everyday I am upset by unpleasant thoughts that come into my mind against my will.","0 :: 1","0 = true; 1 = false","m8"
"moci9","Integer","","Recommended","I do not worry unduly if I accidentally bump into somebody.","0 :: 1","0 = true; 1 = false","m9"
"moci10","Integer","","Recommended","I usually have serious doubts about the simple everyday things I do.","0 :: 1","0 = true; 1 = false","m10"
"moci11","Integer","","Recommended","Neither of my parents was very strict during my childhood.","0 :: 1","0 = true; 1 = false","m11"
"moci12","Integer","","Recommended","I tend to get behind in my work because I repeat things over and over again.","0 :: 1","0 = true; 1 = false","m12"
"moci13","Integer","","Recommended","I use only an average amount of soap.","0 :: 1","0 = true; 1 = false","m13"
"moci14","Integer","","Recommended","Some numbers are extremely unlucky.","0 :: 1","0 = true; 1 = false","m14"
"moci15","Integer","","Recommended","I do not check letters over and over again before posting them.","0 :: 1","0 = true; 1 = false","m15"
"moci16","Integer","","Recommended","I do not take a long time to dress in the morning.","0 :: 1","0 = true; 1 = false","m16"
"moci17","Integer","","Recommended","I am not excessively concerned about cleanliness.","0 :: 1","0 = true; 1 = false","m17"
"moci18","Integer","","Recommended","One of my major problems is that I pay too much attentio to detail.","0 :: 1","0 = true; 1 = false","m18"
"moci19","Integer","","Recommended","I can use well-kept toilets without hesitation.","0 :: 1","0 = true; 1 = false","m19"
"moci20","Integer","","Recommended","My major problem is repeated checking.","0 :: 1","0 = true; 1 = false","m20"
"moci21","Integer","","Recommended","I am not unduly concerned about germs and disease.","0 :: 1","0 = true; 1 = false","m21"
"moci22","Integer","","Recommended","I do not tend to check things more than once.","0 :: 1","0 = true; 1 = false","m22"
"moci23","Integer","","Recommended","I do not stick to a very strict routine when doing ordinary things.","0 :: 1","0 = true; 1 = false","m23"
"moci24","Integer","","Recommended","My hands do not feel dirty after touching money.","0 :: 1","0 = true; 1 = false","m24"
"moci25","Integer","","Recommended","I do not usually count when doing a routine task.","0 :: 1","0 = true; 1 = false","m25"
"moci26","Integer","","Recommended","I take rather a long time to complete my washing in the morning.","0 :: 1","0 = true; 1 = false","m26"
"moci27","Integer","","Recommended","I do not use a great deal of antiseptics.","0 :: 1","0 = true; 1 = false","m27"
"moci28","Integer","","Recommended","I spend a lot of time everyday checking things over and over again.","0 :: 1","0 = true; 1 = false","m28"
"moci29","Integer","","Recommended","Hanging and folding my clothes at night does not take up a lot of time.","0 :: 1","0 = true; 1 = false","m29"
"moci30","Integer","","Recommended","Even when I do something very carefully I often feel that it is not quite right.","0 :: 1","0 = true; 1 = false","m30"
"m_total","Float","","Recommended","Sum of all 30 items","0::30","0 = absence of symptoms; 30 = maximum presence of symptoms",""
