"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","20","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported","gender"
"p_pse_1","Integer","","Recommended","How much can you do to make your children see school as valuable?","1::9","1= Nothing; 3= Very Little; 5= Some Influence; 7= Quite a Bit; 9= A Great Deal","pe1"
"p_pse_2","Integer","","Recommended","How much can you do to help children to do their homework?","1::9","1= Nothing; 3= Very Little; 5= Some Influence; 7= Quite a Bit; 9= A Great Deal",""
"p_pse_3","Integer","","Recommended","How much can you do to help your children to work hard at their school work?","1::9","1= Nothing; 3= Very Little; 5= Some Influence; 7= Quite a Bit; 9= A Great Deal","pe2"
"p_pse_4","Integer","","Recommended","How much can you do to get your children to stay out of trouble in school?","1::9","1= Nothing; 3= Very Little; 5= Some Influence; 7= Quite a Bit; 9= A Great Deal","pe3"
"p_pse_5","Integer","","Recommended","How much can you do to discourage your children from skipping school?","1::9","1= Nothing; 3= Very Little; 5= Some Influence; 7= Quite a Bit; 9= A Great Deal","pe4"
"p_pse_6","Integer","","Recommended","How much can you do to help your children get good grades in school?","1::9","1= Nothing; 3= Very Little; 5= Some Influence; 7= Quite a Bit; 9= A Great Deal","pe5"
"p_pse_7","Integer","","Recommended","How much can you do to teach your children to enjoy school?","1::9","1= Nothing; 3= Very Little; 5= Some Influence; 7= Quite a Bit; 9= A Great Deal","pe6"
"p_pse_8","Integer","","Recommended","How much can you do to show your children that working hard at school influences later successes?","1::9","1= Nothing; 3= Very Little; 5= Some Influence; 7= Quite a Bit; 9= A Great Deal","pe7"
"p_pse_9","Integer","","Recommended","How much can you do to get your children into activities outside of school (for example, music, art, dance, lessons, sports activities)?","1::9","1= Nothing; 3= Very Little; 5= Some Influence; 7= Quite a Bit; 9= A Great Deal","pe8"
"p_pse_10","Integer","","Recommended","How much can you do to help your children keep physically fit?","1::9","1= Nothing; 3= Very Little; 5= Some Influence; 7= Quite a Bit; 9= A Great Deal","pe9"
"p_pse_11","Integer","","Recommended","How much can you involve yourself with your children in their leisure activities?","1::9","1= Nothing; 3= Very Little; 5= Some Influence; 7= Quite a Bit; 9= A Great Deal","pe10"
"p_pse_12","Integer","","Recommended","How much can you do to keep track of what your children are doing when they are outside the home?","1::9","1= Nothing; 3= Very Little; 5= Some Influence; 7= Quite a Bit; 9= A Great Deal","pe11"
"p_pse_13","Integer","","Recommended","How much can you do to prevent your children from getting in with the wrong crowd of friends?","1::9","1= Nothing; 3= Very Little; 5= Some Influence; 7= Quite a Bit; 9= A Great Deal","pe12"
"p_pse_14","Integer","","Recommended","How much can you do to get your children to associate with friends who are good for them?","1::9","1= Nothing; 3= Very Little; 5= Some Influence; 7= Quite a Bit; 9= A Great Deal","pe13"
"p_pse_15","Integer","","Recommended","How much can you do to get your children to do things you want at home?","1::9","1= Nothing; 3= Very Little; 5= Some Influence; 7= Quite a Bit; 9= A Great Deal","pe14"
"p_pse_16","Integer","","Recommended","How much can you do to manage when your children go out and they have to be in?","1::9","1= Nothing; 3= Very Little; 5= Some Influence; 7= Quite a Bit; 9= A Great Deal","pe15"
"p_pse_17","Integer","","Recommended","How much can you do to instill your values in your children?","1::9","1= Nothing; 3= Very Little; 5= Some Influence; 7= Quite a Bit; 9= A Great Deal","pe16"
"p_pse_18","Integer","","Recommended","How much can you do to spend time with your children and their friends?","1::9","1= Nothing; 3= Very Little; 5= Some Influence; 7= Quite a Bit; 9= A Great Deal","pe17"
"p_pse_19","Integer","","Recommended","How much can you do to work with other parents in the neighborhood at keeping it safe for your children?","1::9","1= Nothing; 3= Very Little; 5= Some Influence; 7= Quite a Bit; 9= A Great Deal","pe18"
