"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","20","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"amvsc001","Integer","","Recommended","HAVE YOU EVER TOLD YOUR CHILD IN THE STUDY THAT: If he/she wants to try a drink, he/she can have sips of a drink at home in front of you.","0;1","0 = No; 1 = Yes",""
"amvsc002","Integer","","Recommended","HAVE YOU EVER TOLD YOUR CHILD IN THE STUDY THAT: He/she cannot ride with someone who has been drinking.","0;1","0 = No; 1 = Yes",""
"amvsc003","Integer","","Recommended","HAVE YOU EVER TOLD YOUR CHILD IN THE STUDY THAT: He/she cannot drink and drive when he/she is old enough to drive.","0;1","0 = No; 1 = Yes",""
"amvsc004","Integer","","Recommended","HAVE YOU EVER TOLD YOUR CHILD IN THE STUDY THAT: He/she should call home to be picked up if he/she does drink.","0;1","0 = No; 1 = Yes",""
"amvsc005","Integer","","Recommended","HAVE YOU EVER TOLD YOUR CHILD IN THE STUDY THAT: Drinking in moderation is okay.","0;1","0 = No; 1 = Yes",""
"amvsc006","Integer","","Recommended","HAVE YOU EVER TOLD YOUR CHILD IN THE STUDY THAT: Drinking is not healthy.","0;1","0 = No; 1 = Yes",""
"amvsc007","Integer","","Recommended","HAVE YOU EVER TOLD YOUR CHILD IN THE STUDY THAT: Drinking can lead to alcoholism.","0;1","0 = No; 1 = Yes",""
"amvsc008","Integer","","Recommended","HAVE YOU EVER TOLD YOUR CHILD IN THE STUDY THAT: Drinking can cause loss of control.","0;1","0 = No; 1 = Yes",""
"amvsc009","Integer","","Recommended","HAVE YOU EVER TOLD YOUR CHILD IN THE STUDY THAT: If he/she wants to try marijuana, he/she can use marijuana at home in front of you.","0;1","0 = No; 1 = Yes",""
"amvsc010","Integer","","Recommended","HAVE YOU EVER TOLD YOUR CHILD IN THE STUDY THAT: He/she cannot ride with someone who has been using marijuana.","0;1","0 = No; 1 = Yes",""
"amvsc011","Integer","","Recommended","HAVE YOU EVER TOLD YOUR CHILD IN THE STUDY THAT: He/she cannot use marijuana and drive when he/she is old enough to drive.","0;1","0 = No; 1 = Yes",""
"amvsc012","Integer","","Recommended","HAVE YOU EVER TOLD YOUR CHILD IN THE STUDY THAT: He/she should call home to be picked up if he/she does use marijuana.","0;1","0 = No; 1 = Yes",""
"amvsc013","Integer","","Recommended","HAVE YOU EVER TOLD YOUR CHILD IN THE STUDY THAT: Using marijuana in moderation is okay.","0;1","0 = No; 1 = Yes",""
"amvsc014","Integer","","Recommended","HAVE YOU EVER TOLD YOUR CHILD IN THE STUDY THAT: Using marijuana is not healthy.","0;1","0 = No; 1 = Yes",""
"amvsc015","Integer","","Recommended","HAVE YOU EVER TOLD YOUR CHILD IN THE STUDY THAT: Using marijuana can lead to a habit.","0;1","0 = No; 1 = Yes",""
"amvsc016","Integer","","Recommended","HAVE YOU EVER TOLD YOUR CHILD IN THE STUDY THAT: Using marijuana can cause loss of control.","0;1","0 = No; 1 = Yes",""
"amvsc017","Integer","","Recommended","HAVE YOU EVER TOLD YOUR CHILD IN THE STUDY THAT: Electronic nicotine products include e-cigarettes, vape pens, personal vaporizers and mods, e-cigars, e-pipes, e-hookahs and hookah pens.","0;1","0 = No; 1 = Yes",""
"amvsc018","Integer","","Recommended","HAVE YOU EVER TOLD YOUR CHILD IN THE STUDY THAT: vaporizers and mods, e-cigars, e-pipes, e-hookahs and hookah pens.","0;1","0 = No; 1 = Yes",""
"amvsc019","Integer","","Recommended","HAVE YOU EVER TOLD YOUR CHILD IN THE STUDY THAT: If he/she wants to try e-cigarettes/vaping, he/she can use them at home in front of you.","0;1","0 = No; 1 = Yes",""
"amvsc020","Integer","","Recommended","HAVE YOU EVER TOLD YOUR CHILD IN THE STUDY THAT: Using -cigarettes/vaping in moderation is okay.","0;1","0 = No; 1 = Yes",""
"amvsc021","Integer","","Recommended","HAVE YOU EVER TOLD YOUR CHILD IN THE STUDY THAT: Using e-cigarettes/vaping is not healthy.","0;1","0 = No; 1 = Yes",""
"amvsc022","Integer","","Recommended","HAVE YOU EVER TOLD YOUR CHILD IN THE STUDY THAT: Using e-cigarettes/vaping can lead to nicotine dependence.","0;1","0 = No; 1 = Yes",""
