"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","20","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"tira1","Integer","","Recommended","My use of technology affects my romantic relationship positively.","1::5","1= Strong Disagree; 2= Disagree; 3= Neutral; 4= Agree; 5= Strongly Agree",""
"tira2","Integer","","Recommended","My use of technology helps me feel more emotionally connected to my partner.","1::5","1= Strong Disagree; 2= Disagree; 3= Neutral; 4= Agree; 5= Strongly Agree",""
"tira3","Integer","","Recommended","My partner's use of technology affects our romantic relationship positively.","1::5","1= Strong Disagree; 2= Disagree; 3= Neutral; 4= Agree; 5= Strongly Agree",""
"tira4","Integer","","Recommended","I feel like I know my partner better because of what I have learned about them through technology.","1::5","1= Strong Disagree; 2= Disagree; 3= Neutral; 4= Agree; 5= Strongly Agree",""
"tira5","Integer","","Recommended","Technology helps my partner and me make plans for sharing time together.","1::5","1= Strong Disagree; 2= Disagree; 3= Neutral; 4= Agree; 5= Strongly Agree",""
"tira6","Integer","","Recommended","When my partner and I are facing conflict, I communicate with my partner through technology more frequently.","1::5","1= Strong Disagree; 2= Disagree; 3= Neutral; 4= Agree; 5= Strongly Agree",""
"tira7","Integer","","Recommended","Being 'friends' with my partner on Facebook and/or other social networking sites helps to strengthen our emotional connection.","1::5","1= Strong Disagree; 2= Disagree; 3= Neutral; 4= Agree; 5= Strongly Agree",""
"tira8","Integer","","Recommended","My use of technology helps me feel more sexually connected to my partner. I send flirtatious text messages to my partner.","1::5","1= Strong Disagree; 2= Disagree; 3= Neutral; 4= Agree; 5= Strongly Agree",""
"tira9","Integer","","Recommended","If I am feeling anxious about how my partner feels about me, I will check in with them using technology (e.g. texting, e-mailing).","1::5","1= Strong Disagree; 2= Disagree; 3= Neutral; 4= Agree; 5= Strongly Agree",""
"tira10","Integer","","Recommended","My partner and I talk in person about how we use technology in our relationship.","1::5","1= Strong Disagree; 2= Disagree; 3= Neutral; 4= Agree; 5= Strongly Agree",""
"tira11","Integer","","Recommended","Technology helps me to stay connected to my partner when we are not together in the same place.","1::5","1= Strong Disagree; 2= Disagree; 3= Neutral; 4= Agree; 5= Strongly Agree",""
"tira12","Integer","","Recommended","When my partner and I are having problems, using technology helps me avoid these problems.","1::5","1= Strong Disagree; 2= Disagree; 3= Neutral; 4= Agree; 5= Strongly Agree",""
"tira13","Integer","","Recommended","When my partner and I are together in the same place, it seems like we do not communicate much because we are both distracted by technology.","1::5","1= Strong Disagree; 2= Disagree; 3= Neutral; 4= Agree; 5= Strongly Agree",""
"tira14","Integer","","Recommended","Using technology helps distract me when I am having problems in my relationship with my partner.","1::5","1= Strong Disagree; 2= Disagree; 3= Neutral; 4= Agree; 5= Strongly Agree",""
"tira15","Integer","","Recommended","Sometimes, I wish my partner would use technology less to communicate with me.","1::5","1= Strong Disagree; 2= Disagree; 3= Neutral; 4= Agree; 5= Strongly Agree",""
"tira16","Integer","","Recommended","My partner is demanding in terms of how soon I respond to their text messages, phone calls, and/or e-mails.","1::5","1= Strong Disagree; 2= Disagree; 3= Neutral; 4= Agree; 5= Strongly Agree",""
"tira17","Integer","","Recommended","I have felt jealousy as a result of seeing how my partner interacts with others on social networking sites.","1::5","1= Strong Disagree; 2= Disagree; 3= Neutral; 4= Agree; 5= Strongly Agree",""
"tira18","Integer","","Recommended","When I am feeling neglected in my romantic relationship, I use technology to seek other companionship.","1::5","1= Strong Disagree; 2= Disagree; 3= Neutral; 4= Agree; 5= Strongly Agree",""
"tira19","Integer","","Recommended","I feel like my partner gets distracted by technology when I am trying to talk with them.","1::5","1= Strong Disagree; 2= Disagree; 3= Neutral; 4= Agree; 5= Strongly Agree",""
"tira20","Integer","","Recommended","Sometimes, I feel like my partner uses technology to check up on me.","1::5","1= Strong Disagree; 2= Disagree; 3= Neutral; 4= Agree; 5= Strongly Agree",""
"tira21","Integer","","Recommended","My partner would say that I get distracted by technology when they are trying to talk with me.","1::5","1= Strong Disagree; 2= Disagree; 3= Neutral; 4= Agree; 5= Strongly Agree",""
"tira22","Integer","","Recommended","I have snooped in one or more of my partner's technology accounts or devices (e.g., a phone call log, e-mail account, or social networking site account).","1::5","1= Strong Disagree; 2= Disagree; 3= Neutral; 4= Agree; 5= Strongly Agree",""
