"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","45","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"lgbtqhyp_1","Integer","","Recommended","I feel hypervigilant (pay extra attention) when I am around strangers","1::7","1=Strongly disagree; 7=Strongly agree",""
"lgbtqhyp_2","Integer","","Recommended","I feel hypervigilant (pay extra attention) when I am around crowds of people","1::7","1=Strongly disagree; 7=Strongly agree",""
"lgbtqhyp_3","Integer","","Recommended","I feel hypervigilant (pay extra attention) when I am in new places I have not been to before","1::7","1=Strongly disagree; 7=Strongly agree",""
"lgbtqhyp_4","Integer","","Recommended","I feel hypervigilant (pay extra attention) when I am in public restrooms","1::7","1=Strongly disagree; 7=Strongly agree",""
"lgbtqhyp_5","Integer","","Recommended","I feel hypervigilant (pay extra attention) when I am in bars or event spaces","1::7","1=Strongly disagree; 7=Strongly agree",""
"lgbtqhyp_6","Integer","","Recommended","I feel hypervigilant (pay extra attention) when I am in unfamiliar places","1::7","1=Strongly disagree; 7=Strongly agree",""
"lgbtqhyp_7","Integer","","Recommended","I feel hypervigilant (pay extra attention) when I am around people I think are conservative","1::7","1=Strongly disagree; 7=Strongly agree",""
"lgbtqhyp_8","Integer","","Recommended","I feel hypervigilant (pay extra attention) when I am around people I think are religious","1::7","1=Strongly disagree; 7=Strongly agree",""
"lgbtqhyp_9","Integer","","Recommended","I feel hypervigilant (pay extra attention) when I am in religious spaces","1::7","1=Strongly disagree; 7=Strongly agree",""
"lgbtqhyp_10","Integer","","Recommended","I feel hypervigilant (pay extra attention) when I am around straight men","1::7","1=Strongly disagree; 7=Strongly agree",""
"lgbtqhyp_11","Integer","","Recommended","I feel hypervigilant (pay extra attention) when I am around coworkers","1::7","1=Strongly disagree; 7=Strongly agree",""
"lgbtqhyp_12","Integer","","Recommended","I feel hypervigilant (pay extra attention) when I am at work","1::7","1=Strongly disagree; 7=Strongly agree",""
"lgbtqhyp_13","Integer","","Recommended","I feel hypervigilant (pay extra attention) when I am in health care settings","1::7","1=Strongly disagree; 7=Strongly agree",""
"lgbtqhyp_14","Integer","","Recommended","I monitor my actions to conceal my identity or appear more acceptable to others","1::7","1=Strongly disagree; 7=Strongly agree",""
"lgbtqhyp_15","Integer","","Recommended","I avoid public displays of affection (PDA)","1::7","1=Strongly disagree; 7=Strongly agree",""
"lgbtqhyp_16","Integer","","Recommended","I alter my presentation to conceal my identity or appear more acceptable to others","1::7","1=Strongly disagree; 7=Strongly agree",""
"lgbtqhyp_17","Integer","","Recommended","I try not to make eye contact with other people","1::7","1=Strongly disagree; 7=Strongly agree",""
"lgbtqhyp_18","Integer","","Recommended","I am self-conscious around others","1::7","1=Strongly disagree; 7=Strongly agree",""
"lgbtqhyp_19","Integer","","Recommended","I stay home instead of going out in public to avoid prejudice","1::7","1=Strongly disagree; 7=Strongly agree",""
"lgbtqhyp_20","Integer","","Recommended","I sometimes withdraw socially","1::7","1=Strongly disagree; 7=Strongly agree",""
"lgbtqhyp_21","Integer","","Recommended","I often anticipate negative reactions to my presence","1::7","1=Strongly disagree; 7=Strongly agree",""
"lgbtqhyp_22","Integer","","Recommended","I always try to have a safety plan when going out in public","1::7","1=Strongly disagree; 7=Strongly agree",""
"lgbtqhyp_23","Integer","","Recommended","I am aware of my surroundings at all times","1::7","1=Strongly disagree; 7=Strongly agree",""
"lgbtqhyp_24","Integer","","Recommended","I look around to see if I am safe","1::7","1=Strongly disagree; 7=Strongly agree",""
"lgbtqhyp_25","Integer","","Recommended","I scan the area I am in for potential threats","1::7","1=Strongly disagree; 7=Strongly agree",""
