"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","45","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"paed_eye","Integer","","Recommended","The child makes eye contact with the caregiver - Degree of eye contact","0::4","0 = Extremely; 1 = Very much; 2 = Quite a bit; 3 = Just a little; 4 = Not at all",""
"paed_act","Integer","","Recommended","The child's actions are purposeful - Degree of purposeful action","0::4","0 = Extremely; 1 = Very much; 2 = Quite a bit; 3 = Just a little; 4 = Not at all",""
"paed_aware","Integer","","Recommended","The child is aware of his/her surroundings - Degree of awareness","0::4","0 = Extremely; 1 = Very much; 2 = Quite a bit; 3 = Just a little; 4 = Not at all",""
"paed_rest","Integer","","Recommended","The child is restless - Degree of restlessness","0::4","0 = Extremely; 1 = Very much; 2 = Quite a bit; 3 = Just a little; 4 = Not at all",""
"paed_inconsolable","Integer","","Recommended","The child is inconsolable - Degree of inconsolability","0::4","0 = Extremely; 1 = Very much; 2 = Quite a bit; 3 = Just a little; 4 = Not at all",""
"paed_eye_des","Integer","","Recommended","The child makes eye contact with the caregiver - Description of eye contact","0;2;4","0 = Maintains eye contact on own/looking around purposefully; 2 = Looks only when cued to look/able to focus when asked to do so; 4 = Not at all/unable to focus",""
"paed_act_des","Integer","","Recommended","The child's actions are purposeful - Description of purposeful action","0;2;4","0 = Acts to initiate movement, reaches, points, etc.; 2 = Reacts to stimuli, pushes people/things away, moves away, etc.; 4 = Not at all/movements have no purpose",""
"paed_aware_des","Integer","","Recommended","The child is aware of his/her surroundings - Description of awareness","0;2;4","0 = Awake and alert appropriate; 2 = Can orient self if directed to do so/asked specific questions; 4 = Not at all/does not recognize caregiver, hospital, etc.",""
"paed_rest_des","Integer","","Recommended","The child is restless - Description of restlessness","0;2;4","0 = Not at all/may be moving, but is calm; 2 = Moving about, but does not require restraint to stay safe; 4 = Requires restraint to maintain safety",""
"paed_inconsolable_des","Integer","","Recommended","The child is inconsolable - Description of inconsolability","0;2;4","0 = Not at all/no crying with minor distraction (voice, touch, etc.); 2 = Crying stops with major distraction (holding, rocking, play, etc.); 4 = Does not stop crying no matter what",""
