"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","45","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported","gender"
"riskbel_risk1","Integer","","Recommended","How risky is: Smoking","1::5","1= Extremely Risky; 2= Very Risky; 3= Risky; 4= Not Very Risky; 5= Not at all Risky",""
"riskbel_risk2","Integer","","Recommended","How risky is: Roller blading","1::5","1= Extremely Risky; 2= Very Risky; 3= Risky; 4= Not Very Risky; 5= Not at all Risky",""
"riskbel_risk3","Integer","","Recommended","How risky is: Drinking and driving","1::5","1= Extremely Risky; 2= Very Risky; 3= Risky; 4= Not Very Risky; 5= Not at all Risky",""
"riskbel_risk4","Integer","","Recommended","How risky is: Parachuting","1::5","1= Extremely Risky; 2= Very Risky; 3= Risky; 4= Not Very Risky; 5= Not at all Risky",""
"riskbel_risk5","Integer","","Recommended","How risky is: Speeding","1::5","1= Extremely Risky; 2= Very Risky; 3= Risky; 4= Not Very Risky; 5= Not at all Risky",""
"riskbel_risk6","Integer","","Recommended","How risky is: Stealing cars and going for joy rides","1::5","1= Extremely Risky; 2= Very Risky; 3= Risky; 4= Not Very Risky; 5= Not at all Risky",""
"riskbel_risk7","Integer","","Recommended","How risky is: Tao Kwon Do fighting","1::5","1= Extremely Risky; 2= Very Risky; 3= Risky; 4= Not Very Risky; 5= Not at all Risky",""
"riskbel_risk8","Integer","","Recommended","How risky is: Underage drinking","1::5","1= Extremely Risky; 2= Very Risky; 3= Risky; 4= Not Very Risky; 5= Not at all Risky",""
"riskbel_risk9","Integer","","Recommended","How risky is: Staying out late","1::5","1= Extremely Risky; 2= Very Risky; 3= Risky; 4= Not Very Risky; 5= Not at all Risky",""
"riskbel_risk10","Integer","","Recommended","How risky is: Driving without a licence","1::5","1= Extremely Risky; 2= Very Risky; 3= Risky; 4= Not Very Risky; 5= Not at all Risky",""
"riskbel_risk11","Integer","","Recommended","How risky is: Talking to strangers","1::5","1= Extremely Risky; 2= Very Risky; 3= Risky; 4= Not Very Risky; 5= Not at all Risky",""
"riskbel_risk12","Integer","","Recommended","How risky is: Flying in a plane","1::5","1= Extremely Risky; 2= Very Risky; 3= Risky; 4= Not Very Risky; 5= Not at all Risky",""
"riskbel_risk13","Integer","","Recommended","How risky is: Cheating","1::5","1= Extremely Risky; 2= Very Risky; 3= Risky; 4= Not Very Risky; 5= Not at all Risky",""
"riskbel_risk14","Integer","","Recommended","How risky is: Getting drunk","1::5","1= Extremely Risky; 2= Very Risky; 3= Risky; 4= Not Very Risky; 5= Not at all Risky",""
"riskbel_risk15","Integer","","Recommended","How risky is: Sniffing gas or glue","1::5","1= Extremely Risky; 2= Very Risky; 3= Risky; 4= Not Very Risky; 5= Not at all Risky",""
"riskbel_risk16","Integer","","Recommended","How risky is: Having unprotected sex","1::5","1= Extremely Risky; 2= Very Risky; 3= Risky; 4= Not Very Risky; 5= Not at all Risky",""
"riskbel_risk17","Integer","","Recommended","How risky is: Leaving school","1::5","1= Extremely Risky; 2= Very Risky; 3= Risky; 4= Not Very Risky; 5= Not at all Risky",""
"riskbel_risk18","Integer","","Recommended","How risky is: Teasing and picking on people","1::5","1= Extremely Risky; 2= Very Risky; 3= Risky; 4= Not Very Risky; 5= Not at all Risky",""
"riskbel_risk19","Integer","","Recommended","How risky is: Snow skiing","1::5","1= Extremely Risky; 2= Very Risky; 3= Risky; 4= Not Very Risky; 5= Not at all Risky",""
"riskbel_risk20","Integer","","Recommended","How risky is: Taking drugs","1::5","1= Extremely Risky; 2= Very Risky; 3= Risky; 4= Not Very Risky; 5= Not at all Risky",""
"riskbel_risk21","Integer","","Recommended","How risky is: Overeating","1::5","1= Extremely Risky; 2= Very Risky; 3= Risky; 4= Not Very Risky; 5= Not at all Risky",""
"riskbel_risk22","Integer","","Recommended","How risky is: Entering a competition","1::5","1= Extremely Risky; 2= Very Risky; 3= Risky; 4= Not Very Risky; 5= Not at all Risky",""
"riskbel_done1","Integer","","Recommended","Ever done: Smoking","1::5","1= Never Done; 2= Hardly Ever Done; 3= Done Sometimes; 4= Done Often; 5= Done Very Often",""
"riskbel_done2","Integer","","Recommended","Ever done: Roller blading","1::5","1= Never Done; 2= Hardly Ever Done; 3= Done Sometimes; 4= Done Often; 5= Done Very Often",""
"riskbel_done3","Integer","","Recommended","Ever done: Drinking and driving","1::5","1= Never Done; 2= Hardly Ever Done; 3= Done Sometimes; 4= Done Often; 5= Done Very Often",""
"riskbel_done4","Integer","","Recommended","Ever done: Parachuting","1::5","1= Never Done; 2= Hardly Ever Done; 3= Done Sometimes; 4= Done Often; 5= Done Very Often",""
"riskbel_done5","Integer","","Recommended","Ever done: Speeding","1::5","1= Never Done; 2= Hardly Ever Done; 3= Done Sometimes; 4= Done Often; 5= Done Very Often",""
"riskbel_done6","Integer","","Recommended","Ever done: Stealing cars and going for joy rides","1::5","1= Never Done; 2= Hardly Ever Done; 3= Done Sometimes; 4= Done Often; 5= Done Very Often",""
"riskbel_done7","Integer","","Recommended","Ever done: Tao Kwon Do fighting","1::5","1= Never Done; 2= Hardly Ever Done; 3= Done Sometimes; 4= Done Often; 5= Done Very Often",""
"riskbel_done8","Integer","","Recommended","Ever done: Underage drinking","1::5","1= Never Done; 2= Hardly Ever Done; 3= Done Sometimes; 4= Done Often; 5= Done Very Often",""
"riskbel_done9","Integer","","Recommended","Ever done: Staying out late","1::5","1= Never Done; 2= Hardly Ever Done; 3= Done Sometimes; 4= Done Often; 5= Done Very Often",""
"riskbel_done10","Integer","","Recommended","Ever done: Driving without a licence","1::5","1= Never Done; 2= Hardly Ever Done; 3= Done Sometimes; 4= Done Often; 5= Done Very Often",""
"riskbel_done11","Integer","","Recommended","Ever done: Talking to strangers","1::5","1= Never Done; 2= Hardly Ever Done; 3= Done Sometimes; 4= Done Often; 5= Done Very Often",""
"riskbel_done12","Integer","","Recommended","Ever done: Flying in a plane","1::5","1= Never Done; 2= Hardly Ever Done; 3= Done Sometimes; 4= Done Often; 5= Done Very Often",""
"riskbel_done13","Integer","","Recommended","Ever done: Cheating","1::5","1= Never Done; 2= Hardly Ever Done; 3= Done Sometimes; 4= Done Often; 5= Done Very Often",""
"riskbel_done14","Integer","","Recommended","Ever done: Getting drunk","1::5","1= Never Done; 2= Hardly Ever Done; 3= Done Sometimes; 4= Done Often; 5= Done Very Often",""
"riskbel_done15","Integer","","Recommended","Ever done: Sniffing gas or glue","1::5","1= Never Done; 2= Hardly Ever Done; 3= Done Sometimes; 4= Done Often; 5= Done Very Often",""
"riskbel_done16","Integer","","Recommended","Ever done: Having unprotected sex","1::5","1= Never Done; 2= Hardly Ever Done; 3= Done Sometimes; 4= Done Often; 5= Done Very Often",""
"riskbel_done17","Integer","","Recommended","Ever done: Leaving school","1::5","1= Never Done; 2= Hardly Ever Done; 3= Done Sometimes; 4= Done Often; 5= Done Very Often",""
"riskbel_done18","Integer","","Recommended","Ever done: Teasing and picking on people","1::5","1= Never Done; 2= Hardly Ever Done; 3= Done Sometimes; 4= Done Often; 5= Done Very Often",""
"riskbel_done19","Integer","","Recommended","Ever done: Snow skiing","1::5","1= Never Done; 2= Hardly Ever Done; 3= Done Sometimes; 4= Done Often; 5= Done Very Often",""
"riskbel_done20","Integer","","Recommended","Ever done: Taking drugs","1::5","1= Never Done; 2= Hardly Ever Done; 3= Done Sometimes; 4= Done Often; 5= Done Very Often",""
"riskbel_done21","Integer","","Recommended","Ever done: Overeating","1::5","1= Never Done; 2= Hardly Ever Done; 3= Done Sometimes; 4= Done Often; 5= Done Very Often",""
"riskbel_done22","Integer","","Recommended","Ever done: Entering a competition","1::5","1= Never Done; 2= Hardly Ever Done; 3= Done Sometimes; 4= Done Often; 5= Done Very Often",""
