"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","45","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"ters_1","Integer","","Recommended","How often did your parents or any of your caregivers say the following to you in the last 6 months: American Society is fair toward Black people.","1::3","1=Never; 2=A few times; 3=Lots of times",""
"ters_2","Integer","","Recommended","How often did your parents or any of your caregivers say the following to you in the last 6 months: Black children will feel better about themselves if they go to a school with mostly White children.","1::3","1=Never; 2=A few times; 3=Lots of times",""
"ters_3","Integer","","Recommended","How often did your parents or any of your caregivers say the following to you in the last 6 months: Families who go to religious or spiritual services will be close and stay together.","1::3","1=Never; 2=A few times; 3=Lots of times",""
"ters_4","Integer","","Recommended","How often did your parents or any of your caregivers say the following to you in the last 6 months: Black slavery is important never to forget.","1::3","1=Never; 2=A few times; 3=Lots of times",""
"ters_5","Integer","","Recommended","How often did your parents or any of your caregivers say the following to you in the last 6 months: Relatives can help Black parents raise their children.","1::3","1=Never; 2=A few times; 3=Lots of times",""
"ters_6","Integer","","Recommended","How often did your parents or any of your caregivers say the following to you in the last 6 months: Religion is an important part of a person's life.","1::3","1=Never; 2=A few times; 3=Lots of times",""
"ters_7","Integer","","Recommended","How often did your parents or any of your caregivers say the following to you in the last 6 months: Racism and discrimination are the hardest things a Black child has to face.","1::3","1=Never; 2=A few times; 3=Lots of times",""
"ters_8","Integer","","Recommended","How often did your parents or any of your caregivers say the following to you in the last 6 months: having large families can help many Black families survive life struggles.","1::3","1=Never; 2=A few times; 3=Lots of times",""
"ters_9","Integer","","Recommended","How often did your parents or any of your caregivers say the following to you in the last 6 months: You should be proud to be Black.","1::3","1=Never; 2=A few times; 3=Lots of times",""
"ters_10","Integer","","Recommended","How often did your parents or any of your caregivers say the following to you in the last 6 months: All races are equal.","1::3","1=Never; 2=A few times; 3=Lots of times",""
"ters_11","Integer","","Recommended","How often did your parents or any of your caregivers say the following to you in the last 6 months: If you work hard then you can overcome barriers in life.","1::3","1=Never; 2=A few times; 3=Lots of times",""
"ters_12","Integer","","Recommended","How often did your parents or any of your caregivers say the following to you in the last 6 months: A belief in a Higher Power or Spiritual Presence can help a person deal with tough life struggles.","1::3","1=Never; 2=A few times; 3=Lots of times",""
"ters_13","Integer","","Recommended","How often did your parents or any of your caregivers say the following to you in the last 6 months: Black children will learn more if they go to a mostly White school.","1::3","1=Never; 2=A few times; 3=Lots of times",""
"ters_14","Integer","","Recommended","How often did your parents or any of your caregivers say the following to you in the last 6 months: Knowing your African heritage is important for your survival.","1::3","1=Never; 2=A few times; 3=Lots of times",""
"ters_15","Integer","","Recommended","How often did your parents or any of your caregivers say the following to you in the last 6 months: Racism is real, and you have to understand it or it will hurt you.","1::3","1=Never; 2=A few times; 3=Lots of times",""
"ters_16","Integer","","Recommended","How often did your parents or any of your caregivers say the following to you in the last 6 months: You are connected to a history that goes back to African royalty.","1::3","1=Never; 2=A few times; 3=Lots of times",""
"ters_17","Integer","","Recommended","How often did your parents or any of your caregivers say the following to you in the last 6 months: Too much talk about racism will keep you from reaching your goals in life.","1::3","1=Never; 2=A few times; 3=Lots of times",""
"ters_18","Integer","","Recommended","How often did your parents or any of your caregivers say the following to you in the last 6 months: School should be required to teach all children about Black history.","1::3","1=Never; 2=A few times; 3=Lots of times",""
"ters_19","Integer","","Recommended","How often did your parents or any of your caregivers say the following to you in the last 6 months: Depending on religion/spirituality and a Higher Power or Spiritual Presence will help you live a good life.","1::3","1=Never; 2=A few times; 3=Lots of times",""
"ters_20","Integer","","Recommended","How often did your parents or any of your caregivers say the following to you in the last 6 months: Families who talk openly about religiosity/spirituality or a Higher Power/Spiritual Presence will help each other grow.","1::3","1=Never; 2=A few times; 3=Lots of times",""
"ters_21","Integer","","Recommended","How often did your parents or any of your caregivers say the following to you in the last 6 months: Teachers can help Black children grow by showing signs of Black culture in the classroom.","1::3","1=Never; 2=A few times; 3=Lots of times",""
"ters_22","Integer","","Recommended","How often did your parents or any of your caregivers say the following to you in the last 6 months: Only people who are blood-related to you should be called your ''family.''","1::3","1=Never; 2=A few times; 3=Lots of times",""
"ters_23","Integer","","Recommended","How often did your parents or any of your caregivers say the following to you in the last 6 months: Getting a good education is still the best way for you to get ahead.","1::3","1=Never; 2=A few times; 3=Lots of times",""
