"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","20","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"el_1","Integer","","Recommended","I have values that give my life more meaning","1::5","1 = Completely disagree; 2 = Disagree; 3 = Neither agree or disagree; 4 = Agree; 5 = Completely agree",""
"el_2","Integer","","Recommended","I know what motivates me in life","1::5","1 = Completely disagree; 2 = Disagree; 3 = Neither agree or disagree; 4 = Agree; 5 = Completely agree",""
"el_3","Integer","","Recommended","I believe that I've found important values to live accordingly to","1::5","1 = Completely disagree; 2 = Disagree; 3 = Neither agree or disagree; 4 = Agree; 5 = Completely agree",""
"el_4","Integer","","Recommended","I know exactly what I want to do with my life","1::5","1 = Completely disagree; 2 = Disagree; 3 = Neither agree or disagree; 4 = Agree; 5 = Completely agree",""
"el_5","Integer","","Recommended","I make choices based on my values, even if it is stressful","1::5","1 = Completely disagree; 2 = Disagree; 3 = Neither agree or disagree; 4 = Agree; 5 = Completely agree",""
"el_6","Integer","","Recommended","I know how I want to live my life","1::5","1 = Completely disagree; 2 = Disagree; 3 = Neither agree or disagree; 4 = Agree; 5 = Completely agree",""
"el_7","Integer","","Recommended","I know what I want to do with my life","1::5","1 = Completely disagree; 2 = Disagree; 3 = Neither agree or disagree; 4 = Agree; 5 = Completely agree",""
"el_8","Integer","","Recommended","I believe that my values are really reflected in my behavior","1::5","1 = Completely disagree; 2 = Disagree; 3 = Neither agree or disagree; 4 = Agree; 5 = Completely agree",""
"el_9","Integer","","Recommended","I believe that how I behave fits with my personal wants","1::5","1 = Completely disagree; 2 = Disagree; 3 = Neither agree or disagree; 4 = Agree; 5 = Completely agree",""
"el_10","Integer","","Recommended","My emotions don't hold me back from doing what's important","1::5","1 = Completely disagree; 2 = Disagree; 3 = Neither agree or disagree; 4 = Agree; 5 = Completely agree",""
"el_11","Integer","","Recommended","I live the way I always intended to live","1::5","1 = Completely disagree; 2 = Disagree; 3 = Neither agree or disagree; 4 = Agree; 5 = Completely agree",""
"el_12","Integer","","Recommended","I am satisfied with how I live my life","1::5","1 = Completely disagree; 2 = Disagree; 3 = Neither agree or disagree; 4 = Agree; 5 = Completely agree",""
"el_13","Integer","","Recommended","Nothing can stop me from doing something that's important to me","1::5","1 = Completely disagree; 2 = Disagree; 3 = Neither agree or disagree; 4 = Agree; 5 = Completely agree",""
"el_14","Integer","","Recommended","I believe that I am living life to the full right now","1::5","1 = Completely disagree; 2 = Disagree; 3 = Neither agree or disagree; 4 = Agree; 5 = Completely agree",""
"el_15","Integer","","Recommended","I make time for the things that I consider important","1::5","1 = Completely disagree; 2 = Disagree; 3 = Neither agree or disagree; 4 = Agree; 5 = Completely agree",""
"el_16","Integer","","Recommended","I feel that I am living a full life","1::5","1 = Completely disagree; 2 = Disagree; 3 = Neither agree or disagree; 4 = Agree; 5 = Completely agree",""
