"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","45","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"lgbtqms_1","Integer","","Recommended","Someone said or implied that all LGBQ people have the same experiences.","0::5","0=Never; 1=Very rarely; 2=Rarely; 3=Occasionally; 4=Frequently; 5=Very frequently",""
"lgbtqms_2","Integer","","Recommended","I was told I should act ''less lesbian, gay, bisexual, or queer.''","0::5","0=Never; 1=Very rarely; 2=Rarely; 3=Occasionally; 4=Frequently; 5=Very frequently",""
"lgbtqms_3","Integer","","Recommended","People said or implied that I was being overly sensitive for thinking I was treated poorly or unfairly because I am LGBQ.","0::5","0=Never; 1=Very rarely; 2=Rarely; 3=Occasionally; 4=Frequently; 5=Very frequently",""
"lgbtqms_4","Integer","","Recommended","Someone told me they were praying for me because they knew or assumed I am lesbian, gay, bisexual, or queer.","0::5","0=Never; 1=Very rarely; 2=Rarely; 3=Occasionally; 4=Frequently; 5=Very frequently",""
"lgbtqms_5","Integer","","Recommended","People seemed willing to tolerate my LGBQ identity but were not willing to talk about it.","0::5","0=Never; 1=Very rarely; 2=Rarely; 3=Occasionally; 4=Frequently; 5=Very frequently",""
"lgbtqms_6","Integer","","Recommended","Others thought I would not have kids because they knew or assumed I am lesbian, gay, bisexual, or queer.","0::5","0=Never; 1=Very rarely; 2=Rarely; 3=Occasionally; 4=Frequently; 5=Very frequently",""
"lgbtqms_7","Integer","","Recommended","Someone said they couldn't be homophobic, biphobic, or queerphobic because they have (a) lesbian, gay, bisexual, or queer friend(s).","0::5","0=Never; 1=Very rarely; 2=Rarely; 3=Occasionally; 4=Frequently; 5=Very frequently",""
"lgbtqms_8","Integer","","Recommended","I was told that being lesbian, gay, bisexual, or queer is ''just a phase.''","0::5","0=Never; 1=Very rarely; 2=Rarely; 3=Occasionally; 4=Frequently; 5=Very frequently",""
"lgbtqms_9","Integer","","Recommended","Straight people assumed that I would come on to them because they thought or knew I am lesbian, gay, bisexual, or queer.","0::5","0=Never; 1=Very rarely; 2=Rarely; 3=Occasionally; 4=Frequently; 5=Very frequently",""
"lgbtqms_10","Integer","","Recommended","I have heard people say that they were tired of hearing about the ''homosexual agenda.''","0::5","0=Never; 1=Very rarely; 2=Rarely; 3=Occasionally; 4=Frequently; 5=Very frequently",""
"lgbtqms_11","Integer","","Recommended","Someone said or implied that LGBQ people engage in unsafe sex because of their sexual orientation.","0::5","0=Never; 1=Very rarely; 2=Rarely; 3=Occasionally; 4=Frequently; 5=Very frequently",""
"lgbtqms_12","Integer","","Recommended","Other people said, ''that's just the way it is'' when I voiced frustration about homophobia, biphobia, or queerphobia.","0::5","0=Never; 1=Very rarely; 2=Rarely; 3=Occasionally; 4=Frequently; 5=Very frequently",""
"lgbtqms_13","Integer","","Recommended","Someone said or implied that my sexual orientation is a result of something that went ''wrong'' in my past (e.g., ''your mother was too overbearing'').","0::5","0=Never; 1=Very rarely; 2=Rarely; 3=Occasionally; 4=Frequently; 5=Very frequently",""
"lgbtqms_14","Integer","","Recommended","People assumed that I have a lot of sex because of my sexual orientation.","0::5","0=Never; 1=Very rarely; 2=Rarely; 3=Occasionally; 4=Frequently; 5=Very frequently",""
"lgbtqms_15","Integer","","Recommended","Others have said that LGBQ people should not be around children.","0::5","0=Never; 1=Very rarely; 2=Rarely; 3=Occasionally; 4=Frequently; 5=Very frequently",""
"lgbtqms_16","Integer","","Recommended","I saw negative messages about LGBQ people on social media (e.g., Facebook, Twitter) posted by contacts or organizations, or in advertisements.","0::5","0=Never; 1=Very rarely; 2=Rarely; 3=Occasionally; 4=Frequently; 5=Very frequently",""
"lgbtqms_18","Integer","","Recommended","In my school/workplace it was OK to make jokes about LGBQ people.","0::5","0=Never; 1=Very rarely; 2=Rarely; 3=Occasionally; 4=Frequently; 5=Very frequently",""
"lgbtqms_19","Integer","","Recommended","I heard someone say ''that's so gay'' to describe something as negative, stupid, or uncool.","0::5","0=Never; 1=Very rarely; 2=Rarely; 3=Occasionally; 4=Frequently; 5=Very frequently",""
"lgbtqms_20","Integer","","Recommended","I received information about sexual health that was limited to heterosexual sex.","0::5","0=Never; 1=Very rarely; 2=Rarely; 3=Occasionally; 4=Frequently; 5=Very frequently",""
