"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","45","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported","gender"
"mdfi_1","Integer","","Recommended","I feel fit","1::5","1=yes, that is true; 5=no, that is no true",""
"mdfi_2","Integer","","Recommended","Physically I feel only able to do a little.","1::5","1=yes, that is true; 5=no, that is no true",""
"mdfi_3","Integer","","Recommended","I feel very active.","1::5","1=yes, that is true; 5=no, that is no true",""
"mdfi_4","Integer","","Recommended","I feel like doing all sorts of nice things.","1::5","1=yes, that is true; 5=no, that is no true",""
"mdfi_5","Integer","","Recommended","I feel tired.","1::5","1=yes, that is true; 5=no, that is no true",""
"mdfi_6","Integer","","Recommended","I think I do a lot in a day.","1::5","1=yes, that is true; 5=no, that is no true",""
"mdfi_7","Integer","","Recommended","When I am doing something, I can keep my thoughts on it.","1::5","1=yes, that is true; 5=no, that is no true",""
"mdfi_8","Integer","","Recommended","Physically I can take on a lot.","1::5","1=yes, that is true; 5=no, that is no true",""
"mdfi_9","Integer","","Recommended","I dread having to do things.","1::5","1=yes, that is true; 5=no, that is no true",""
"mdfi_10","Integer","","Recommended","I think I do very little in a day.","1::5","1=yes, that is true; 5=no, that is no true",""
"mdfi_11","Integer","","Recommended","I can concentrate well.","1::5","1=yes, that is true; 5=no, that is no true",""
"mdfi_12","Integer","","Recommended","I am rested.","1::5","1=yes, that is true; 5=no, that is no true",""
"mdfi_13","Integer","","Recommended","It takes a lot of effort to concentrate on things","1::5","1=yes, that is true; 5=no, that is no true",""
"mdfi_14","Integer","","Recommended","Physically I feel I am in a bad condition","1::5","1=yes, that is true; 5=no, that is no true",""
"mdfi_15","Integer","","Recommended","I have a lot of plans.","1::5","1=yes, that is true; 5=no, that is no true",""
"mdfi_16","Integer","","Recommended","I tire easily.","1::5","1=yes, that is true; 5=no, that is no true",""
"mdfi_17","Integer","","Recommended","I get little done.","1::5","1=yes, that is true; 5=no, that is no true",""
"mdfi_18","Integer","","Recommended","I don't feel like doing anything","1::5","1=yes, that is true; 5=no, that is no true",""
"mdfi_19","Integer","","Recommended","My thoughts easily wander","1::5","1=yes, that is true; 5=no, that is no true",""
"mdfi_20","Integer","","Recommended","Physically I feel I am in an excellent condition","1::5","1=yes, that is true; 5=no, that is no true",""
"mdfi_total","Integer","","Required","Multi-Dimentional Fatigue Inventory Total","1::100;999","999=Missing",""
