"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","45","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"pfcrs01","Integer","","Recommended","In my family, when we disagree on issues, we can come to a resolution/solution.","1 :: 7","1= Strongly Disagree; 2= Disagree; 3= Slightly Disagree; 4= Neither Agree Nor Disagree; 5= Slightly Agree; 6= Agree; 7= Strongly Agree",""
"pfcrs02","Integer","","Recommended","In my family, we can openly discuss our differences.","1 :: 7","1= Strongly Disagree; 2= Disagree; 3= Slightly Disagree; 4= Neither Agree Nor Disagree; 5= Slightly Agree; 6= Agree; 7= Strongly Agree",""
"pfcrs03","Integer","","Recommended","In my family, when we have an argument, we usually come to a resolution.","1 :: 7","1= Strongly Disagree; 2= Disagree; 3= Slightly Disagree; 4= Neither Agree Nor Disagree; 5= Slightly Agree; 6= Agree; 7= Strongly Agree",""
"pfcrs04","Integer","","Recommended","In my family, when we have an argument we usually work it out.","1 :: 7","1= Strongly Disagree; 2= Disagree; 3= Slightly Disagree; 4= Neither Agree Nor Disagree; 5= Slightly Agree; 6= Agree; 7= Strongly Agree",""
"pfcrs05","Integer","","Recommended","In my family, we can effectively communicate about issues.","1 :: 7","1= Strongly Disagree; 2= Disagree; 3= Slightly Disagree; 4= Neither Agree Nor Disagree; 5= Slightly Agree; 6= Agree; 7= Strongly Agree",""
"pfcrs06","Integer","","Recommended","In my family, when we disagree about something, we usually come up with a solution.","1 :: 7","1= Strongly Disagree; 2= Disagree; 3= Slightly Disagree; 4= Neither Agree Nor Disagree; 5= Slightly Agree; 6= Agree; 7= Strongly Agree",""
"pfcrs07","Integer","","Recommended","In my family, when we have a disagreement, we usually come to a mutually agreeable solution.","1 :: 7","1= Strongly Disagree; 2= Disagree; 3= Slightly Disagree; 4= Neither Agree Nor Disagree; 5= Slightly Agree; 6= Agree; 7= Strongly Agree",""
"pfcrs08","Integer","","Recommended","In my family, we tend to resolve/solve our problems in a mutually satisfying way when we have a disagreement.","1 :: 7","1= Strongly Disagree; 2= Disagree; 3= Slightly Disagree; 4= Neither Agree Nor Disagree; 5= Slightly Agree; 6= Agree; 7= Strongly Agree",""
"pfcrs09","Integer","","Recommended","In my family, we can identify issues on which we differ.","1 :: 7","1= Strongly Disagree; 2= Disagree; 3= Slightly Disagree; 4= Neither Agree Nor Disagree; 5= Slightly Agree; 6= Agree; 7= Strongly Agree",""
"pfcrs10","Integer","","Recommended","In my family, we usually can accept each others differences.","1 :: 7","1= Strongly Disagree; 2= Disagree; 3= Slightly Disagree; 4= Neither Agree Nor Disagree; 5= Slightly Agree; 6= Agree; 7= Strongly Agree",""
"pfcrs11","Integer","","Recommended","In my family, we can agree to disagree.","1 :: 7","1= Strongly Disagree; 2= Disagree; 3= Slightly Disagree; 4= Neither Agree Nor Disagree; 5= Slightly Agree; 6= Agree; 7= Strongly Agree",""
"pfcrs12","Integer","","Recommended","In my family, we still act mean after we have had an argument.","1 :: 7","1= Strongly Disagree; 2= Disagree; 3= Slightly Disagree; 4= Neither Agree Nor Disagree; 5= Slightly Agree; 6= Agree; 7= Strongly Agree",""
"pfcrs13","Integer","","Recommended","In my family, we tend to avoid each other when we have a disagreement.","1 :: 7","1= Strongly Disagree; 2= Disagree; 3= Slightly Disagree; 4= Neither Agree Nor Disagree; 5= Slightly Agree; 6= Agree; 7= Strongly Agree",""
"pfcrs14","Integer","","Recommended","In my family, even after we stop arguing, we stay mad at each other.","1 :: 7","1= Strongly Disagree; 2= Disagree; 3= Slightly Disagree; 4= Neither Agree Nor Disagree; 5= Slightly Agree; 6= Agree; 7= Strongly Agree",""
"pfcrs15","Integer","","Recommended","In my family, after we stop arguing, we are friendly toward each other.","1 :: 7","1= Strongly Disagree; 2= Disagree; 3= Slightly Disagree; 4= Neither Agree Nor Disagree; 5= Slightly Agree; 6= Agree; 7= Strongly Agree",""
"pfcrs16","Integer","","Recommended","In my family, we tend to excessively yell, argue, and fight with each other when we have a disagreement.","1 :: 7","1= Strongly Disagree; 2= Disagree; 3= Slightly Disagree; 4= Neither Agree Nor Disagree; 5= Slightly Agree; 6= Agree; 7= Strongly Agree",""
"pfcrs17","Integer","","Recommended","In my family, when we argue we usually make up right away.","1 :: 7","1= Strongly Disagree; 2= Disagree; 3= Slightly Disagree; 4= Neither Agree Nor Disagree; 5= Slightly Agree; 6= Agree; 7= Strongly Agree",""
