"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","45","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"saef01","Integer","","Recommended","I feel uncomfortable when others make jokes about or put down people of my ethnic background.","0::5","0 = Does not Apply; 1 = Not Stressful; 2 = A Little Stressful; 3 = Somewhat Stressful; 4 = Very Stressful; 5 = Extremely Stressful",""
"saef02","Integer","","Recommended","I have more barriers to overcome than most people.","0::5","0 = Does not Apply; 1 = Not Stressful; 2 = A Little Stressful; 3 = Somewhat Stressful; 4 = Very Stressful; 5 = Extremely Stressful",""
"saef03","Integer","","Recommended","It bothers me that family members I am close to do not understand my new values.","0::5","0 = Does not Apply; 1 = Not Stressful; 2 = A Little Stressful; 3 = Somewhat Stressful; 4 = Very Stressful; 5 = Extremely Stressful",""
"saef04","Integer","","Recommended","Close family members and I have conflicting expectations about my future.","0::5","0 = Does not Apply; 1 = Not Stressful; 2 = A Little Stressful; 3 = Somewhat Stressful; 4 = Very Stressful; 5 = Extremely Stressful",""
"saef05","Integer","","Recommended","It is hard to express to my friends how I really feel.","0::5","0 = Does not Apply; 1 = Not Stressful; 2 = A Little Stressful; 3 = Somewhat Stressful; 4 = Very Stressful; 5 = Extremely Stressful",""
"saef06","Integer","","Recommended","My family does not want me to move but I would like to.","0::5","0 = Does not Apply; 1 = Not Stressful; 2 = A Little Stressful; 3 = Somewhat Stressful; 4 = Very Stressful; 5 = Extremely Stressful",""
"saef07","Integer","","Recommended","It bothers me to think that so many people use drugs.","0::5","0 = Does not Apply; 1 = Not Stressful; 2 = A Little Stressful; 3 = Somewhat Stressful; 4 = Very Stressful; 5 = Extremely Stressful",""
"saef08","Integer","","Recommended","It bothers me that I cannot be with my family.","0::5","0 = Does not Apply; 1 = Not Stressful; 2 = A Little Stressful; 3 = Somewhat Stressful; 4 = Very Stressful; 5 = Extremely Stressful",""
"saef09","Integer","","Recommended","In looking for a good job, I sometimes feel that my ethnicity is a limitation.","0::5","0 = Does not Apply; 1 = Not Stressful; 2 = A Little Stressful; 3 = Somewhat Stressful; 4 = Very Stressful; 5 = Extremely Stressful",""
"saef10","Integer","","Recommended","I do not have any close friends.","0::5","0 = Does not Apply; 1 = Not Stressful; 2 = A Little Stressful; 3 = Somewhat Stressful; 4 = Very Stressful; 5 = Extremely Stressful",""
"saef11","Integer","","Recommended","Many people have stereotypes about my culture or ethnic group and treat me as if they are true.","0::5","0 = Does not Apply; 1 = Not Stressful; 2 = A Little Stressful; 3 = Somewhat Stressful; 4 = Very Stressful; 5 = Extremely Stressful",""
"saef12","Integer","","Recommended","I do not feel at home.","0::5","0 = Does not Apply; 1 = Not Stressful; 2 = A Little Stressful; 3 = Somewhat Stressful; 4 = Very Stressful; 5 = Extremely Stressful",""
"saef13","Integer","","Recommended","People think I am not friendly when in fact I have trouble communicating in English.","0::5","0 = Does not Apply; 1 = Not Stressful; 2 = A Little Stressful; 3 = Somewhat Stressful; 4 = Very Stressful; 5 = Extremely Stressful",""
"saef14","Integer","","Recommended","I often feel that people actively try to stop me from advancing.","0::5","0 = Does not Apply; 1 = Not Stressful; 2 = A Little Stressful; 3 = Somewhat Stressful; 4 = Very Stressful; 5 = Extremely Stressful",""
"saef15","Integer","","Recommended","It bothers me when people pressure me to assimilate (or blend in).","0::5","0 = Does not Apply; 1 = Not Stressful; 2 = A Little Stressful; 3 = Somewhat Stressful; 4 = Very Stressful; 5 = Extremely Stressful",""
"saef16","Integer","","Recommended","I often feel ignored by people who are supposed to assist me.","0::5","0 = Does not Apply; 1 = Not Stressful; 2 = A Little Stressful; 3 = Somewhat Stressful; 4 = Very Stressful; 5 = Extremely Stressful",""
"saef17","Integer","","Recommended","Because I am different I do not get enough credit for the work I do.","0::5","0 = Does not Apply; 1 = Not Stressful; 2 = A Little Stressful; 3 = Somewhat Stressful; 4 = Very Stressful; 5 = Extremely Stressful",""
"saef18","Integer","","Recommended","It bothers me that I have an accent.","0::5","0 = Does not Apply; 1 = Not Stressful; 2 = A Little Stressful; 3 = Somewhat Stressful; 4 = Very Stressful; 5 = Extremely Stressful",""
"saef19","Integer","","Recommended","Loosening the ties with my country is difficult.","0::5","0 = Does not Apply; 1 = Not Stressful; 2 = A Little Stressful; 3 = Somewhat Stressful; 4 = Very Stressful; 5 = Extremely Stressful",""
"saef20","Integer","","Recommended","I often think about my cultural background.","0::5","0 = Does not Apply; 1 = Not Stressful; 2 = A Little Stressful; 3 = Somewhat Stressful; 4 = Very Stressful; 5 = Extremely Stressful",""
"saef21","Integer","","Recommended","Because of my ethnic background, I feel that others often leave me out from participating in their activities.","0::5","0 = Does not Apply; 1 = Not Stressful; 2 = A Little Stressful; 3 = Somewhat Stressful; 4 = Very Stressful; 5 = Extremely Stressful",""
"saef22","Integer","","Recommended","It is difficult for me to ''show off'' my family.","0::5","0 = Does not Apply; 1 = Not Stressful; 2 = A Little Stressful; 3 = Somewhat Stressful; 4 = Very Stressful; 5 = Extremely Stressful",""
"saef23","Integer","","Recommended","People look down upon me if I practice customs of my culture.","0::5","0 = Does not Apply; 1 = Not Stressful; 2 = A Little Stressful; 3 = Somewhat Stressful; 4 = Very Stressful; 5 = Extremely Stressful",""
"saef24","Integer","","Recommended","I have trouble understanding others when they speak.","0::5","0 = Does not Apply; 1 = Not Stressful; 2 = A Little Stressful; 3 = Somewhat Stressful; 4 = Very Stressful; 5 = Extremely Stressful",""
