"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","45","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"vcops01","Integer","","Recommended","How often have you received this comment- Have you thought about skipping dessert?","1::5","1=Never; 2=Rarely; 3=Sometimes; 4=Often; 5=Very often",""
"vcops02","Integer","","Recommended","How often have you received this comment- Your outfit looks great on you.","1::5","1=Never; 2=Rarely; 3=Sometimes; 4=Often; 5=Very often",""
"vcops03","Integer","","Recommended","How often have you received this comment- You need to start watching what you eat.","1::5","1=Never; 2=Rarely; 3=Sometimes; 4=Often; 5=Very often",""
"vcops04","Integer","","Recommended","How often have you received this comment- You are pretty/handsome.","1::5","1=Never; 2=Rarely; 3=Sometimes; 4=Often; 5=Very often",""
"vcops05","Integer","","Recommended","How often have you received this comment- You've gained weight.","1::5","1=Never; 2=Rarely; 3=Sometimes; 4=Often; 5=Very often",""
"vcops06","Integer","","Recommended","How often have you received this comment- Don't you think you've eaten enough already?","1::5","1=Never; 2=Rarely; 3=Sometimes; 4=Often; 5=Very often",""
"vcops07","Integer","","Recommended","How often have you received this comment- You could be a model.","1::5","1=Never; 2=Rarely; 3=Sometimes; 4=Often; 5=Very often",""
"vcops08","Integer","","Recommended","How often have you received this comment- You need to do something with your hair.","1::5","1=Never; 2=Rarely; 3=Sometimes; 4=Often; 5=Very often",""
"vcops09","Integer","","Recommended","How often have you received this comment- You're looking kind of skinny.","1::5","1=Never; 2=Rarely; 3=Sometimes; 4=Often; 5=Very often",""
"vcops10","Integer","","Recommended","How often have you received this comment- You are in great shape.","1::5","1=Never; 2=Rarely; 3=Sometimes; 4=Often; 5=Very often",""
"vcops11","Integer","","Recommended","How often have you received this comment- Your skin looks good.","1::5","1=Never; 2=Rarely; 3=Sometimes; 4=Often; 5=Very often",""
"vcops12","Integer","","Recommended","How often have you received this comment- You shouldn't eat so late at night.","1::5","1=Never; 2=Rarely; 3=Sometimes; 4=Often; 5=Very often",""
"vcops13","Integer","","Recommended","How often have you received this comment- You have night eyes.","1::5","1=Never; 2=Rarely; 3=Sometimes; 4=Often; 5=Very often",""
"vcops14","Integer","","Recommended","How often have you received this comment- You need to start exercising to lose weight.","1::5","1=Never; 2=Rarely; 3=Sometimes; 4=Often; 5=Very often",""
"vcops15","Integer","","Recommended","How often have you received this comment- Have you considered going on a diet?","1::5","1=Never; 2=Rarely; 3=Sometimes; 4=Often; 5=Very often",""
"vcops16","Integer","","Recommended","How often have you received this comment- You have a beautiful smile.","1::5","1=Never; 2=Rarely; 3=Sometimes; 4=Often; 5=Very often",""
"vcops17","Integer","","Recommended","How often have you received this comment- Your outfit makes you look fat.","1::5","1=Never; 2=Rarely; 3=Sometimes; 4=Often; 5=Very often",""
"vcops18","Integer","","Recommended","How often have you received this comment- Are you sure you want to eat such fattening foods?","1::5","1=Never; 2=Rarely; 3=Sometimes; 4=Often; 5=Very often",""
"vcops19","Integer","","Recommended","How often have you received this comment- Your hair looks really good.","1::5","1=Never; 2=Rarely; 3=Sometimes; 4=Often; 5=Very often",""
"vcops20","Integer","","Recommended","How often have you received this comment- Have you gained weight?","1::5","1=Never; 2=Rarely; 3=Sometimes; 4=Often; 5=Very often",""
