"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","45","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"barrier_ft1","Integer","","Recommended","Family Therapy Barrier: Lack of time and/or heavy caseload","1::5","1 = Not at all true; 2 = A little true; 3 = Moderately true; 4 = A lot true; 5 = Very much true",""
"barrier_ft2","Integer","","Recommended","Family Therapy Barrier: Lack of administrative support","1::5","1 = Not at all true; 2 = A little true; 3 = Moderately true; 4 = A lot true; 5 = Very much true",""
"barrier_ft3","Integer","","Recommended","Family Therapy Barrier: Lack of working space for holding Family Therapy sessions","1::5","1 = Not at all true; 2 = A little true; 3 = Moderately true; 4 = A lot true; 5 = Very much true",""
"barrier_ft4","Integer","","Recommended","Family Therapy Barrier: I am not interested in using Family Therapy","1::5","1 = Not at all true; 2 = A little true; 3 = Moderately true; 4 = A lot true; 5 = Very much true",""
"barrier_ft5","Integer","","Recommended","Family Therapy Barrier: Clients are not interested in participating in Family Therapy","1::5","1 = Not at all true; 2 = A little true; 3 = Moderately true; 4 = A lot true; 5 = Very much true",""
"barrier_ft6","Integer","","Recommended","Family Therapy Barrier: Family Therapy is not a helpful treatment approach for my clients","1::5","1 = Not at all true; 2 = A little true; 3 = Moderately true; 4 = A lot true; 5 = Very much true",""
"barrier_ft7","Integer","","Recommended","Family Therapy Barrier: Parents do not usually attend sessions when asked","1::5","1 = Not at all true; 2 = A little true; 3 = Moderately true; 4 = A lot true; 5 = Very much true",""
"barrier_ft8","Integer","","Recommended","Family Therapy Barrier: Parents are not usually helpful to treatment when they attend sessions","1::5","1 = Not at all true; 2 = A little true; 3 = Moderately true; 4 = A lot true; 5 = Very much true",""
"barrier_ft9","Integer","","Recommended","Family Therapy Barrier: It is developmentally appropriate for teenagers to attend treatment alone","1::5","1 = Not at all true; 2 = A little true; 3 = Moderately true; 4 = A lot true; 5 = Very much true",""
"barrier_cbt1","Integer","","Recommended","Cognitive Behavioral Therapy Barrier: Lack of administrative support","1::5","1 = Not at all true; 2 = A little true; 3 = Moderately true; 4 = A lot true; 5 = Very much true",""
"barrier_cbt2","Integer","","Recommended","Cognitive Behavioral Therapy Barrier: I am not interested in using cognitive behavioral therapy","1::5","1 = Not at all true; 2 = A little true; 3 = Moderately true; 4 = A lot true; 5 = Very much true",""
"barrier_cbt3","Integer","","Recommended","Cognitive Behavioral Therapy Barrier: Clients are not interested in participating in cognitive behavioral therapy","1::5","1 = Not at all true; 2 = A little true; 3 = Moderately true; 4 = A lot true; 5 = Very much true",""
"barrier_cbt4","Integer","","Recommended","Cognitive Behavioral Therapy Barrier: Cognitive behavioral therapy is not a helpful treatment approach for my clients","1::5","1 = Not at all true; 2 = A little true; 3 = Moderately true; 4 = A lot true; 5 = Very much true",""
