"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","45","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"moa1","Integer","","Recommended","For each item listed below, please indicate whether it describes you in the past 6 months - Financially independent from parents","0::2","0=No; 1=Yes; 2=Somewhat",""
"moa2","Integer","","Recommended","For each item listed below, please indicate whether it describes you in the past 6 months - No longer living in parents' household","0::2","0=No; 1=Yes; 2=Somewhat",""
"moa3","Integer","","Recommended","For each item listed below, please indicate whether it describes you in the past 6 months - Capable of running a household","0::2","0=No; 1=Yes; 2=Somewhat",""
"moa4","Integer","","Recommended","For each item listed below, please indicate whether it describes you in the past 6 months - Employed full-time","0::2","0=No; 1=Yes; 2=Somewhat",""
"moa5","Integer","","Recommended","For each item listed below, please indicate whether it describes you in the past 6 months - Settled into career","0::2","0=No; 1=Yes; 2=Somewhat",""
"moa6","Integer","","Recommended","For each item listed below, please indicate whether it describes you in the past 6 months - Actively saving or planning for retirement","0::2","0=No; 1=Yes; 2=Somewhat",""
"moa7","Integer","","Recommended","For each item listed below, please indicate whether it describes you in the past 6 months - Pay for own living expenses","0::2","0=No; 1=Yes; 2=Somewhat",""
"moa8","Integer","","Recommended","For each item listed below, please indicate whether it describes you in the past 6 months - Establish a relationship with parents as an equal adult","0::2","0=No; 1=Yes; 2=Somewhat",""
"moa9","Integer","","Recommended","For each item listed below, please indicate whether it describes you in the past 6 months - Have a saving or spending account separate from parents","0::2","0=No; 1=Yes; 2=Somewhat",""
"moa10","Integer","","Recommended","For each item listed below, please indicate whether it describes you in the past 6 months - Exercise the right to vote in elections","0::2","0=No; 1=Yes; 2=Somewhat",""
"moa11","Integer","","Recommended","For each item listed below, please indicate whether it describes you in the past 6 months - Have a professional social media account","0::2","0=No; 1=Yes; 2=Somewhat",""
"moa12","Integer","","Recommended","For each item listed below, please indicate whether it describes you in the past 6 months - Feel comfortable making life decisions independently","0::2","0=No; 1=Yes; 2=Somewhat",""
"moa13","Integer","","Recommended","For each item listed below, please indicate whether it describes you in the past 6 months - Determine beliefs and values independently","0::2","0=No; 1=Yes; 2=Somewhat",""
"moa14","Integer","","Recommended","For each item listed below, please indicate whether it describes you in the past 6 months - Accept responsibility for the consequences of your actions","0::2","0=No; 1=Yes; 2=Somewhat",""
"moa15","Integer","","Recommended","For each item listed below, please indicate whether it describes you in the past 6 months - Learn to have good control of your emotions","0::2","0=No; 1=Yes; 2=Somewhat",""
"moa16","Integer","","Recommended","For each item listed below, please indicate whether it describes you in the past 6 months - Recognize personal capabilities and shortcomings","0::2","0=No; 1=Yes; 2=Somewhat",""
"moa17","Integer","","Recommended","For each item listed below, please indicate whether it describes you in the past 6 months - Develop greater consideration for others","0::2","0=No; 1=Yes; 2=Somewhat",""
