"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","45","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"fcas01","Integer","","Recommended","1. Playing chess, bridge, or knowledge games","0::4","0=Never did activity;1=Less than once;2=1-4 times;3=5 or more times;4=Every day",""
"fcas02","Integer","","Recommended","2. Playing board games of skill or chance","0::4","0=Never did activity;1=Less than once;2=1-4 times;3=5 or more times;4=Every day",""
"fcas03","Integer","","Recommended","3. Solving crossword puzzles, acrostics","0::4","0=Never did activity;1=Less than once;2=1-4 times;3=5 or more times;4=Every day",""
"fcas04","Integer","","Recommended","4. Watching TV/listening to radio","0::4","0=Never did activity;1=Less than once;2=1-4 times;3=5 or more times;4=Every day",""
"fcas05","Integer","","Recommended","5. Listening to music","0::4","0=Never did activity;1=Less than once;2=1-4 times;3=5 or more times;4=Every day",""
"fcas06","Integer","","Recommended","6. Gardening","0::4","0=Never did activity;1=Less than once;2=1-4 times;3=5 or more times;4=Every day",""
"fcas07","Integer","","Recommended","7. Reading newspaper","0::4","0=Never did activity;1=Less than once;2=1-4 times;3=5 or more times;4=Every day",""
"fcas08","Integer","","Recommended","8. Reading books/stories","0::4","0=Never did activity;1=Less than once;2=1-4 times;3=5 or more times;4=Every day",""
"fcas09","Integer","","Recommended","9. Writing letters","0::4","0=Never did activity;1=Less than once;2=1-4 times;3=5 or more times;4=Every day",""
"fcas10","Integer","","Recommended","10. Talking on phone/visiting","0::4","0=Never did activity;1=Less than once;2=1-4 times;3=5 or more times;4=Every day",""
"fcas11","Integer","","Recommended","11. Doing original art/craft work","0::4","0=Never did activity;1=Less than once;2=1-4 times;3=5 or more times;4=Every day",""
"fcas12","Integer","","Recommended","12. Doing art or craft kits/patterns","0::4","0=Never did activity;1=Less than once;2=1-4 times;3=5 or more times;4=Every day",""
"fcas13","Integer","","Recommended","13. Making complex home repairs","0::4","0=Never did activity;1=Less than once;2=1-4 times;3=5 or more times;4=Every day",""
"fcas14","Integer","","Recommended","14. Making simple home repairs","0::4","0=Never did activity;1=Less than once;2=1-4 times;3=5 or more times;4=Every day",""
"fcas15","Integer","","Recommended","15. Preparing meals from new recipes","0::4","0=Never did activity;1=Less than once;2=1-4 times;3=5 or more times;4=Every day",""
"fcas16","Integer","","Recommended","16. Cooking familiar recipes","0::4","0=Never did activity;1=Less than once;2=1-4 times;3=5 or more times;4=Every day",""
"fcas17","Integer","","Recommended","17. Leading discussions","0::4","0=Never did activity;1=Less than once;2=1-4 times;3=5 or more times;4=Every day",""
"fcas18","Integer","","Recommended","18. Taking a course","0::4","0=Never did activity;1=Less than once;2=1-4 times;3=5 or more times;4=Every day",""
"fcas19","Integer","","Recommended","19. Managing of investments","0::4","0=Never did activity;1=Less than once;2=1-4 times;3=5 or more times;4=Every day",""
"fcas20","Integer","","Recommended","20. Doing routine financial work","0::4","0=Never did activity;1=Less than once;2=1-4 times;3=5 or more times;4=Every day",""
"fcas21","Integer","","Recommended","21. Walking/driving in unfamiliar places","0::4","0=Never did activity;1=Less than once;2=1-4 times;3=5 or more times;4=Every day",""
"fcas22","Integer","","Recommended","22. Walking/driving in familiar places","0::4","0=Never did activity;1=Less than once;2=1-4 times;3=5 or more times;4=Every day",""
"fcas23","Integer","","Recommended","23. Going to social clubs","0::4","0=Never did activity;1=Less than once;2=1-4 times;3=5 or more times;4=Every day",""
"fcas24","Integer","","Recommended","24. Attending church/religious activities","0::4","0=Never did activity;1=Less than once;2=1-4 times;3=5 or more times;4=Every day",""
"fcas25","Integer","","Recommended","25. Shopping","0::4","0=Never did activity;1=Less than once;2=1-4 times;3=5 or more times;4=Every day",""
