"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","45","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"inthope_01","Integer","","Recommended","There's no use in really trying to contribute to society because I probably won't succeed.","0::4","0=Definitely false; 1=Slightly true; 2=Moderately true; 3=Mostly true; 4=Completely true",""
"inthope_02","Integer","","Recommended","When I look ahead to the future, I expect to feel like a burden on the people in my life.","0::4","0=Definitely false; 1=Slightly true; 2=Moderately true; 3=Mostly true; 4=Completely true",""
"inthope_03","Integer","","Recommended","I will always fail the people in my life.","0::4","0=Definitely false; 1=Slightly true; 2=Moderately true; 3=Mostly true; 4=Completely true",""
"inthope_04","Integer","","Recommended","I might as well give up because in the future I will make things worse for others.","0::4","0=Definitely false; 1=Slightly true; 2=Moderately true; 3=Mostly true; 4=Completely true",""
"inthope_05","Integer","","Recommended","There's no use in trying to make people happy because they would be better off if I were gone.","0::4","0=Definitely false; 1=Slightly true; 2=Moderately true; 3=Mostly true; 4=Completely true",""
"inthope_06","Integer","","Recommended","There's no use in really trying to interact with people because I don't feel like I belong.","0::4","0=Definitely false; 1=Slightly true; 2=Moderately true; 3=Mostly true; 4=Completely true",""
"inthope_07","Integer","","Recommended","I will always feel disconnected from other people.","0::4","0=Definitely false; 1=Slightly true; 2=Moderately true; 3=Mostly true; 4=Completely true",""
"inthope_08","Integer","","Recommended","I expect that people will never care about me.","0::4","0=Definitely false; 1=Slightly true; 2=Moderately true; 3=Mostly true; 4=Completely true",""
"inthope_09","Integer","","Recommended","I might as well give up because I will always be an outsider in social gatherings.","0::4","0=Definitely false; 1=Slightly true; 2=Moderately true; 3=Mostly true; 4=Completely true",""
"inthope_10","Integer","","Recommended","My past experiences have made me aware that I will never be able to turn to anyone in times of need.","0::4","0=Definitely false; 1=Slightly true; 2=Moderately true; 3=Mostly true; 4=Completely true",""
