"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","45","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"eses_01","Integer","","Recommended","Correctly identify your own negative emotions.","1::5","1=Not confident at all; 2=A little confident; 3=Somewhat confident; 4=Moderately confident; 5= Quite confident",""
"eses_02","Integer","","Recommended","Help another person change a negative emotion to a positive emotion.","1::5","1=Not confident at all; 2=A little confident; 3=Somewhat confident; 4=Moderately confident; 5= Quite confident",""
"eses_03","Integer","","Recommended","Create a positive emotion when feeling a negative emotion.","1::5","1=Not confident at all; 2=A little confident; 3=Somewhat confident; 4=Moderately confident; 5= Quite confident",""
"eses_04","Integer","","Recommended","Know what causes you to feel a positive emotion.","1::5","1=Not confident at all; 2=A little confident; 3=Somewhat confident; 4=Moderately confident; 5= Quite confident",""
"eses_05","Integer","","Recommended","Correctly identify when another person is feeling a negative emotion.","1::5","1=Not confident at all; 2=A little confident; 3=Somewhat confident; 4=Moderately confident; 5= Quite confident",""
"eses_06","Integer","","Recommended","Use positive emotions to generate novel solutions to old problems.","1::5","1=Not confident at all; 2=A little confident; 3=Somewhat confident; 4=Moderately confident; 5= Quite confident",""
"eses_07","Integer","","Recommended","Realize what causes another person to feel a positive emotion.","1::5","1=Not confident at all; 2=A little confident; 3=Somewhat confident; 4=Moderately confident; 5= Quite confident",""
"eses_08","Integer","","Recommended","Change your negative emotion to a positive emotion.","1::5","1=Not confident at all; 2=A little confident; 3=Somewhat confident; 4=Moderately confident; 5= Quite confident",""
"eses_09","Integer","","Recommended","Correctly identify your own positive emotions.","1::5","1=Not confident at all; 2=A little confident; 3=Somewhat confident; 4=Moderately confident; 5= Quite confident",""
"eses_10","Integer","","Recommended","Generate in yourself the emotion another person is feeling.","1::5","1=Not confident at all; 2=A little confident; 3=Somewhat confident; 4=Moderately confident; 5= Quite confident",""
"eses_11","Integer","","Recommended","Know what causes you to feel a negative emotion.","1::5","1=Not confident at all; 2=A little confident; 3=Somewhat confident; 4=Moderately confident; 5= Quite confident",""
"eses_12","Integer","","Recommended","Regulate your own emotions when under pressure.","1::5","1=Not confident at all; 2=A little confident; 3=Somewhat confident; 4=Moderately confident; 5= Quite confident",""
"eses_13","Integer","","Recommended","Correctly identify when another person is feeling a positive emotion.","1::5","1=Not confident at all; 2=A little confident; 3=Somewhat confident; 4=Moderately confident; 5= Quite confident",""
"eses_14","Integer","","Recommended","Get into a mood that best suits the occasion.","1::5","1=Not confident at all; 2=A little confident; 3=Somewhat confident; 4=Moderately confident; 5= Quite confident",""
"eses_15","Integer","","Recommended","Realize what causes another person to feel a negative emotion.","1::5","1=Not confident at all; 2=A little confident; 3=Somewhat confident; 4=Moderately confident; 5= Quite confident",""
"eses_16","Integer","","Recommended","Help another person to regulate emotions when under pressure.","1::5","1=Not confident at all; 2=A little confident; 3=Somewhat confident; 4=Moderately confident; 5= Quite confident",""
"eses_17","Integer","","Recommended","Notice the emotion your body language is portraying.","1::5","1=Not confident at all; 2=A little confident; 3=Somewhat confident; 4=Moderately confident; 5= Quite confident",""
"eses_18","Integer","","Recommended","Use positive emotions to generate good ideas.","1::5","1=Not confident at all; 2=A little confident; 3=Somewhat confident; 4=Moderately confident; 5= Quite confident",""
"eses_19","Integer","","Recommended","Understand what causes your emotions to change.","1::5","1=Not confident at all; 2=A little confident; 3=Somewhat confident; 4=Moderately confident; 5= Quite confident",""
"eses_20","Integer","","Recommended","Calm down when you feel angry.","1::5","1=Not confident at all; 2=A little confident; 3=Somewhat confident; 4=Moderately confident; 5= Quite confident",""
"eses_21","Integer","","Recommended","Notice the emotion another person�s body language is portraying.","1::5","1=Not confident at all; 2=A little confident; 3=Somewhat confident; 4=Moderately confident; 5= Quite confident",""
"eses_22","Integer","","Recommended","Create emotions to enhance cognitive performance.","1::5","1=Not confident at all; 2=A little confident; 3=Somewhat confident; 4=Moderately confident; 5= Quite confident",""
"eses_23","Integer","","Recommended","Understand what causes another person�s emotions to change.","1::5","1=Not confident at all; 2=A little confident; 3=Somewhat confident; 4=Moderately confident; 5= Quite confident",""
"eses_24","Integer","","Recommended","Help another person calm down when he or she is feeling angry.","1::5","1=Not confident at all; 2=A little confident; 3=Somewhat confident; 4=Moderately confident; 5= Quite confident",""
"eses_25","Integer","","Recommended","Recognize what emotion you are communicating through your facial expression.","1::5","1=Not confident at all; 2=A little confident; 3=Somewhat confident; 4=Moderately confident; 5= Quite confident",""
"eses_26","Integer","","Recommended","Create emotions to enhance physical performance.","1::5","1=Not confident at all; 2=A little confident; 3=Somewhat confident; 4=Moderately confident; 5= Quite confident",""
"eses_27","Integer","","Recommended","Figure out what causes you to feel differing emotions.","1::5","1=Not confident at all; 2=A little confident; 3=Somewhat confident; 4=Moderately confident; 5= Quite confident",""
"eses_28","Integer","","Recommended","Regulate your own emotions when close to reaching a goal.","1::5","1=Not confident at all; 2=A little confident; 3=Somewhat confident; 4=Moderately confident; 5= Quite confident",""
"eses_29","Integer","","Recommended","Recognize what emotion another person is communicating through his or her facial expression.","1::5","1=Not confident at all; 2=A little confident; 3=Somewhat confident; 4=Moderately confident; 5= Quite confident",""
"eses_30","Integer","","Recommended","Generate the right emotion so that creative ideas can unfold.","1::5","1=Not confident at all; 2=A little confident; 3=Somewhat confident; 4=Moderately confident; 5= Quite confident",""
"eses_31","Integer","","Recommended","Figure out what causes another person�s differing emotions.","1::5","1=Not confident at all; 2=A little confident; 3=Somewhat confident; 4=Moderately confident; 5= Quite confident",""
"eses_32","Integer","","Recommended","Help another person regulate emotions after he or she has suffered a loss.","1::5","1=Not confident at all; 2=A little confident; 3=Somewhat confident; 4=Moderately confident; 5= Quite confident",""
