"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","45","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"tams_1","Integer","","Required","Using ACQUIRE enables self-awareness around my eating and compensatory behaviors","1::7","1=Strongly Disagree; 4=Neutral; 7=Strongly Agree",""
"tams_2","Integer","","Required","Using ACQUIRE can improve my strategies for recovery","1::7","1=Strongly Disagree; 4=Neutral; 7=Strongly Agree",""
"tams_3","Integer","","Required","Using ACQUIRE can make it easier to accomplish my therapy goals","1::7","1=Strongly Disagree; 4=Neutral; 7=Strongly Agree",""
"tams_4","Integer","","Required","Using ACQUIRE can enhance my effectiveness at using CBT skills","1::7","1=Strongly Disagree; 4=Neutral; 7=Strongly Agree",""
"tams_5","Integer","","Required","I find ACQUIRE useful to remind me to practice using the CBT skills I've learned","1::7","1=Strongly Disagree; 4=Neutral; 7=Strongly Agree",""
"tams_6","Integer","","Required","Learning to use ACQUIRE is easy for me","1::7","1=Strongly Disagree; 4=Neutral; 7=Strongly Agree",""
"tams_7","Integer","","Required","I find it easy to get what I need from ACQUIRE","1::7","1=Strongly Disagree; 4=Neutral; 7=Strongly Agree",""
"tams_8","Integer","","Required","My interaction with ACQUIRE is clear and understandable","1::7","1=Strongly Disagree; 4=Neutral; 7=Strongly Agree",""
"tams_9","Integer","","Required","I find ACQUIRE to be flexible to interact with","1::7","1=Strongly Disagree; 4=Neutral; 7=Strongly Agree",""
"tams_10","Integer","","Required","It is easy for me to become skilled at using ACQUIRE","1::7","1=Strongly Disagree; 4=Neutral; 7=Strongly Agree",""
"tams_11","Integer","","Required","I find ACQUIRE to be user friendly","1::7","1=Strongly Disagree; 4=Neutral; 7=Strongly Agree",""
"tams_12","Integer","","Required","I have fun interacting with ACQUIRE","1::7","1=Strongly Disagree; 4=Neutral; 7=Strongly Agree",""
"tams_13","Integer","","Required","Using ACQUIRE provides me with a lot of enjoyment","1::7","1=Strongly Disagree; 4=Neutral; 7=Strongly Agree",""
"tams_14","Integer","","Required","I enjoy using ACQUIRE","1::7","1=Strongly Disagree; 4=Neutral; 7=Strongly Agree",""
"tams_15","Integer","","Required","Using ACQUIRE bores me","1::7","1=Strongly Disagree; 4=Neutral; 7=Strongly Agree",""
"tams_16","Integer","","Required","I always try to use ACQUIRE to do a task whenever it has a feature to help me perform it","1::7","1=Strongly Disagree; 4=Neutral; 7=Strongly Agree",""
"tams_17","Integer","","Required","I try to use ACQUIRE in as many situations/occasions as possible","1::7","1=Strongly Disagree; 4=Neutral; 7=Strongly Agree",""
"tams_18","Integer","","Required","I would use ACQUIRE in the future","1::7","1=Strongly Disagree; 4=Neutral; 7=Strongly Agree",""
"tams_19","Integer","","Required","I intend to continue to use ACQUIRE in the future","1::7","1=Strongly Disagree; 4=Neutral; 7=Strongly Agree",""
"tams_20","Integer","","Required","I expect my use of ACQUIRE to continue in the future","1::7","1=Strongly Disagree; 4=Neutral; 7=Strongly Agree",""
"tams_21","Integer","","Required","Using ACQUIRE can take up too much of my time when performing many tasks","1::7","1=Strongly Disagree; 4=Neutral; 7=Strongly Agree",""
"tams_22","Integer","","Required","When I use ACQUIRE, I find it difficult to integrate the results into my existing patterns of behavior","1::7","1=Strongly Disagree; 4=Neutral; 7=Strongly Agree",""
"tams_23","Integer","","Required","Using ACQUIRE exposes me to the vulnerability of app breakdowns and loss of my information","1::7","1=Strongly Disagree; 4=Neutral; 7=Strongly Agree",""
"tams_24","Integer","","Required","Using ACQUIRE is voluntary as far as my recovery is concerned","1::7","1=Strongly Disagree; 4=Neutral; 7=Strongly Agree",""
"tams_25","Integer","","Required","I am not required to use ACQUIRE as part of treatment","1::7","1=Strongly Disagree; 4=Neutral; 7=Strongly Agree",""
"tams_26","Integer","","Required","While ACQUIRE enhances the effectiveness in using treatment skills, it is not required that I use it","1::7","1=Strongly Disagree; 4=Neutral; 7=Strongly Agree",""
