"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","20","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"pei_1","Integer","","Recommended","Think back to before you attended treatment, when you were using drugs at your heaviest level. How much do you agree or disagree that using alcohol or other drugs helped you to feel less shy and make friends","1::4","1 = Strongly disagree; 2 = Disagree; 3 = Agree; 4 = Strongly agree",""
"pei_2","Integer","","Recommended","Think back to before you attended treatment, when you were using drugs at your heaviest level. How much do you agree or disagree that using alcohol or other drugs helped you to be like other teenagers.","1::4","1 = Strongly disagree; 2 = Disagree; 3 = Agree; 4 = Strongly agree",""
"pei_3","Integer","","Recommended","Think back to before you attended treatment, when you were using drugs at your heaviest level. How much do you agree or disagree that using alcohol or other drugs helped you to feel more comfortable around someone of the opposite sex.","1::4","1 = Strongly disagree; 2 = Disagree; 3 = Agree; 4 = Strongly agree",""
"pei_4","Integer","","Recommended","Think back to before you attended treatment, when you were using drugs at your heaviest level. How much do you agree or disagree that using alcohol or other drugs helped you to have more courage","1::4","1 = Strongly disagree; 2 = Disagree; 3 = Agree; 4 = Strongly agree",""
"pei_5","Integer","","Recommended","Think back to before you attended treatment, when you were using drugs at your heaviest level. How much do you agree or disagree that using alcohol or other drugs helped you to feel more powerful and in control of a social situation","1::4","1 = Strongly disagree; 2 = Disagree; 3 = Agree; 4 = Strongly agree",""
"pei_6","Integer","","Recommended","Think back to before you attended treatment, when you were using drugs at your heaviest level. How much do you agree or disagree that using alcohol or other drugs helped you to feel better around people.","1::4","1 = Strongly disagree; 2 = Disagree; 3 = Agree; 4 = Strongly agree",""
"pei_7","Integer","","Recommended","Think back to before you attended treatment, when you were using drugs at your heaviest level. How much do you agree or disagree that using alcohol or other drugs helped you to feel more relaxed with someone you like.","1::4","1 = Strongly disagree; 2 = Disagree; 3 = Agree; 4 = Strongly agree",""
"pei_9","Integer","","Recommended","Think back to before you attended treatment, when you were using drugs at your heaviest level. How much do you agree or disagree that using alcohol or other drugs helped you to control better your anger.","1::4","1 = Strongly disagree; 2 = Disagree; 3 = Agree; 4 = Strongly agree",""
"pei_8","Integer","","Recommended","Think back to before you attended treatment, when you were using drugs at your heaviest level. How much do you agree or disagree that using alcohol or other drugs helped you to feel less lonely","1::4","1 = Strongly disagree; 2 = Disagree; 3 = Agree; 4 = Strongly agree",""
"pei_10","Integer","","Recommended","Think back to before you attended treatment, when you were using drugs at your heaviest level. How much do you agree or disagree that using alcohol or other drugs helped you to feel less sad or depressed.","1::4","1 = Strongly disagree; 2 = Disagree; 3 = Agree; 4 = Strongly agree",""
"pei_11","Integer","","Recommended","Think back to before you attended treatment, when you were using drugs at your heaviest level. How much do you agree or disagree that using alcohol or other drugs helped you to feel mellow, calm or happy.","1::4","1 = Strongly disagree; 2 = Disagree; 3 = Agree; 4 = Strongly agree",""
"pei_12","Integer","","Recommended","Think back to before you attended treatment, when you were using drugs at your heaviest level. How much do you agree or disagree that using alcohol or other drugs helped you to feel less tense or uptight","1::4","1 = Strongly disagree; 2 = Disagree; 3 = Agree; 4 = Strongly agree",""
"pei_13","Integer","","Recommended","Think back to before you attended treatment, when you were using drugs at your heaviest level. How much do you agree or disagree that using alcohol or other drugs helped you to not be so bored","1::4","1 = Strongly disagree; 2 = Disagree; 3 = Agree; 4 = Strongly agree",""
"pei_14","Integer","","Recommended","Think back to before you attended treatment, when you were using drugs at your heaviest level. How much do you agree or disagree that using alcohol or other drugs helped you to get your mind off your problems","1::4","1 = Strongly disagree; 2 = Disagree; 3 = Agree; 4 = Strongly agree",""
