"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","45","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"climb_covid_cons_1","Integer","","Recommended","Have any of the following affected your life as a result of the coronavirus or COVID-19 outbreak? Check all that apply: See less of family in person","0;1","0=No; 1=Yes",""
"climb_covid_cons_2","Integer","","Recommended","Have any of the following affected your life as a result of the coronavirus or COVID-19 outbreak? Check all that apply: Travel restrictions","0;1","0=No; 1=Yes",""
"climb_covid_cons_3","Integer","","Recommended","Have any of the following affected your life as a result of the coronavirus or COVID-19 outbreak? Check all that apply: Death of someone close to you due to coronavirus or COVID-19","0;1","0=No; 1=Yes",""
"climb_covid_cons_4","Integer","","Recommended","Have any of the following affected your life as a result of the coronavirus or COVID-19 outbreak? Check all that apply: Family or relationship problems (for example, with your spouse or children)","0;1","0=No; 1=Yes",""
"climb_covid_cons_5","Integer","","Recommended","Have any of the following affected your life as a result of the coronavirus or COVID-19 outbreak? Check all that apply: Difficulty finding child care for your children","0;1","0=No; 1=Yes",""
"climb_covid_cons_6","Integer","","Recommended","Have any of the following affected your life as a result of the coronavirus or COVID-19 outbreak? Check all that apply: Feeling alone","0;1","0=No; 1=Yes",""
"climb_covid_cons_7","Integer","","Recommended","Have any of the following affected your life as a result of the coronavirus or COVID-19 outbreak? Check all that apply: Not being able to get food due to shortages","0;1","0=No; 1=Yes",""
"climb_covid_cons_8","Integer","","Recommended","Have any of the following affected your life as a result of the coronavirus or COVID-19 outbreak? Check all that apply: Not being able to get supplies/inputs due to shortages","0;1","0=No; 1=Yes",""
"climb_covid_cons_9","Integer","","Recommended","Have any of the following affected your life as a result of the coronavirus or COVID-19 outbreak? Check all that apply: Reduced hours at work","0;1","0=No; 1=Yes",""
"climb_covid_cons_10","Integer","","Recommended","Have any of the following affected your life as a result of the coronavirus or COVID-19 outbreak? Check all that apply: Losing a job","0;1","0=No; 1=Yes",""
"climb_covid_cons_11","Integer","","Recommended","Have any of the following affected your life as a result of the coronavirus or COVID-19 outbreak? Check all that apply: That a member of your household has lost their job","0;1","0=No; 1=Yes",""
"climb_covid_cons_12","Integer","","Recommended","Have any of the following affected your life as a result of the coronavirus or COVID-19 outbreak? Check all that apply: Having financial problems","0;1","0=No; 1=Yes",""
"climb_covid_cons_13","Integer","","Recommended","Have any of the following affected your life as a result of the coronavirus or COVID-19 outbreak? Check all that apply: Having difficulty paying rent","0;1","0=No; 1=Yes",""
"climb_covid_cons_14","Integer","","Recommended","Have any of the following affected your life as a result of the coronavirus or COVID-19 outbreak? Check all that apply: Not going to school","0;1","0=No; 1=Yes",""
