"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","45","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"ccsc_01","Integer","","Recommended","When I have a problem, I think about what I could do before I do something.","1::4","1= Never; 2= Sometimes; 3= Often; 4= Most of the time",""
"ccsc_02","Integer","","Recommended","When I have a problem, I try to notice or think about only the good things in life.","1::4","1= Never; 2= Sometimes; 3= Often; 4= Most of the time",""
"ccsc_03","Integer","","Recommended","When I have a problem, I talk about how I am feeling with my mother or father.","1::4","1= Never; 2= Sometimes; 3= Often; 4= Most of the time",""
"ccsc_04","Integer","","Recommended","When I have a problem, I go bicycle riding.","1::4","1= Never; 2= Sometimes; 3= Often; 4= Most of the time",""
"ccsc_05","Integer","","Recommended","When I have a problem, I try to stay away from the problem.","1::4","1= Never; 2= Sometimes; 3= Often; 4= Most of the time",""
"ccsc_06","Integer","","Recommended","When I have a problem, I blame or say bad things about other people.","1::4","1= Never; 2= Sometimes; 3= Often; 4= Most of the time",""
"ccsc_07","Integer","","Recommended","When I have a problem, I do something to make things better.","1::4","1= Never; 2= Sometimes; 3= Often; 4= Most of the time",""
"ccsc_08","Integer","","Recommended","When I have a problem, I think about why it has happened.","1::4","1= Never; 2= Sometimes; 3= Often; 4= Most of the time",""
"ccsc_09","Integer","","Recommended","When I have a problem, I write down my feelings.","1::4","1= Never; 2= Sometimes; 3= Often; 4= Most of the time",""
"ccsc_10","Integer","","Recommended","When I have a problem, I tell myself to accept this situation the way it is.","1::4","1= Never; 2= Sometimes; 3= Often; 4= Most of the time",""
