"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","45","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"tx_satisfaction_1","Integer","","Recommended","I am satisfied with the quality of the therapy I received","1::5","1=Strongly disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree",""
"tx_satisfaction_2","Integer","","Recommended","The therapist listened to what I was trying to get across","1::5","1=Strongly disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree",""
"tx_satisfaction_3","Integer","","Recommended","My needs were met by the program","1::5","1=Strongly disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree",""
"tx_satisfaction_4","Integer","","Recommended","The therapist provided an adequate explanation regarding my therapy","1::5","1=Strongly disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree",""
"tx_satisfaction_5","Integer","","Recommended","I would recommend the program to a friend","1::5","1=Strongly disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree",""
"tx_satisfaction_6","Integer","","Recommended","The therapist was not negative or critical towards me","1::5","1=Strongly disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree",""
"tx_satisfaction_7","Integer","","Recommended","I would return to the clinic if I needed help","1::5","1=Strongly disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree",""
"tx_satisfaction_8","Integer","","Recommended","The therapist was friendly and warm towards me","1::5","1=Strongly disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree",""
"tx_satisfaction_9","Integer","","Recommended","I am now able to deal more effectively with my problems","1::5","1=Strongly disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree",""
"tx_satisfaction_10","Integer","","Recommended","I felt free to express myself","1::5","1=Strongly disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree",""
"tx_satisfaction_11","Integer","","Recommended","I was able to focus on what was of real concern to me","1::5","1=Strongly disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree",""
"tx_satisfaction_12","Integer","","Recommended","The therapist seemed to understand what I was thinking and feelings","1::5","1=Strongly disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree",""
"tx_satisfaction_13","Integer","","Recommended","How much did this treatment help with the specific problem that led you to therapy?","1::5","1=Made things a lot better; 2=Made things somewhat better; 3=Made no difference; 4=Made things somewhat worse; 5=Made things a lot worse",""
