"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","20","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"smw_obj_01","Integer","","Recommended","How often have others discounted your relationships as experimentation?","1::5","1 = Never; 2 = Rarely; 3 = Occasionally; 4 = Frequently; 5 = Almost always",""
"smw_obj_02","Integer","","Recommended","How often has someone treated you as if you are obsessed with sex because of your sexual orientation?","1::5","1 = Never; 2 = Rarely; 3 = Occasionally; 4 = Frequently; 5 = Almost always",""
"smw_obj_03","Integer","","Recommended","How often have people acted as if your sexual orientation was only a curiosity, not a stable sexual orientation?","1::5","1 = Never; 2 = Rarely; 3 = Occasionally; 4 = Frequently; 5 = Almost always",""
"smw_obj_04","Integer","","Recommended","How often has someone invalidated or made you feel that your sexual experiences do not count?","1::5","1 = Never; 2 = Rarely; 3 = Occasionally; 4 = Frequently; 5 = Almost always",""
"smw_obj_05","Integer","","Recommended","How often have others asked you questions about how you have sex?","1::5","1 = Never; 2 = Rarely; 3 = Occasionally; 4 = Frequently; 5 = Almost always",""
"smw_obj_06","Integer","","Recommended","How often have you been eroticized, fetishized, or made to feel like a sexual performer because of your sexual orientation?","1::5","1 = Never; 2 = Rarely; 3 = Occasionally; 4 = Frequently; 5 = Almost always",""
"smw_obj_07","Integer","","Recommended","How often has someone taken or tried to take a picture or video of your body or body parts in a sexualized way without your permission?","1::5","1 = Never; 2 = Rarely; 3 = Occasionally; 4 = Frequently; 5 = Almost always",""
"smw_obj_08","Integer","","Recommended","How often have you had someone watch you (or try to watch you) without your permission while you were undressing, nude, or involved in a sexual act?","1::5","1 = Never; 2 = Rarely; 3 = Occasionally; 4 = Frequently; 5 = Almost always",""
"smw_obj_09","Integer","","Recommended","How often has someone grabbed or pinched one of your private body areas without your permission?","1::5","1 = Never; 2 = Rarely; 3 = Occasionally; 4 = Frequently; 5 = Almost always",""
"smw_obj_10","Integer","","Recommended","How often has someone made a sexual gesture toward you (e.g., using hand or body gestures to act out oral sex, masturbation, or any other sexual behavior)?","1::5","1 = Never; 2 = Rarely; 3 = Occasionally; 4 = Frequently; 5 = Almost always",""
"smw_obj_11","Integer","","Recommended","How often have you heard someone make comments about sexual behavior they would want to do with or to you?","1::5","1 = Never; 2 = Rarely; 3 = Occasionally; 4 = Frequently; 5 = Almost always",""
"smw_obj_12","Integer","","Recommended","How often have you seen someone stare at one or more of your body parts?","1::5","1 = Never; 2 = Rarely; 3 = Occasionally; 4 = Frequently; 5 = Almost always",""
"smw_obj_13","Integer","","Recommended","How often have you felt like or known that someone was evaluating your physical appearance?","1::5","1 = Never; 2 = Rarely; 3 = Occasionally; 4 = Frequently; 5 = Almost always",""
"smw_obj_14","Integer","","Recommended","How often have you received sexual attention (e.g., staring, leering, crude remarks or gestures, etc.) when you have presented yourself in a feminine manner?","1::5","1 = Never; 2 = Rarely; 3 = Occasionally; 4 = Frequently; 5 = Almost always",""
"smw_obj_15","Integer","","Recommended","How often have you noticed someone staring at your breasts when you were talking to them?","1::5","1 = Never; 2 = Rarely; 3 = Occasionally; 4 = Frequently; 5 = Almost always",""
"smw_obj_16","Integer","","Recommended","How often have you noticed someone leering at your body (i.e., looking at your body in a sexual way)?","1::5","1 = Never; 2 = Rarely; 3 = Occasionally; 4 = Frequently; 5 = Almost always",""
"smw_obj_17","Integer","","Recommended","How often have you been whistled, honked, or hollered at in a sexual way while walking down a street?","1::5","1 = Never; 2 = Rarely; 3 = Occasionally; 4 = Frequently; 5 = Almost always",""
