"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","20","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported","gender"
"objscene_run1_1","Integer","","Recommended","memory for object for run 1 trial 1","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_2","Integer","","Recommended","memory for object for run 1 trial 2","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_3","Integer","","Recommended","memory for object for run 1 trial 3","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_4","Integer","","Recommended","memory for object for run 1 trial 4","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_5","Integer","","Recommended","memory for object for run 1 trial 5","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_6","Integer","","Recommended","memory for object for run 1 trial 6","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_7","Integer","","Recommended","memory for object for run 1 trial 7","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_8","Integer","","Recommended","memory for object for run 1 trial 8","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_9","Integer","","Recommended","memory for object for run 1 trial 9","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_10","Integer","","Recommended","memory for object for run 1 trial 10","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_11","Integer","","Recommended","memory for object for run 1 trial 11","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_12","Integer","","Recommended","memory for object for run 1 trial 12","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_13","Integer","","Recommended","memory for object for run 1 trial 13","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_14","Integer","","Recommended","memory for object for run 1 trial 14","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_15","Integer","","Recommended","memory for object for run 1 trial 15","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_16","Integer","","Recommended","memory for object for run 1 trial 16","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_17","Integer","","Recommended","memory for object for run 1 trial 17","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_18","Integer","","Recommended","memory for object for run 1 trial 18","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_19","Integer","","Recommended","memory for object for run 1 trial 19","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_20","Integer","","Recommended","memory for object for run 1 trial 20","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_21","Integer","","Recommended","memory for object for run 1 trial 21","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_22","Integer","","Recommended","memory for object for run 1 trial 22","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_23","Integer","","Recommended","memory for object for run 1 trial 23","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_24","Integer","","Recommended","memory for object for run 1 trial 24","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_25","Integer","","Recommended","memory for object for run 1 trial 25","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_26","Integer","","Recommended","memory for object for run 1 trial 26","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_27","Integer","","Recommended","memory for object for run 1 trial 27","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_28","Integer","","Recommended","memory for object for run 1 trial 28","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_29","Integer","","Recommended","memory for object for run 1 trial 29","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_30","Integer","","Recommended","memory for object for run 1 trial 30","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_31","Integer","","Recommended","memory for object for run 1 trial 31","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_32","Integer","","Recommended","memory for object for run 1 trial 32","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_33","Integer","","Recommended","memory for object for run 1 trial 33","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_34","Integer","","Recommended","memory for object for run 1 trial 34","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_35","Integer","","Recommended","memory for object for run 1 trial 35","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_36","Integer","","Recommended","memory for object for run 1 trial 36","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_37","Integer","","Recommended","memory for object for run 1 trial 37","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_38","Integer","","Recommended","memory for object for run 1 trial 38","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_39","Integer","","Recommended","memory for object for run 1 trial 39","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_40","Integer","","Recommended","memory for object for run 1 trial 40","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_41","Integer","","Recommended","memory for object for run 1 trial 41","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_42","Integer","","Recommended","memory for object for run 1 trial 42","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_43","Integer","","Recommended","memory for object for run 1 trial 43","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_44","Integer","","Recommended","memory for object for run 1 trial 44","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_45","Integer","","Recommended","memory for object for run 1 trial 45","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_46","Integer","","Recommended","memory for object for run 1 trial 46","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_47","Integer","","Recommended","memory for object for run 1 trial 47","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_48","Integer","","Recommended","memory for object for run 1 trial 48","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_49","Integer","","Recommended","memory for object for run 1 trial 49","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_50","Integer","","Recommended","memory for object for run 1 trial 50","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_51","Integer","","Recommended","memory for object for run 1 trial 51","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_52","Integer","","Recommended","memory for object for run 1 trial 52","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_53","Integer","","Recommended","memory for object for run 1 trial 53","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_54","Integer","","Recommended","memory for object for run 1 trial 54","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_55","Integer","","Recommended","memory for object for run 1 trial 55","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_56","Integer","","Recommended","memory for object for run 1 trial 56","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_57","Integer","","Recommended","memory for object for run 1 trial 57","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_58","Integer","","Recommended","memory for object for run 1 trial 58","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_59","Integer","","Recommended","memory for object for run 1 trial 59","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_60","Integer","","Recommended","memory for object for run 1 trial 60","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_61","Integer","","Recommended","memory for object for run 1 trial 61","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_62","Integer","","Recommended","memory for object for run 1 trial 62","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_63","Integer","","Recommended","memory for object for run 1 trial 63","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run1_64","Integer","","Recommended","memory for object for run 1 trial 64","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run2_1","Integer","","Recommended","memory for object for run 2 trial 1","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run2_2","Integer","","Recommended","memory for object for run 2 trial 2","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run2_3","Integer","","Recommended","memory for object for run 2 trial 3","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run2_4","Integer","","Recommended","memory for object for run 2 trial 4","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run2_5","Integer","","Recommended","memory for object for run 2 trial 5","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run2_6","Integer","","Recommended","memory for object for run 2 trial 6","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run2_7","Integer","","Recommended","memory for object for run 2 trial 7","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
"objscene_run2_8","Integer","","Recommended","memory for object for run 2 trial 8","0 :: 5","0 = Missed trial; 1=new; 2=city; 3=park; 4 = farm; 5=Don't Know scene",""
