"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","45","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"bipaum_opportunity","Integer","","Recommended","In the past 3 months, how often have you been around a friend who was drinking in a manner or situation that worried you? Please take a moment to think about the past 3 months so you can select an accurate answer.","0::4; 9999","0=0 times; 1=1-3 times (once a month or less); 2=4-6 times (once or twice a month); 3=7-9 times (two to three times a month); 4=10 or more times (more than three times a month); 9999=Missing data",""
"bipaum_baa1","Integer","","Recommended","In the past 3 months, how many times have you done the following when you saw a friend who was drinking in a manner or situation that worried you? Made a plan to decrease the likelihood of your friends drinking too much (e.g., limited the amount of alcohol available, agreed to not have more than a certain number of drinks).","0::4; 9999","0=0 times; 1=1-3 times (once a month or less); 2=4-6 times (once or twice a month); 3=7-9 times (two to three times a month); 4=10 or more times (more than three times a month); 9999=Missing data",""
"bipaum_baa2","Integer","","Recommended","In the past 3 months, how many times have you done the following when you saw a friend who was drinking in a manner or situation that worried you? Made a plan to eliminate the possibility that your friends will drink and then drive.","0::4; 9999","0=0 times; 1=1-3 times (once a month or less); 2=4-6 times (once or twice a month); 3=7-9 times (two to three times a month); 4=10 or more times (more than three times a month); 9999=Missing data",""
"bipaum_baa3","Integer","","Recommended","In the past 3 months, how many times have you done the following when you saw a friend who was drinking in a manner or situation that worried you? Made a plan to reduce the likelihood of your friends experiencing physical or sexual violence victimization while drinking.","0::4; 9999","0=0 times; 1=1-3 times (once a month or less); 2=4-6 times (once or twice a month); 3=7-9 times (two to three times a month); 4=10 or more times (more than three times a month); 9999=Missing data",""
"bipaum_baa4","Integer","","Recommended","In the past 3 months, how many times have you done the following when you saw a friend who was drinking in a manner or situation that worried you? Made sure none of your friends planned to drink for worrisome reasons (e.g., to reduce negative thoughts and emotions, to fit in, to have sex).","0::4; 9999","0=0 times; 1=1-3 times (once a month or less); 2=4-6 times (once or twice a month); 3=7-9 times (two to three times a month); 4=10 or more times (more than three times a month); 9999=Missing data",""
"bipaum_baa5","Integer","","Recommended","In the past 3 months, how many times have you done the following when you saw a friend who was drinking in a manner or situation that worried you? Made a plan to maintain communication with your friends throughout the night.","0::4; 9999","0=0 times; 1=1-3 times (once a month or less); 2=4-6 times (once or twice a month); 3=7-9 times (two to three times a month); 4=10 or more times (more than three times a month); 9999=Missing data",""
"bipaum_baa6","Integer","","Recommended","In the past 3 months, how many times have you done the following when you saw a friend who was drinking in a manner or situation that worried you? Asked someone close to your friend to help (e.g., their roommate or significant other).","0::4; 9999","0=0 times; 1=1-3 times (once a month or less); 2=4-6 times (once or twice a month); 3=7-9 times (two to three times a month); 4=10 or more times (more than three times a month); 9999=Missing data",""
"bipaum_baa7","Integer","","Recommended","In the past 3 months, how many times have you done the following when you saw a friend who was drinking in a manner or situation that worried you? Asked a professional affiliated with the university to help (e.g., a coach, a Resident Advisor/RA).","0::4; 9999","0=0 times; 1=1-3 times (once a month or less); 2=4-6 times (once or twice a month); 3=7-9 times (two to three times a month); 4=10 or more times (more than three times a month); 9999=Missing data",""
"bipaum_baa8","Integer","","Recommended","In the past 3 months, how many times have you done the following when you saw a friend who was drinking in a manner or situation that worried you? Got your friend emergency care (e.g., called 911 or got them to the hospital).","0::4; 9999","0=0 times; 1=1-3 times (once a month or less); 2=4-6 times (once or twice a month); 3=7-9 times (two to three times a month); 4=10 or more times (more than three times a month); 9999=Missing data",""
"bipaum_baa9","Integer","","Recommended","In the past 3 months, how many times have you done the following when you saw a friend who was drinking in a manner or situation that worried you? Identified a sober person to drive your friend home.","0::4; 9999","0=0 times; 1=1-3 times (once a month or less); 2=4-6 times (once or twice a month); 3=7-9 times (two to three times a month); 4=10 or more times (more than three times a month); 9999=Missing data",""
"bipaum_baa10","Integer","","Recommended","In the past 3 months, how many times have you done the following when you saw a friend who was drinking in a manner or situation that worried you? Got your friend to drink weaker drinks.","0::4; 9999","0=0 times; 1=1-3 times (once a month or less); 2=4-6 times (once or twice a month); 3=7-9 times (two to three times a month); 4=10 or more times (more than three times a month); 9999=Missing data",""
"bipaum_baa11","Integer","","Recommended","In the past 3 months, how many times have you done the following when you saw a friend who was drinking in a manner or situation that worried you? Took away or hid alcohol so your friend could not continue drinking.","0::4; 9999","0=0 times; 1=1-3 times (once a month or less); 2=4-6 times (once or twice a month); 3=7-9 times (two to three times a month); 4=10 or more times (more than three times a month); 9999=Missing data",""
"bipaum_baa12","Integer","","Recommended","In the past 3 months, how many times have you done the following when you saw a friend who was drinking in a manner or situation that worried you? Distracted your friend so they did not think about drinking more.","0::4; 9999","0=0 times; 1=1-3 times (once a month or less); 2=4-6 times (once or twice a month); 3=7-9 times (two to three times a month); 4=10 or more times (more than three times a month); 9999=Missing data",""
"bipaum_baa13","Integer","","Recommended","In the past 3 months, how many times have you done the following when you saw a friend who was drinking in a manner or situation that worried you? Instructed another person to stop serving your friend drinks.","0::4; 9999","0=0 times; 1=1-3 times (once a month or less); 2=4-6 times (once or twice a month); 3=7-9 times (two to three times a month); 4=10 or more times (more than three times a month); 9999=Missing data",""
"bipaum_baa14","Integer","","Recommended","In the past 3 months, how many times have you done the following when you saw a friend who was drinking in a manner or situation that worried you? Tried to reason with your friend to get them to stop drinking.","0::4; 9999","0=0 times; 1=1-3 times (once a month or less); 2=4-6 times (once or twice a month); 3=7-9 times (two to three times a month); 4=10 or more times (more than three times a month); 9999=Missing data",""
"bipaum_baa15","Integer","","Recommended","In the past 3 months, how many times have you done the following when you saw a friend who was drinking in a manner or situation that worried you? Took your friend away from the environment to get them to drink less or stop drinking.","0::4; 9999","0=0 times; 1=1-3 times (once a month or less); 2=4-6 times (once or twice a month); 3=7-9 times (two to three times a month); 4=10 or more times (more than three times a month); 9999=Missing data",""
"bipaum_baa16","Integer","","Recommended","In the past 3 months, how many times have you done the following when you saw a friend who was drinking in a manner or situation that worried you? Made sure your friend got home safely and/or put them safely to bed.","0::4; 9999","0=0 times; 1=1-3 times (once a month or less); 2=4-6 times (once or twice a month); 3=7-9 times (two to three times a month); 4=10 or more times (more than three times a month); 9999=Missing data",""
"bipaum_baa17","Integer","","Recommended","In the past 3 months, how many times have you done the following when you saw a friend who was drinking in a manner or situation that worried you? Used strategies to prevent or disrupt your friend from experiencing physical violence victimization.","0::4; 9999","0=0 times; 1=1-3 times (once a month or less); 2=4-6 times (once or twice a month); 3=7-9 times (two to three times a month); 4=10 or more times (more than three times a month); 9999=Missing data",""
"bipaum_baa18","Integer","","Recommended","In the past 3 months, how many times have you done the following when you saw a friend who was drinking in a manner or situation that worried you? Used strategies to prevent or disrupt your friend from experiencing sexual violence victimization.","0::4; 9999","0=0 times; 1=1-3 times (once a month or less); 2=4-6 times (once or twice a month); 3=7-9 times (two to three times a month); 4=10 or more times (more than three times a month); 9999=Missing data",""
"bipaum_baa19","Integer","","Recommended","In the past 3 months, how many times have you done the following when you saw a friend who was drinking in a manner or situation that worried you? Used strategies to prevent or disrupt your friend from perpetrating physical violence.","0::4; 9999","0=0 times; 1=1-3 times (once a month or less); 2=4-6 times (once or twice a month); 3=7-9 times (two to three times a month); 4=10 or more times (more than three times a month); 9999=Missing data",""
"bipaum_baa20","Integer","","Recommended","In the past 3 months, how many times have you done the following when you saw a friend who was drinking in a manner or situation that worried you? Used strategies to prevent or disrupt your friend from perpetrating sexual violence.","0::4; 9999","0=0 times; 1=1-3 times (once a month or less); 2=4-6 times (once or twice a month); 3=7-9 times (two to three times a month); 4=10 or more times (more than three times a month); 9999=Missing data",""
"bipaum_baa21","Integer","","Recommended","In the past 3 months, how many times have you done the following when you saw a friend who was drinking in a manner or situation that worried you? Prevented or stopped your friend from doing something they'd regret.","0::4; 9999","0=0 times; 1=1-3 times (once a month or less); 2=4-6 times (once or twice a month); 3=7-9 times (two to three times a month); 4=10 or more times (more than three times a month); 9999=Missing data",""
"bipaum_baa22","Integer","","Recommended","In the past 3 months, how many times have you done the following when you saw a friend who was drinking in a manner or situation that worried you? Gave your friend food or water because you believed it would sober them up or prevent a hangover.","0::4; 9999","0=0 times; 1=1-3 times (once a month or less); 2=4-6 times (once or twice a month); 3=7-9 times (two to three times a month); 4=10 or more times (more than three times a month); 9999=Missing data",""
