"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","45","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"psychache_1","Integer","","Recommended","I feel mental pain","1::5","1 = Never; 2 = Sometimes; 3 = Often; 4 = Very Often; 5 = Always",""
"psychache_2","Integer","","Recommended","I seem to ache inside","1::5","1 = Never; 2 = Sometimes; 3 = Often; 4 = Very Often; 5 = Always",""
"psychache_3","Integer","","Recommended","My mental pain is worse than my physical pain","1::5","1 = Never; 2 = Sometimes; 3 = Often; 4 = Very Often; 5 = Always",""
"psychache_4","Integer","","Recommended","My pain makes me want to scream","1::5","1 = Never; 2 = Sometimes; 3 = Often; 4 = Very Often; 5 = Always",""
"psychache_5","Integer","","Recommended","My pain makes my life seem dark","1::5","1 = Never; 2 = Sometimes; 3 = Often; 4 = Very Often; 5 = Always",""
"psychache_6","Integer","","Recommended","I can't understand why I suffer","1::5","1 = Never; 2 = Sometimes; 3 = Often; 4 = Very Often; 5 = Always",""
"psychache_7","Integer","","Recommended","My mental pain makes me feel terrible","1::5","1 = Never; 2 = Sometimes; 3 = Often; 4 = Very Often; 5 = Always",""
"psychache_8","Integer","","Recommended","I hurt because I feel empty","1::5","1 = Never; 2 = Sometimes; 3 = Often; 4 = Very Often; 5 = Always",""
"psychache_9","Integer","","Recommended","My soul aches","1::5","1 = Never; 2 = Sometimes; 3 = Often; 4 = Very Often; 5 = Always",""
"psychache_10","Integer","","Recommended","I can't take my pain anymore","1::5","1 = Strongly Disagree; 2 = Disagree; 3 = Unsure; 4 = Agree; 5 = Strongly Agree",""
"psychache_11","Integer","","Recommended","Parts of my life are impossible because of my pain","1::5","1 = Strongly Disagree; 2 = Disagree; 3 = Unsure; 4 = Agree; 5 = Strongly Agree",""
"psychache_12","Integer","","Recommended","My pain is making me fall apart","1::5","1 = Strongly Disagree; 2 = Disagree; 3 = Unsure; 4 = Agree; 5 = Strongly Agree",""
"psychache_13","Integer","","Recommended","My mental pain affects all things I do","1::5","1 = Strongly Disagree; 2 = Disagree; 3 = Unsure; 4 = Agree; 5 = Strongly Agree",""
