"ElementName","DataType","Size","Required","Condition","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","","CandidateGUID,GUID,GUIDID,NDAR_guid,ProbandGUID,subject_key"
"src_subject_id","String","45","Required","","Subject ID how it's defined in lab/project","","","IBISID,Mullen_SEL_SRC_Subject_ID,NDAR_SUBJECT_NUMBER,SubjectID,individual,participantid,randid,sub_id"
"interview_date","Date","","Required","","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","","Date_taken,MH_Tdate,Mullen_DOI,Mullen_SEL_interview_date,VISITDT,mldate,msel_interview_date,mslchronage,msldate,mu_date"
"interview_age","Integer","","Required","","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.","Candidate_Age_in_Months,INTERVIEW_AGE_MONTHS,MH_ChronlgcalA1,Mullen_SEL_interview_age,Subject_Age_in_Months,age_mos,msel_interview_age"
"interview_chrono_age","Integer","","Recommended","","Interview Chronological Age","0 :: 1200","","Mullen_SEL_interview_chrono_age,msel_interview_chrono_age"
"interview_adj_age","Integer","","Recommended","","Interview Adjusted Age","0 :: 1200","","MH_AdjAge,Mullen_SEL_interview_adj_age,msel_interview_adj_age"
"sex","String","20","Required","","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported","M_gender,SEX,gender,msel_gender"
"comments_misc","String","4000","Recommended","","Miscellaneous comments on study, interview, methodology relevant to this form data","","","Mullen_SEL_comments_misc,other_comments"
"info_gest","String","50","Recommended","","No. Weeks Gestation (G.A.)","","","M_Gestation,Mullen_SEL_info_gest,msel_gestage"
"info_birthwt","Float","","Recommended","","Birth Weight, US units","0::12","","Mullen_SEL_info_birthwt"
"info_apgar1","String","50","Recommended","","Apgars 1 min.","","","Mullen_SEL_info_apgar1"
"info_apgar5","String","50","Recommended","","Apgars 5 min.","","","Mullen_SEL_info_apgar5"
"info_visionprob","String","50","Recommended","","Does the child have a known uncorrected vision problem?","Yes;No","","M_VisionProblem,Mullen_SEL_info_visionprob"
"info_hearprob","String","50","Recommended","","Does the child have a known uncorrected hearing problem","Yes;No","","M_HearingPrblm,Mullen_SEL_info_hearprob"
"info_phycharac","String","255","Recommended","","Personal or physical characteristics that may affect the child's test results","","","M_characteristic,Mullen_SEL_info_phycharac"
"info_med","String","50","Required","","Is the child on any medication?","Yes;No;999","999=NA/missing","Mullen_SEL_info_med"
"info_med_cmt","String","250","Recommended","","Specify medication","","","Mullen_SEL_info_med_cmt"
"info_refreason","String","255","Recommended","","Reason for Referral","","","Mullen_SEL_info_refreason"
"info_cmt","String","255","Recommended","","Additional Information/Comments","","","M_Comments,Mullen_SEL_info_cmt"
"primary_language","String","255","Recommended","","Subject's Primary Language","","","M_PrimaryLang,Mullen_SEL_primary_language,mlangassess;mlangassessother"
"scl1_held","Integer","","Required","","I. Enjoys being held/realigns (Up)","0;1;9","0 = Fail; 1 = Pass; 9= not answered/missing","Gross_Motor1,MS1_BeingHeld,Mullen_SEL_scl1_held,gr_1,gross_motor_1,mu_gm1"
"scl1_headrotate","Integer","","Required","","2. Rotates head (P)","0;1;9","0 = Fail; 1 = Pass; 9= not answered/missing","Gross_Motor2,MS1_Rotation,Mullen_SEL_scl1_headrotate,gr_2,gross_motor_2,mu_gm2"
"scl1_movearm","Integer","","Required","","3. Moves arms, legs vigorously (S)","0;1;9","0 = Fail; 1 = Pass; 9= not answered/missing","Gross_Motor3,MS1_armLegs,Mullen_SEL_scl1_movearm,gr_3,gross_motor_3,mu_gm3"
"scl1_holdshead","Integer","","Required","","4- Held upright, holds head steady (Up)","0;1;9","0 = Fail; 1 = Pass; 9= not answered/missing","Gross_Motor4,MS1_upright,Mullen_SEL_scl1_holdshead,gr_4,gross_motor_4,mu_gm4"
"scl1_supforearm","Integer","","Required","","5. Supports on forearms (P)","0;1;9","0 = Fail; 1 = Pass; 9= not answered/missing","Gross_Motor5,MS1_forearms,Mullen_SEL_scl1_supforearm,gr_5,gross_motor_5,mu_gm5"
"scl1_headsteady","Integer","","Required","","6. Sits supported, head steady (SSit)","0;1;9","0 = Fail; 1 = Pass; 9= not answered/missing","Gross_Motor6,MS1_Sits,Mullen_SEL_scl1_headsteady,gr_6,gross_motor_6,mu_gm6"
"scl1_rollover","Integer","","Required","","7. Rolls over (P to S)","0;1;9","0 = Fail; 1 = Pass; 9= not answered/missing","Gross_Motor7,MS1_Rollsover,Mullen_SEL_scl1_rollover,gr_7,gross_motor_7,mu_gm7"
"scl1_holdfinger","Integer","","Required","","8. Holds on to fingers/pulls self to sit (S to SSit)","0;1;9","0 = Fail; 1 = Pass; 9= not answered/missing","Gross_Motor8,MS1_fingers,Mullen_SEL_scl1_holdfinger,gr_8,gross_motor_8,mu_gm8"
"scl1_siftwt","Integer","","Required","","9. Shifts weight reaches (P)","0;1;9","0 = Fail; 1 = Pass; 9= not answered/missing","Gross_Motor9,MS1_weight,Mullen_SEL_scl1_siftwt,gr_9,gross_motor_9,mu_gm9"
"scl1_standhandheld","Integer","","Required","","10. Stands with hands held, bounces","0;1;9","0 = Fail; 1 = Pass; 9= not answered/missing","Gross_Motor10,MS1_bounces,Mullen_SEL_scl1_standhandheld,gr_10,gross_motor_10,mu_gm10"
"scl1_sit_armfree","Integer","","Required","","11. Sits with arms free (Sir)","0;1;9","0 = Fail; 1 = Pass; 9= not answered/missing","Gross_Motor11,MS1_armsFree,Mullen_SEL_scl1_sit_armfree,gr_11,gross_motor_11,mu_gm11"
"scl1_pullself","Integer","","Required","","12. Pulls self to stand (Sit to stand)","0;1;9","0 = Fail; 1 = Pass; 9= not answered/missing","Gross_Motor12,MS1_Stand_q12,Mullen_SEL_scl1_pullself,gr_12,gross_motor_12,mu_gm12"
"scl1_sitting","Integer","","Required","","13. Gets from sitting to hands and knees (Sit)","0;1;9","0 = Fail; 1 = Pass; 9= not answered/missing","Gross_Motor13,MS1_sitting_q13,Mullen_SEL_scl1_sitting,gr_13,gross_motor_13,mu_gm13"
"scl1_walkhandheld","Integer","","Required","","14. Walks with one hand held","0;1;9","0 = Fail; 1 = Pass; 9= not answered/missing","Gross_Motor14,MS1_walk_q14,Mullen_SEL_scl1_walkhandheld,gr_14,gross_motor_14,mu_gm14"
"scl1_standalone","Integer","","Required","","15. Stands alone (1-2 seconds)","0;1;9","0 = Fail; 1 = Pass; 9= not answered/missing","Gross_Motor15,MS1_standalone,Mullen_SEL_scl1_standalone,gr_15,gross_motor_15,mu_gm15"
"scl1_walkalone","Integer","","Required","","16. Walks alone (4-5 steps)","0;1;9","0 = Fail; 1 = Pass; 9= not answered/missing","Gross_Motor16,MS1_walksalone,Mullen_SEL_scl1_walkalone,gr_16,gross_motor_16,mu_gm16"
"scl1_throwball","Integer","","Required","","17. Throws a ball underhand","0;1;9","0 = Fail; 1 = Pass; 9= not answered/missing","Gross_Motor17,MS1_ball_q17,Mullen_SEL_scl1_throwball,gr_17,gross_motor_17,mu_gm17"
"scl1_stnadbyroll","Integer","","Required","","18. Gets to stand by rolling to side (S to stand)","0;1;9","0 = Fail; 1 = Pass; 9= not answered/missing","Gross_Motor18,MS1_rolling_q18,Mullen_SEL_scl1_stnadbyroll,gr_18,gross_motor_18,mu_gm18"
"scl1_stand","Integer","","Required","","19. Stands, squats, stands","0;1;9","0 = Fail; 1 = Pass; 9= not answered/missing","Gross_Motor19,MS1_SSS_q19,Mullen_SEL_scl1_stand,gr_19,gross_motor_19,mu_gm19"
"scl1_walkstairshelp","Integer","","Required","","20. Walks up stairs with help, nonalternating","0;1;9","0 = Fail; 1 = Pass; 9= not answered/missing","Gross_Motor20,MS1_walkup_q20,Mullen_SEL_scl1_walkstairshelp,gr_20,gross_motor_20,mu_gm20"
"scl1_runstiff","Integer","","Required","","21. Runs stiffly","0;1;9","0 = Fail; 1 = Pass; 9= not answered/missing","Gross_Motor21,MS1_Runs_q21,Mullen_SEL_scl1_runstiff,gr_21,gross_motor_21,mu_gm21"
"scl1_kickball","Integer","","Required","","22. Kicks a 10- to 12-inch ball (2 of 5 trials)","0;1;9","0 = Fail; 1 = Pass; 9= not answered/missing","Gross_Motor22,MS1_kicksball_q22,Mullen_SEL_scl1_kickball,gr_22,gross_motor_22,mu_gm22"
"scl1_standonefoot","Integer","","Required","","23. Stands on one foot, with help","0;1;9","0 = Fail; 1 = Pass; 9= not answered/missing","Gross_Motor23,MS1_onefoot_q23,Mullen_SEL_scl1_standonefoot,gr_23,gross_motor_23,mu_gm23"
