"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","45","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"eq_future","Integer","","Recommended","I think about what will happen in the future.","1::5","1= Never; 2= Rarely; 3= Sometimes; 4= Often; 5= All the time",""
"eq_facts","Integer","","Recommended","I remind myself that thoughts aren't facts.","1::5","1= Never; 2= Rarely; 3= Sometimes; 4= Often; 5= All the time",""
"eq_accept","Integer","","Recommended","I am better able to accept myself as I am.","1::5","1= Never; 2= Rarely; 3= Sometimes; 4= Often; 5= All the time",""
"eq_details","Integer","","Recommended","I notice all sorts of little things and details in the world around me.","1::5","1= Never; 2= Rarely; 3= Sometimes; 4= Often; 5= All the time",""
"eq_kinder","Integer","","Recommended","I am kinder to myself when things go wrong.","1::5","1= Never; 2= Rarely; 3= Sometimes; 4= Often; 5= All the time",""
"eq_slow","Integer","","Recommended","I can slow my thinking at times of stress.","1::5","1= Never; 2= Rarely; 3= Sometimes; 4= Often; 5= All the time",""
"eq_wonder","Integer","","Recommended","I wonder what kind of person I really am.","1::5","1= Never; 2= Rarely; 3= Sometimes; 4= Often; 5= All the time",""
"eq_carried","Integer","","Recommended","I am not so easily carried away by my thoughts and feelings.","1::5","1= Never; 2= Rarely; 3= Sometimes; 4= Often; 5= All the time",""
"eq_difficulties","Integer","","Recommended","I notice that I don't take difficulties so personally.","1::5","1= Never; 2= Rarely; 3= Sometimes; 4= Often; 5= All the time",""
"eq_separate","Integer","","Recommended","I can separate myself from my thoughts and feelings.","1::5","1= Never; 2= Rarely; 3= Sometimes; 4= Often; 5= All the time",""
"eq_analyze","Integer","","Recommended","I analyze why things turn out the way they do.","1::5","1= Never; 2= Rarely; 3= Sometimes; 4= Often; 5= All the time",""
"eq_respond","Integer","","Recommended","I can take time to respond to difficulties.","1::5","1= Never; 2= Rarely; 3= Sometimes; 4= Often; 5= All the time",""
"eq_others","Integer","","Recommended","I think over and over again about what others have said to me.","1::5","1= Never; 2= Rarely; 3= Sometimes; 4= Often; 5= All the time",""
"eq_kindly","Integer","","Recommended","I can treat myself kindly.","1::5","1= Never; 2= Rarely; 3= Sometimes; 4= Often; 5= All the time",""
"eq_unpleasant","Integer","","Recommended","I can observe unpleasant feelings without being drawn into them.","1::5","1= Never; 2= Rarely; 3= Sometimes; 4= Often; 5= All the time",""
"eq_aware","Integer","","Recommended","I have the sense that I am fully aware of what is going on around me and inside me.","1::5","1= Never; 2= Rarely; 3= Sometimes; 4= Often; 5= All the time",""
"eq_see","Integer","","Recommended","I can actually see that I am not my thoughts.","1::5","1= Never; 2= Rarely; 3= Sometimes; 4= Often; 5= All the time",""
"eq_body","Integer","","Recommended","I am consciously aware of a sense of my body as a whole.","1::5","1= Never; 2= Rarely; 3= Sometimes; 4= Often; 5= All the time",""
"eq_different","Integer","","Recommended","I think about the ways in which I am different from other people.","1::5","1= Never; 2= Rarely; 3= Sometimes; 4= Often; 5= All the time",""
"eq_perspective","Integer","","Recommended","I view things from a wider perspective.","1::5","1= Never; 2= Rarely; 3= Sometimes; 4= Often; 5= All the time",""
