"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","45","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"timepoint_label","String","50","Recommended","Timepoint/visit label","","e.g., Baseline, 6-Month Follow Up, Year 2; Morning, At Bedtime",""
"respondents","String","20","Recommended","Respondent","Mother;Father;Parent;Guardian;Teacher;Child;Self;Caregiver;Partner;Other;Physician","",""
"d__1","Integer","","Recommended","Having a drink or two at home after work is a harmless way to relax and unwind","1::4","1=Strongly disagree; 2=Disagree; 3=Agree; 4=Strongly agree",""
"d__2","Integer","","Recommended","Getting together for drinks once in a while after work with coworkers can improve employees' morale","1::4","1=Strongly disagree; 2=Disagree; 3=Agree; 4=Strongly agree",""
"d__3","Integer","","Recommended","Drinking with clients or customers is good for business","1::4","1=Strongly disagree; 2=Disagree; 3=Agree; 4=Strongly agree",""
"d__4","Integer","","Recommended","Supervisors miss key information if they don't socialize with colleagues over a drink","1::4","1=Strongly disagree; 2=Disagree; 3=Agree; 4=Strongly agree",""
"d__5","Integer","","Recommended","A drink or two a day is good for a person's health","1::4","1=Strongly disagree; 2=Disagree; 3=Agree; 4=Strongly agree",""
"d__6","Integer","","Recommended","A few beers or drinks at lunch are a reasonable way to deal with a boring or repetitive job","1::4","1=Strongly disagree; 2=Disagree; 3=Agree; 4=Strongly agree",""
"d__7","Integer","","Recommended","The more frequently people are exposed to alcohol, the more likely they are to develop a drinking problem","1::4","1=Strongly disagree; 2=Disagree; 3=Agree; 4=Strongly agree",""
"d__8","Integer","","Recommended","Serving alcohol at company social events sets a bad example for employees","1::4","1=Strongly disagree; 2=Disagree; 3=Agree; 4=Strongly agree",""
