"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","20","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","","interviewyear"
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported","gender"
"respondent","String","20","Required","Respondent","Mother;Father;Parent;Guardian;Teacher;Child;Self;Caregiver;Partner;Other;NA","NA=Not Applicable",""
"respondent_other_specify","String","50","Recommended","Respondent: Other (specify)","","",""
"dbrs_6m_1","Integer","","Recommended","1. Loses temper (symptoms  past 6 months)","0::3; 999","0=never or rarely, 1=somewhat true, 2=often, 3=very often",""
"dbrs_6m_2","Integer","","Recommended","2. Argues with adults (symptoms  past 6 months)","0::3; 999","0=never or rarely, 1=somewhat true, 2=often, 3=very often",""
"dbrs_6m_3","Integer","","Recommended","3. Actively defies or refuses to comply with adult's requests or rules (symptoms  past 6 months)","0::3; 999","0=never or rarely, 1=somewhat true, 2=often, 3=very often",""
"dbrs_6m_4","Integer","","Recommended","4. Deliberately annoys people (symptoms  past 6 months)","0::3; 999","0=never or rarely, 1=somewhat true, 2=often, 3=very often",""
"dbrs_6m_5","Integer","","Recommended","5. Blames others for his/her mistakes or misbehavior (symptoms  past 6 months)","0::3; 999","0=never or rarely, 1=somewhat true, 2=often, 3=very often",""
"dbrs_6m_6","Integer","","Recommended","6. Is touchy or easily annoyed by others (symptoms  past 6 months)","0::3; 999","0=never or rarely, 1=somewhat true, 2=often, 3=very often",""
"dbrs_6m_7","Integer","","Recommended","7. Is angry or resentful (symptoms  past 6 months)","0::3; 999","0=never or rarely, 1=somewhat true, 2=often, 3=very often",""
"dbrs_6m_8","Integer","","Recommended","8. Is spiteful or vindictive (symptoms  past 6 months)","0::3; 999","0=never or rarely, 1=somewhat true, 2=often, 3=very often",""
"dbrs_int_1","Integer","","Recommended","1. In his/her home life with the immediate family (impairment  past 6 months)","0::3; 999","0=never or rarely, 1=somewhat true, 2=often, 3=very often",""
"dbrs_int_2","Integer","","Recommended","2. In social interactions with other children (impairment  past 6 months)","0::3; 999","0=never or rarely, 1=somewhat true, 2=often, 3=very often",""
"dbrs_int_3","Integer","","Recommended","3. In his/her activities or dealings in the community (impairment  past 6 months)","0::3; 999","0=never or rarely, 1=somewhat true, 2=often, 3=very often",""
"dbrs_int_4","Integer","","Recommended","4. In school activities and interactions with teachers (impairment  past 6 months)","0::3; 999","0=never or rarely, 1=somewhat true, 2=often, 3=very often",""
"dbrs_int_5","Integer","","Recommended","5. In sports, clubs, or other organizations (impairment  past 6 months)","0::3; 999","0=never or rarely, 1=somewhat true, 2=often, 3=very often",""
"dbrs_int_6","Integer","","Recommended","6. In taking care of himself/herself (impairment  past 6 months)","0::3; 999","0=never or rarely, 1=somewhat true, 2=often, 3=very often",""
"dbrs_int_7","Integer","","Recommended","7. In his/her play, leisure, or recreational activities (impairment  past 6 months)","0::3; 999","0=never or rarely, 1=somewhat true, 2=often, 3=very often",""
"dbrs_int_8","Integer","","Recommended","8. In his/her handling of daily chores or other responsibilities (impairment  past 6 months)","0::3; 999","0=never or rarely, 1=somewhat true, 2=often, 3=very often",""
"dbrs_total_6m","Integer","","Required","Total Score of 8 items from past 6 months (6M)","0::24; 999","",""
"dbrs_total_int","Integer","","Required","Total Score of 8 items from interference in past 6 months (int)","0::24; 999","",""
"dbrs_pw_1","Integer","","Recommended","1. Loses temper","0::3; 999","0=never or rarely, 1=somewhat true, 2=often, 3=very often",""
"dbrs_pw_2","Integer","","Recommended","2. Argues with adults","0::3; 999","0=never or rarely, 1=somewhat true, 2=often, 3=very often",""
"dbrs_pw_3","Integer","","Recommended","3. Actively defies or refuses to comply with adult's requests or rules","0::3; 999","0=never or rarely, 1=somewhat true, 2=often, 3=very often",""
"dbrs_pw_4","Integer","","Recommended","4. Deliberately annoys people","0::3; 999","0=never or rarely, 1=somewhat true, 2=often, 3=very often",""
"dbrs_pw_5","Integer","","Recommended","5. Blames others for his/her mistakes or misbehavior","0::3; 999","0=never or rarely, 1=somewhat true, 2=often, 3=very often",""
"dbrs_pw_6","Integer","","Recommended","6. Is touchy or easily annoyed by others","0::3; 999","0=never or rarely, 1=somewhat true, 2=often, 3=very often",""
"dbrs_pw_7","Integer","","Recommended","7. Is angry or resentful","0::3; 999","0=never or rarely, 1=somewhat true, 2=often, 3=very often",""
"dbrs_pw_8","Integer","","Recommended","8. Is spiteful or vindictive","0::3; 999","0=never or rarely, 1=somewhat true, 2=often, 3=very often",""
"dbrs_pw_9","Integer","","Recommended","Do these behaviors reflect how things have been going lately (past month)?","1::2","1=yes; 2=no",""
"dbrs_pw_10","Integer","","Recommended","If no, has this week has been better or worse?","1::2","1=better; 2=worse",""
"comments_misc","String","4000","Recommended","Miscellaneous comments on study, interview, methodology relevant to this form data","","","dbrs_pw_comments"
"dbrs_total_pw","Integer","","Required","Total Score of 8 items from past week","0::24; 999","",""
"tdbd_r62_1","Integer","","Recommended","Please rate how helpful and cooperative this child is during class","0::6","0= Never seemed helpful; 3= Somewhat helpful/cooperative; 6= Extremely helpful/cooperative",""
"tdbd_r63_1","Integer","","Recommended","Please rate how much you think this child is able to ignore mean or bad things done by their classmates and control their emotions when things don�t go their way","0::6","0= Not at all, usually gets upset; 3= Somewhat able to ignore/control his/her emotions; Very much able to ignore/control his/her emotions",""
"tdbd_r64_1","Integer","","Recommended","Please rate how much you think this child likes to share with her peers","0::6","0= Not at all; 3= Somewhat; 6= Very much",""
"dbdrs16","Integer","","Recommended","Has forced someone into sexual activity","1::4","1=Not at all; 2=Just a little; 3=Pretty much; 4=Very much",""
"dbdrs17","Integer","","Recommended","Often bullies, threatens, or intimidates others","1::4","1=Not at all; 2=Just a little; 3=Pretty much; 4=Very much",""
"dbdrs18","Integer","","Recommended","Has been physically cruel to animals","1::4","1=Not at all; 2=Just a little; 3=Pretty much; 4=Very much",""
"dbdrs19","Integer","","Recommended","Often stays out at night despite parental prohibitions","1::4","1=Not at all; 2=Just a little; 3=Pretty much; 4=Very much",""
"dbdrs20","Integer","","Recommended","Has stolen why confronting a victim (e.g., mugging, extortion, pickpocketing","1::4","1=Not at all; 2=Just a little; 3=Pretty much; 4=Very much",""
"dbdrs21","Integer","","Recommended","Has deliberately engaged in fire setting with the intention of causing serious damage","1::4","1=Not at all; 2=Just a little; 3=Pretty much; 4=Very much",""
"dbdrs22","Integer","","Recommended","Has broken into someone else?s house, building, or car","1::4","1=Not at all; 2=Just a little; 3=Pretty much; 4=Very much",""
"dbdrs23","Integer","","Recommended","Has used a weapon that can cause serious physical harm to others (e.g., ax, brick, broken bottle, knife, stone, machete/pangas)","1::4","1=Not at all; 2=Just a little; 3=Pretty much; 4=Very much",""
