"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","45","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"odor_1_hedonic","Integer","","Recommended","Hedonic valence rating of odor 1","-7 :: 7","-7= Extremely unpleasant; 0= Neutral; 7 = Extremely pleasant",""
"odor_2_hedonic","Integer","","Recommended","Hedonic valence rating of odor 2","-7 :: 7","-7= Extremely unpleasant; 0= Neutral; 7 = Extremely pleasant",""
"odor_3_hedonic","Integer","","Recommended","Hedonic valence rating of odor 3","-7 :: 7","-7= Extremely unpleasant; 0= Neutral; 7 = Extremely pleasant",""
"odor_4_hedonic","Integer","","Recommended","Hedonic valence rating of odor 4","-7 :: 7","-7= Extremely unpleasant; 0= Neutral; 7 = Extremely pleasant",""
"odor_5_hedonic","Integer","","Recommended","Hedonic valence rating of odor 5","-7 :: 7","-7= Extremely unpleasant; 0= Neutral; 7 = Extremely pleasant",""
"odor_6_hedonic","Integer","","Recommended","Hedonic valence rating of odor 6","-7 :: 7","-7= Extremely unpleasant; 0= Neutral; 7 = Extremely pleasant",""
"odor_7_hedonic","Integer","","Recommended","Hedonic valence rating of odor 7","-7 :: 7","-7= Extremely unpleasant; 0= Neutral; 7 = Extremely pleasant",""
"odor_8_hedonic","Integer","","Recommended","Hedonic valence rating of odor 8","-7 :: 7","-7= Extremely unpleasant; 0= Neutral; 7 = Extremely pleasant",""
"odor_9_hedonic","Integer","","Recommended","Hedonic valence rating of odor 9","-7 :: 7","-7= Extremely unpleasant; 0= Neutral; 7 = Extremely pleasant",""
"odor_1_intensity","Integer","","Recommended","Intensity rating of odor 1","0 :: 7","0= Odorless; 4= Moderately intense; 7= Most intense",""
"odor_2_intensity","Integer","","Recommended","Intensity rating of odor 2","0 :: 7","0= Odorless; 4= Moderately intense; 7= Most intense",""
"odor_3_intensity","Integer","","Recommended","Intensity rating of odor 3","0 :: 7","0= Odorless; 4= Moderately intense; 7= Most intense",""
"odor_4_intensity","Integer","","Recommended","Intensity rating of odor 4","0 :: 7","0= Odorless; 4= Moderately intense; 7= Most intense",""
"odor_5_intensity","Integer","","Recommended","Intensity rating of odor 5","0 :: 7","0= Odorless; 4= Moderately intense; 7= Most intense",""
"odor_6_intensity","Integer","","Recommended","Intensity rating of odor 6","0 :: 7","0= Odorless; 4= Moderately intense; 7= Most intense",""
"odor_7_intensity","Integer","","Recommended","Intensity rating of odor 7","0 :: 7","0= Odorless; 4= Moderately intense; 7= Most intense",""
"odor_8_intensity","Integer","","Recommended","Intensity rating of odor 8","0 :: 7","0= Odorless; 4= Moderately intense; 7= Most intense",""
"odor_9_intensity","Integer","","Recommended","Intensity rating of odor 9","0 :: 7","0= Odorless; 4= Moderately intense; 7= Most intense",""
