"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","20","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"sssw_1","Integer","","Recommended","I feel content with the way my present sex life is.","1::5","1 = Strongly disagree; 5 = Strongly agree",""
"sssw_2","Integer","","Recommended","I often feel something is missing from my present sex life.","1::5","1 = Strongly disagree; 5 = Strongly agree",""
"sssw_3","Integer","","Recommended","I often feel I don't have enough emotional closeness in my sex life.","1::5","1 = Strongly disagree; 5 = Strongly agree",""
"sssw_4","Integer","","Recommended","I feel content with how often I presently have sexual intimacy (kissing, intercourse, etc.) in my life.","1::5","1 = Strongly disagree; 5 = Strongly agree",""
"sssw_5","Integer","","Recommended","I don't have any important problems or concerns about sex (arousal, orgasm, frequency, compatibility, communication, etc.).","1::5","1 = Strongly disagree; 5 = Strongly agree",""
"sssw_6","Integer","","Recommended","Overall, how satisfactory or unsatisfactory is your present sex life?","1::5","1 = Strongly disagree; 5 = Strongly agree",""
"sssw_7","Integer","","Recommended","My partner often gets defensive when I try discussing sex","1::5","1 = Strongly disagree; 5 = Strongly agree",""
"sssw_8","Integer","","Recommended","My partner and I do not discuss sex openly enough with each other, or do not discuss sex often enough.","1::5","1 = Strongly disagree; 5 = Strongly agree",""
"sssw_9","Integer","","Recommended","I usually feel completely comfortable discussing sex whenever my partner wants to.","1::5","1 = Strongly disagree; 5 = Strongly agree",""
"sssw_10","Integer","","Recommended","My partner usually feels completely comfortable discussing sex whenever I want to.","1::5","1 = Strongly disagree; 5 = Strongly agree",""
"sssw_11","Integer","","Recommended","I have no difficulty talking about my deepest feelings and emotions when my partner wants me to.","1::5","1 = Strongly disagree; 5 = Strongly agree",""
"sssw_12","Integer","","Recommended","My partner has no difficulty talking about their deepest feelings and emotions when I want him to.","1::5","1 = Strongly disagree; 5 = Strongly agree",""
"sssw_13","Integer","","Recommended","I often feel my partner isn't sensitive or aware enough about my sexual likes and desires.","1::5","1 = Strongly disagree; 5 = Strongly agree",""
"sssw_14","Integer","","Recommended","I often feel that my partner and I are not sexually compatible enough.","1::5","1 = Strongly disagree; 5 = Strongly agree",""
"sssw_15","Integer","","Recommended","I often feel that my partner's beliefs and attitudes about sex are too different from mine.","1::5","1 = Strongly disagree; 5 = Strongly agree",""
"sssw_16","Integer","","Recommended","I sometimes think my partner and I are mismatched in needs and desires concerning sexual intimacy.","1::5","1 = Strongly disagree; 5 = Strongly agree",""
"sssw_17","Integer","","Recommended","I sometimes feel that my partner and I might not be physically attracted to each other enough.","1::5","1 = Strongly disagree; 5 = Strongly agree",""
"sssw_18","Integer","","Recommended","I sometimes think my partner and I are mismatched in our sexual styles and preferences.","1::5","1 = Strongly disagree; 5 = Strongly agree",""
"sssw_19","Integer","","Recommended","I'm worried that my partner will become frustrated with my sexual difficulties","1::5","1 = Strongly disagree; 5 = Strongly agree",""
"sssw_20","Integer","","Recommended","I'm worried that my sexual difficulties will adversely affect my relationship.","1::5","1 = Strongly disagree; 5 = Strongly agree",""
"sssw_21","Integer","","Recommended","I'm worried that my partner may have an affair because of my sexual difficulties.","1::5","1 = Strongly disagree; 5 = Strongly agree",""
"sssw_22","Integer","","Recommended","I'm worried that my partner is sexually unfulfilled.","1::5","1 = Strongly disagree; 5 = Strongly agree",""
"sssw_23","Integer","","Recommended","I'm worried that my partner views me as less of a woman because of my sexual difficulties.","1::5","1 = Strongly disagree; 5 = Strongly agree",""
"sssw_24","Integer","","Recommended","I feel like I've disappointed my partner by having sexual difficulties.","1::5","1 = Strongly disagree; 5 = Strongly agree",""
"sssw_25","Integer","","Recommended","My sexual difficulties are frustrating to me.","1::5","1 = Strongly disagree; 5 = Strongly agree",""
"sssw_26","Integer","","Recommended","My sexual difficulties make me feel sexually unfulfilled.","1::5","1 = Strongly disagree; 5 = Strongly agree",""
"sssw_27","Integer","","Recommended","I'm worried that my sexual difficulties might cause me to seek sexual fulfillment outside my relationship.","1::5","1 = Strongly disagree; 5 = Strongly agree",""
"sssw_28","Integer","","Recommended","I'm so distressed about my sexual difficulties that it affects the way I feel about myself.","1::5","1 = Strongly disagree; 5 = Strongly agree",""
"sssw_29","Integer","","Recommended","I'm so distressed about my sexual difficulties that it affects my own well-being.","1::5","1 = Strongly disagree; 5 = Strongly agree",""
"sssw_30","Integer","","Recommended","My sexual difficulties annoy and anger me.","1::5","1 = Strongly disagree; 5 = Strongly agree",""
"sssw_total","Integer","","Recommended","SSS-W Total Score","0::150","sum of items SSSW_1 - SSSW_30 on a 5 point scale (1 point for items marked 1; 5 points for items marked 5)",""
