"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","45","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported","gender"
"famques01","Integer","","Recommended","I tend to neglect myself because of him/her","1::4","1= Never/Very Rarely; 2= Rarely; 3= Often; 4= Very Often",""
"famques02","Integer","","Recommended","I have to keep asking/her to do things","1::4","1= Never/Very Rarely; 2= Rarely; 3= Often; 4= Very Often",""
"famques03","Integer","","Recommended","I often think about what is to become of him/her","1::4","1= Never/Very Rarely; 2= Rarely; 3= Often; 4= Very Often",""
"famques04","Integer","","Recommended","He/she irritates me","1::4","1= Never/Very Rarely; 2= Rarely; 3= Often; 4= Very Often",""
"famques05","Integer","","Recommended","I keep thinking about the reason for his/her ilness","1::4","1= Never/Very Rarely; 2= Rarely; 3= Often; 4= Very Often",""
"famques06","Integer","","Recommended","I have to try not to criticize him/her","1::4","1= Never/Very Rarely; 2= Rarely; 3= Often; 4= Very Often",""
"famques07","Integer","","Recommended","I cant sleep because of him/her","1::4","1= Never/Very Rarely; 2= Rarely; 3= Often; 4= Very Often",""
"famques08","Integer","","Recommended","It's hard for us to agree on things","1::4","1= Never/Very Rarely; 2= Rarely; 3= Often; 4= Very Often",""
"famques09","Integer","","Recommended","When something  about him/her bothers me I keep it to myself","1::4","1= Never/Very Rarely; 2= Rarely; 3= Often; 4= Very Often",""
"famques10","Integer","","Recommended","He/she does not apprecaite what I do for him/her","1::4","1= Never/Very Rarely; 2= Rarely; 3= Often; 4= Very Often",""
"famques11","Integer","","Recommended","I regard my won needs as less important","1::4","1= Never/Very Rarely; 2= Rarely; 3= Often; 4= Very Often",""
"famques12","Integer","","Recommended","he/she sometimes gets on my nerves","1::4","1= Never/Very Rarely; 2= Rarely; 3= Often; 4= Very Often",""
"famques13","Integer","","Recommended","I'm very worried about him/her","1::4","1= Never/Very Rarely; 2= Rarely; 3= Often; 4= Very Often",""
"famques14","Integer","","Recommended","He/she does some things out of spite","1::4","1= Never/Very Rarely; 2= Rarely; 3= Often; 4= Very Often",""
"famques15","Integer","","Recommended","I thought I would become ill myself","1::4","1= Never/Very Rarely; 2= Rarely; 3= Often; 4= Very Often",""
"famques16","Integer","","Recommended","When he/she constantly wants something from me, it annoys me","1::4","1= Never/Very Rarely; 2= Rarely; 3= Often; 4= Very Often",""
"famques17","Integer","","Recommended","He/she is an important part of my life","1::4","1= Never/Very Rarely; 2= Rarely; 3= Often; 4= Very Often",""
"famques18","Integer","","Recommended","I have to insist that he/she behave differently","1::4","1= Never/Very Rarely; 2= Rarely; 3= Often; 4= Very Often",""
"famques19","Integer","","Recommended","I have given up important things in order to help him/her","1::4","1= Never/Very Rarely; 2= Rarely; 3= Often; 4= Very Often",""
"famques20","Integer","","Recommended","Im often angry with him/her","1::4","1= Never/Very Rarely; 2= Rarely; 3= Often; 4= Very Often",""
