"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","20","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"rsya_01","Integer","","Recommended","I always try and look on the bright side.","0::4","0=Never; 1=Rarely; 2=Sometimes; 3=Often; 4=Almost Always",""
"rsya_02","Integer","","Recommended","People say that I am easy to upset.","0::4","0=Never; 1=Rarely; 2=Sometimes; 3=Often; 4=Almost Always",""
"rsya_03","Integer","","Recommended","My life will be happy.","0::4","0=Never; 1=Rarely; 2=Sometimes; 3=Often; 4=Almost Always",""
"rsya_04","Integer","","Recommended","I can forgive my family if they upset me.","0::4","0=Never; 1=Rarely; 2=Sometimes; 3=Often; 4=Almost Always",""
"rsya_05","Integer","","Recommended","I can make major changes in my life when I need to.","0::4","0=Never; 1=Rarely; 2=Sometimes; 3=Often; 4=Almost Always",""
"rsya_06","Integer","","Recommended","My feelings are easily hurt.","0::4","0=Never; 1=Rarely; 2=Sometimes; 3=Often; 4=Almost Always",""
"rsya_07","Integer","","Recommended","When I get upset, I stay upset for about a week.","0::4","0=Never; 1=Rarely; 2=Sometimes; 3=Often; 4=Almost Always",""
"rsya_08","Integer","","Recommended","If I have a problem, I can solve it.","0::4","0=Never; 1=Rarely; 2=Sometimes; 3=Often; 4=Almost Always",""
"rsya_09","Integer","","Recommended","People know who I really am.","0::4","0=Never; 1=Rarely; 2=Sometimes; 3=Often; 4=Almost Always",""
"rsya_10","Integer","","Recommended","I like people.","0::4","0=Never; 1=Rarely; 2=Sometimes; 3=Often; 4=Almost Always",""
"rsya_11","Integer","","Recommended","If something bad happens, I can ask my friends for help.","0::4","0=Never; 1=Rarely; 2=Sometimes; 3=Often; 4=Almost Always",""
"rsya_12","Integer","","Recommended","I can get so upset that I can''t stand how I feel.","0::4","0=Never; 1=Rarely; 2=Sometimes; 3=Often; 4=Almost Always",""
"rsya_13","Integer","","Recommended","There are people who will help me if something bad happens.","0::4","0=Never; 1=Rarely; 2=Sometimes; 3=Often; 4=Almost Always",""
"rsya_14","Integer","","Recommended","I welcome changes in my life as chances to grow.","0::4","0=Never; 1=Rarely; 2=Sometimes; 3=Often; 4=Almost Always",""
"rsya_15","Integer","","Recommended","I do things well.","0::4","0=Never; 1=Rarely; 2=Sometimes; 3=Often; 4=Almost Always",""
"rsya_16","Integer","","Recommended","I find meaning in hardships that come my way.","0::4","0=Never; 1=Rarely; 2=Sometimes; 3=Often; 4=Almost Always",""
"rsya_17","Integer","","Recommended","I can let others see my real feelings.","0::4","0=Never; 1=Rarely; 2=Sometimes; 3=Often; 4=Almost Always",""
"rsya_18","Integer","","Recommended","When I get upset, I react without thinking.","0::4","0=Never; 1=Rarely; 2=Sometimes; 3=Often; 4=Almost Always",""
"rsya_19","Integer","","Recommended","I can overcome life crises that come my way.","0::4","0=Never; 1=Rarely; 2=Sometimes; 3=Often; 4=Almost Always",""
"rsya_20","Integer","","Recommended","I look for the ''good'' in life.","0::4","0=Never; 1=Rarely; 2=Sometimes; 3=Often; 4=Almost Always",""
"rsya_21","Integer","","Recommended","I view obstacles as challenges to overcome.","0::4","0=Never; 1=Rarely; 2=Sometimes; 3=Often; 4=Almost Always",""
