"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","45","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"mews1","Integer","","Recommended","I have difficulty controlling my thoughts","0::3","0=Not at all or rarely; 1=Some of the time; 2=Most of the time; 3=Nearly all of the time or constantly",""
"mews2","Integer","","Recommended","I find it hard to switch my thoughts off","0::3","0=Not at all or rarely; 1=Some of the time; 2=Most of the time; 3=Nearly all of the time or constantly",""
"mews3","Integer","","Recommended","I have two or more different thoughts going on at the same time","0::3","0=Not at all or rarely; 1=Some of the time; 2=Most of the time; 3=Nearly all of the time or constantly",""
"mews4","Integer","","Recommended","My thoughts are disorganized and all over the place","0::3","0=Not at all or rarely; 1=Some of the time; 2=Most of the time; 3=Nearly all of the time or constantly",""
"mews5","Integer","","Recommended","My thoughts are on the go all the time","0::3","0=Not at all or rarely; 1=Some of the time; 2=Most of the time; 3=Nearly all of the time or constantly",""
"mews6","Integer","","Recommended","Because my mind is on the go at bedtime, I have difficulty falling off to sleep","0::3","0=Not at all or rarely; 1=Some of the time; 2=Most of the time; 3=Nearly all of the time or constantly",""
"mews7","Integer","","Recommended","I experience ceaseless mental activity","0::3","0=Not at all or rarely; 1=Some of the time; 2=Most of the time; 3=Nearly all of the time or constantly",""
"mews8","Integer","","Recommended","I find it difficult to think about one thing without another thought entering my mind","0::3","0=Not at all or rarely; 1=Some of the time; 2=Most of the time; 3=Nearly all of the time or constantly",""
"mews9","Integer","","Recommended","I find my thoughts are distracting and prevent me from focusing on what I am doing","0::3","0=Not at all or rarely; 1=Some of the time; 2=Most of the time; 3=Nearly all of the time or constantly",""
"mews10","Integer","","Recommended","I try to distract myself from my thoughts by doing something else or listening to music","0::3","0=Not at all or rarely; 1=Some of the time; 2=Most of the time; 3=Nearly all of the time or constantly",""
"mews11","Integer","","Recommended","I have difficulty slowing my thoughts down and focusing on one thing at a time","0::3","0=Not at all or rarely; 1=Some of the time; 2=Most of the time; 3=Nearly all of the time or constantly",""
"mews12","Integer","","Recommended","I find it difficult to think about one thing without another thought entering my mind","0::3","0=Not at all or rarely; 1=Some of the time; 2=Most of the time; 3=Nearly all of the time or constantly",""
"mews13","Integer","","Recommended","I find myself flitting back and forth between thoughts","0::3","0=Not at all or rarely; 1=Some of the time; 2=Most of the time; 3=Nearly all of the time or constantly",""
"mews14","Integer","","Recommended","I use alcohol or other drugs to slow down my thoughts and stop constant mental chatter","0::3","0=Not at all or rarely; 1=Some of the time; 2=Most of the time; 3=Nearly all of the time or constantly",""
"mews15","Integer","","Recommended","I can only focus my thoughts on one thing at a time with considerable effort","0::3","0=Not at all or rarely; 1=Some of the time; 2=Most of the time; 3=Nearly all of the time or constantly",""
