"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","45","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"susms1","Integer","","Recommended","How often have people treated you in the following ways at any time in the past because of your alcohol and/or drug use history? Family members have thought that I cannot be trusted","1::5","1=Never; 2= Not Often; 3=Somewhat Often; 4=Often; 5=Very Often",""
"susms2","Integer","","Recommended","How often have people treated you in the following ways at any time in the past because of your alcohol and/or drug use history? Family members have looked down on me","1::5","1=Never; 2= Not Often; 3=Somewhat Often; 4=Often; 5=Very Often",""
"susms3","Integer","","Recommended","How often have people treated you in the following ways at any time in the past because of your alcohol and/or drug use history? Family members have treated me differently","1::5","1=Never; 2= Not Often; 3=Somewhat Often; 4=Often; 5=Very Often",""
"susms4","Integer","","Recommended","How often have people treated you in the following ways at any time in the past because of your alcohol and/or drug use history? Healthcare workers have not listened to my concerns","1::5","1=Never; 2= Not Often; 3=Somewhat Often; 4=Often; 5=Very Often",""
"susms5","Integer","","Recommended","How often have people treated you in the following ways at any time in the past because of your alcohol and/or drug use history? Healthcare workers have thought that I'm ''pill shopping,'' or trying to con them into giving me prescription medications to get high or sell","1::5","1=Never; 2= Not Often; 3=Somewhat Often; 4=Often; 5=Very Often",""
"susms6","Integer","","Recommended","How often have people treated you in the following ways at any time in the past because of your alcohol and/or drug use history? Healthcare workers have given me poor care","1::5","1=Never; 2= Not Often; 3=Somewhat Often; 4=Often; 5=Very Often",""
"susms7","Integer","","Recommended","How likely is it that people will treat you in the following ways in the future because of your alcohol and/or drug use history? Family members will think that I cannot be trusted","1::5","1=Very unlikely; 2=Unlikely; 3=Neither unlikely nor likely; 4=Likely; 5=Very likely",""
"susms8","Integer","","Recommended","How likely is it that people will treat you in the following ways in the future because of your alcohol and/or drug use history? Family members will look down on me","1::5","1=Very unlikely; 2=Unlikely; 3=Neither unlikely nor likely; 4=Likely; 5=Very likely",""
"susms9","Integer","","Recommended","How likely is it that people will treat you in the following ways in the future because of your alcohol and/or drug use history? Family members will treat me differently","1::5","1=Very unlikely; 2=Unlikely; 3=Neither unlikely nor likely; 4=Likely; 5=Very likely",""
"susms10","Integer","","Recommended","The following questions ask about your perceptions and experiences. Sometimes these questions can be difficult to answer, but please try to choose the answer that best fits for you. You can skip any questions you would like. How likely is it that people will treat you in the following ways in the future because of your alcohol and/or drug use history? Healthcare workers will not listen to my concerns","1::5","1=Very unlikely; 2=Unlikely; 3=Neither unlikely nor likely; 4=Likely; 5=Very likely",""
"susms11","Integer","","Recommended","How likely is it that people will treat you in the following ways in the future because of your alcohol and/or drug use history? Healthcare workers will think that I'm ''pill shopping,'' or trying to con them into giving me prescription medications to get high or sell","1::5","1=Very unlikely; 2=Unlikely; 3=Neither unlikely nor likely; 4=Likely; 5=Very likely",""
"susms12","Integer","","Recommended","The following questions ask about your perceptions and experiences. Sometimes these questions can be difficult to answer, but please try to choose the answer that best fits for you. You can skip any questions you would like. How likely is it that people will treat you in the following ways in the future because of your alcohol and/or drug use history? Healthcare workers will give me poor care","1::5","1=Very unlikely; 2=Unlikely; 3=Neither unlikely nor likely; 4=Likely; 5=Very likely",""
"susms13","Integer","","Recommended","How do you feel about your alcohol and/or drug use history? Having used alcohol and/or drugs makes me feel like I'm a bad person","1::5","1=Strongly disagree; 2=Disagree; 3=Neither disagree nor agree; 4=Agree; 5=Strongly agree",""
"susms14","Integer","","Recommended","How do you feel about your alcohol and/or drug use history? I feel I'm not as good as others because I used alcohol and/or drugs","1::5","1=Strongly disagree; 2=Disagree; 3=Neither disagree nor agree; 4=Agree; 5=Strongly agree",""
"susms15","Integer","","Recommended","How do you feel about your alcohol and/or drug use history? I feel ashamed of having used alcohol and/or drugs","1::5","1=Strongly disagree; 2=Disagree; 3=Neither disagree nor agree; 4=Agree; 5=Strongly agree",""
"susms16","Integer","","Recommended","How do you feel about your alcohol and/or drug use history? I think less of myself because I used alcohol and/or drugs","1::5","1=Strongly disagree; 2=Disagree; 3=Neither disagree nor agree; 4=Agree; 5=Strongly agree",""
"susms17","Integer","","Recommended","How do you feel about your alcohol and/or drug use history? Having used alcohol and/or drugs makes me feel unclean","1::5","1=Strongly disagree; 2=Disagree; 3=Neither disagree nor agree; 4=Agree; 5=Strongly agree",""
"susms18","Integer","","Recommended","How do you feel about your alcohol and/or drug use history? Having used alcohol and/or drugs is disgusting to me","1::5","1=Strongly disagree; 2=Disagree; 3=Neither disagree nor agree; 4=Agree; 5=Strongly agree",""
