"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","20","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"srae_1","Integer","","Recommended","When I drink alcohol, I am more fearless.","1::5","1 = Extremely unlikely; 2 = Unlikely; 3 = Neutral; 4 = Likely; 5 = Extremely likely",""
"srae_2","Integer","","Recommended","When I drink alcohol, I feel no physical pain.","1::5","1 = Extremely unlikely; 2 = Unlikely; 3 = Neutral; 4 = Likely; 5 = Extremely likely",""
"srae_3","Integer","","Recommended","When I drink alcohol, I take more risks, even if it's life-threatening.","1::5","1 = Extremely unlikely; 2 = Unlikely; 3 = Neutral; 4 = Likely; 5 = Extremely likely",""
"srae_4","Integer","","Recommended","When I drink alcohol, I don't care if I live or die.","1::5","1 = Extremely unlikely; 2 = Unlikely; 3 = Neutral; 4 = Likely; 5 = Extremely likely",""
"srae_5","Integer","","Recommended","When I drink alcohol, I tend to criticize myself a lot.","1::5","1 = Extremely unlikely; 2 = Unlikely; 3 = Neutral; 4 = Likely; 5 = Extremely likely",""
"srae_6","Integer","","Recommended","When I drink alcohol, I feel more comfortable with taking risks.","1::5","1 = Extremely unlikely; 2 = Unlikely; 3 = Neutral; 4 = Likely; 5 = Extremely likely",""
"srae_7","Integer","","Recommended","When I drink alcohol, I am less cautious with my safety.","1::5","1 = Extremely unlikely; 2 = Unlikely; 3 = Neutral; 4 = Likely; 5 = Extremely likely",""
"srae_8","Integer","","Recommended","When I drink alcohol, I am numb to any physical pain.","1::5","1 = Extremely unlikely; 2 = Unlikely; 3 = Neutral; 4 = Likely; 5 = Extremely likely",""
"srae_9","Integer","","Recommended","When I drink alcohol, I become tearful.","1::5","1 = Extremely unlikely; 2 = Unlikely; 3 = Neutral; 4 = Likely; 5 = Extremely likely",""
"srae_10","Integer","","Recommended","When I drink alcohol, I become more aggressive.","1::5","1 = Extremely unlikely; 2 = Unlikely; 3 = Neutral; 4 = Likely; 5 = Extremely likely",""
"srae_11","Integer","","Recommended","When I drink alcohol, I think a lot about death.","1::5","1 = Extremely unlikely; 2 = Unlikely; 3 = Neutral; 4 = Likely; 5 = Extremely likely",""
"srae_12","Integer","","Recommended","When I drink alcohol, I become more reckless.","1::5","1 = Extremely unlikely; 2 = Unlikely; 3 = Neutral; 4 = Likely; 5 = Extremely likely",""
"srae_13","Integer","","Recommended","When I drink alcohol, I am more likely to cry.","1::5","1 = Extremely unlikely; 2 = Unlikely; 3 = Neutral; 4 = Likely; 5 = Extremely likely",""
"srae_14","Integer","","Recommended","When I drink alcohol, I become more tolerant of pain.","1::5","1 = Extremely unlikely; 2 = Unlikely; 3 = Neutral; 4 = Likely; 5 = Extremely likely",""
"srae_15","Integer","","Recommended","When I drink alcohol, I think about wanting to die.","1::5","1 = Extremely unlikely; 2 = Unlikely; 3 = Neutral; 4 = Likely; 5 = Extremely likely",""
"srae_16","Integer","","Recommended","When I drink alcohol, I think a lot about my past mistakes.","1::5","1 = Extremely unlikely; 2 = Unlikely; 3 = Neutral; 4 = Likely; 5 = Extremely likely",""
"srae_17","Integer","","Recommended","When I drink alcohol, I avoid situations that might cause me harm.","1::5","1 = Extremely unlikely; 2 = Unlikely; 3 = Neutral; 4 = Likely; 5 = Extremely likely",""
"srae_18","Integer","","Recommended","When I drink alcohol, I am less bothered by physical pain.","1::5","1 = Extremely unlikely; 2 = Unlikely; 3 = Neutral; 4 = Likely; 5 = Extremely likely",""
"srae_19","Integer","","Recommended","When I drink alcohol, I gain courage to do things that scare me.","1::5","1 = Extremely unlikely; 2 = Unlikely; 3 = Neutral; 4 = Likely; 5 = Extremely likely",""
"srae_20","Integer","","Recommended","When I drink alcohol, I think about my life's biggest regrets.","1::5","1 = Extremely unlikely; 2 = Unlikely; 3 = Neutral; 4 = Likely; 5 = Extremely likely",""
"srae_21","Integer","","Recommended","When I drink alcohol, I am easily irritated with myself.","1::5","1 = Extremely unlikely; 2 = Unlikely; 3 = Neutral; 4 = Likely; 5 = Extremely likely",""
"srae_22","Integer","","Recommended","When I drink alcohol, I am more sensitive to physical pain.","1::5","1 = Extremely unlikely; 2 = Unlikely; 3 = Neutral; 4 = Likely; 5 = Extremely likely",""
"srae_23","Integer","","Recommended","When I drink alcohol, I am more cautious with my safety.","1::5","1 = Extremely unlikely; 2 = Unlikely; 3 = Neutral; 4 = Likely; 5 = Extremely likely",""
