"ElementName","DataType","Size","Required","Condition","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","","guid"
"src_subject_id","String","45","Required","","Subject ID how it's defined in lab/project","","","ssidno00,subject_id"
"interview_date","Date","","Required","","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","","eeg002,intvdate,pqeegdt,qeegdt,sseegdate03,sseegdate06,sseegdate09"
"interview_age","Integer","","Required","","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.","intvage,sseegagem03,sseegagem06,sseegagem09"
"sex","String","20","Required","","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported","gender,ssgndr"
"comments_misc","String","4000","Recommended","","Miscellaneous comments on study, interview, methodology relevant to this form data","","","eeg003"
"capused","String","255","Recommended","","EEG cap used for this experimental condition","","",""
"ofc","Float","","Recommended","","Occipitofrontal Circumference/Head Circumference (cm)","","",""
"experiment_id","Integer","","Required","","ID for the Experiment/settings/run","","",""
"experiment_notes","String","2000","Recommended","","Misc notes regarding the experiment for this subject","","","sseegnotes03,sseegnotes06,sseegnotes09"
"experiment_terminated","String","2000","Recommended","","Information regarding termination of the experiment","","",""
"experiment_validity","String","2000","Recommended","","""Information regarding validity (e.g., inclusion criteria, QA assessment, etc.) of the experiment for this subject""","","",""
"data_behavioralperformance_acc","String","2000","Recommended","","Behavioral Performance - accuracy","","",""
"data_behavioralperformance_rt","String","2000","Recommended","","Behavioral Performance - reaction time","","","task_length"
"data_file1","File","255","Conditional","isNull(manifest)","Data file 1","","",".1_file,.bak_file,.sam_file,acq_file,data_file,edat2_file"
"data_file1_type","String","300","Recommended","","type of data file 1","","","data_file_type"
"data_file2","File","255","Recommended","","data file 2","","",""
"data_file2_type","String","100","Recommended","","data file 2 type/description","","",""
"data_file3","File","255","Recommended","","Data file 3","","",""
"data_file3_type","String","100","Recommended","","Data file 3 type","","",""
"data_file4","File","255","Recommended","","Data file 4","","",""
"data_file4_type","String","100","Recommended","","Data file 4 type","","",""
"data_includedtrials","String","2000","Recommended","","Included trials in the final data for this experimental condition","","",""
"data_validity","String","2000","Recommended","","Validity of the reduced data for this experimental condition","","",""
"head_circum","Float","","Recommended","","Head Circumference (in cm)","","-1 = Not known; -999 = No Data","sseeghead03,sseeghead06,sseeghead09"
"study","String","100","Recommended","","Study; The code for each individual study","","",""
"week","Float","","Recommended","","Week in level/study","","99=week 10-week 14",""
"site","String","101","Recommended","","Site","","Study Site",""
"qeeg","Float","","Recommended","","QEEG Results: microvolt2","","",""
"pqeeg","Float","","Recommended","","Post QEEG Results: microvolt2","","",""
"visit","String","60","Recommended","","Visit name","","",""
"completed","Integer","","Recommended","","Checks if completed","0::3","0=No; 1=Yes; 2=Yes, lost; 3=Unverified","eeg001"
"lab020","Date","","Recommended","","Date of PI/clinician signature","","","eeg004"
"task_name","String","100","Recommended","","Name of task being rated","","",""
"image_description","String","512","Recommended","","Image description, i.e. DTI, fMRI, Fast SPGR, phantom, EEG, dynamic PET","","","task_description"
"manifest","Manifest","","Conditional","isNull(data_file1)","","","",""
"visitnum","Integer","","Recommended","","Visit number","","",""
"drug_name","String","25","Recommended","","Drug Name","","",""
"drug_dosage","Integer","","Recommended","","Drug Dosage","0;1","0 = Pre-dose; 1 = Post-dose",""
"custom_src_id","String","30","Recommended","","Subject ID how it's defined in lab/project (used for source IDs that change depending on timepoint/visit/etc.)","","",""
"mmn_fz_duration_voltage","Float","","Recommended","","Event Related Potential: Mismatch Negativity Response (Duration Deviant -Standard) averaged from 150 and 230 from Sensor FZ","-999 :: 999","",""
"mmn_fz_frequency_voltage","Float","","Recommended","","Event Related Potential: Mismatch Negativity Response (Frequency Deviant -Standard) averaged from 90 and 170 from Sensor FZ","-999 :: 999","",""
"mmn_fz_both_voltage","Float","","Recommended","","Event Related Potential: Mismatch Negativity Response (Duration/Frequency Deviant -Standard) averaged from 150 and 230 from Sensor FZ","-999 :: 999","",""
"mmn_cz_duration_voltage","Float","","Recommended","","Event Related Potential: Mismatch Negativity Response (Duration Deviant -Standard) averaged from 150 and 230 from Sensor CZ","-999 :: 999","",""
"mmn_cz_frequency_voltage","Float","","Recommended","","Event Related Potential: Mismatch Negativity Response (Frequency Deviant -Standard) averaged from 90 and 170 from Sensor CZ","-999 :: 999","",""
"mmn_cz_both_voltage","Float","","Recommended","","Event Related Potential: Mismatch Negativity Response (Duration/Frequency Deviant -Standard) averaged from 150 and 230 from Sensor CZ","-999 :: 999","",""
"timepoint_label","String","50","Recommended","","Timepoint/visit label","","",""
