"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","45","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"meq_1a","Integer","","Recommended","For each emotion rate how often you experience this emotion - Happy","1::5; 999","1 = About once per month or less; 2 = About once per week; 3 = About once each day; 4 = 2 or 3 times each day; 5 = More than 3 times each day; 999 = Prefer not to respond",""
"meq_2a","Integer","","Recommended","For each emotion rate how often you experience this emotion - Sad","1::5; 999","1 = About once per month or less; 2 = About once per week; 3 = About once each day; 4 = 2 or 3 times each day; 5 = More than 3 times each day; 999 = Prefer not to respond",""
"meq_3a","Integer","","Recommended","For each emotion rate how often you experience this emotion - Afraid","1::5; 999","1 = About once per month or less; 2 = About once per week; 3 = About once each day; 4 = 2 or 3 times each day; 5 = More than 3 times each day; 999 = Prefer not to respond",""
"meq_4a","Integer","","Recommended","For each emotion rate how often you experience this emotion - Excited","1::5; 999","1 = About once per month or less; 2 = About once per week; 3 = About once each day; 4 = 2 or 3 times each day; 5 = More than 3 times each day; 999 = Prefer not to respond",""
"meq_5a","Integer","","Recommended","For each emotion rate how often you experience this emotion - Angry","1::5; 999","1 = About once per month or less; 2 = About once per week; 3 = About once each day; 4 = 2 or 3 times each day; 5 = More than 3 times each day; 999 = Prefer not to respond",""
"meq_6a","Integer","","Recommended","For each emotion rate how often you experience this emotion - Ashamed","1::5; 999","1 = About once per month or less; 2 = About once per week; 3 = About once each day; 4 = 2 or 3 times each day; 5 = More than 3 times each day; 999 = Prefer not to respond",""
"meq_7a","Integer","","Recommended","For each emotion rate how often you experience this emotion - Enthusiastic","1::5; 999","1 = About once per month or less; 2 = About once per week; 3 = About once each day; 4 = 2 or 3 times each day; 5 = More than 3 times each day; 999 = Prefer not to respond",""
"meq_8a","Integer","","Recommended","For each emotion rate how often you experience this emotion - Proud","1::5; 999","1 = About once per month or less; 2 = About once per week; 3 = About once each day; 4 = 2 or 3 times each day; 5 = More than 3 times each day; 999 = Prefer not to respond",""
"meq_9a","Integer","","Recommended","For each emotion rate how often you experience this emotion - Anxious","1::5; 999","1 = About once per month or less; 2 = About once per week; 3 = About once each day; 4 = 2 or 3 times each day; 5 = More than 3 times each day; 999 = Prefer not to respond",""
"meq_10a","Integer","","Recommended","For each emotion rate how often you experience this emotion - Inspired","1::5; 999","1 = About once per month or less; 2 = About once per week; 3 = About once each day; 4 = 2 or 3 times each day; 5 = More than 3 times each day; 999 = Prefer not to respond",""
