"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","45","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"bes_parent01","Integer","","Recommended","Her/his parents or siblings emotions do not affect him/her much.","1 :: 5","1= Disagree Strongly; 2= Disagree; 3= Neither Agree nor Disagree; 4= Agree; 5= Agree Strongly",""
"bes_parent02","Integer","","Recommended","After being with a friend who is sad about something, s/he usually feel sad.","1 :: 5","1= Disagree Strongly; 2= Disagree; 3= Neither Agree nor Disagree; 4= Agree; 5= Agree Strongly",""
"bes_parent03","Integer","","Recommended","S/he can understand her/his friends or relatives happiness when that person does well at something.","1 :: 5","1= Disagree Strongly; 2= Disagree; 3= Neither Agree nor Disagree; 4= Agree; 5= Agree Strongly",""
"bes_parent04","Integer","","Recommended","S/he gets frightened when s/he watch characters in a good scary movie.","1 :: 5","1= Disagree Strongly; 2= Disagree; 3= Neither Agree nor Disagree; 4= Agree; 5= Agree Strongly",""
"bes_parent05","Integer","","Recommended","S/he gets caught up in other peoples feelings easily.","1 :: 5","1= Disagree Strongly; 2= Disagree; 3= Neither Agree nor Disagree; 4= Agree; 5= Agree Strongly",""
"bes_parent06","Integer","","Recommended","S/he find it hard to know when other children are frightened.","1 :: 5","1= Disagree Strongly; 2= Disagree; 3= Neither Agree nor Disagree; 4= Agree; 5= Agree Strongly",""
"bes_parent07","Integer","","Recommended","S/he doesnt become sad when he/she sees other people crying.","1 :: 5","1= Disagree Strongly; 2= Disagree; 3= Neither Agree nor Disagree; 4= Agree; 5= Agree Strongly",""
"bes_parent08","Integer","","Recommended","Other peoples feelings do not bother her/him at all.","1 :: 5","1= Disagree Strongly; 2= Disagree; 3= Neither Agree nor Disagree; 4= Agree; 5= Agree Strongly",""
"bes_parent09","Integer","","Recommended","When someone is feeling down s/he can usually understand how that person feels.","1 :: 5","1= Disagree Strongly; 2= Disagree; 3= Neither Agree nor Disagree; 4= Agree; 5= Agree Strongly",""
"bes_parent10","Integer","","Recommended","S/he can usually work out when other children are scared.","1 :: 5","1= Disagree Strongly; 2= Disagree; 3= Neither Agree nor Disagree; 4= Agree; 5= Agree Strongly",""
