"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","45","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"asbi1","Integer","","Recommended","Please indicate the response that best describes your child: Understands others' feelings, like when they are happy, sad or mad","1::3;888","1=Rarely or never; 2=Sometimes; 3=Almost always; 888=Missing or not collected",""
"asbi2","Integer","","Recommended","Please indicate the response that best describes your child: Is helpful to other children","1::3;888","1=Rarely or never; 2=Sometimes; 3=Almost always; 888=Missing or not collected",""
"asbi3","Integer","","Recommended","Please indicate the response that best describes your child: Is obedient and compliant","1::3;888","1=Rarely or never; 2=Sometimes; 3=Almost always; 888=Missing or not collected",""
"asbi4","Integer","","Recommended","Please indicate the response that best describes your child: When you give him/her an idea for playing, he/she frowns, shrugs shoulders, pouts or stamps foot","1::3;888","1=Rarely or never; 2=Sometimes; 3=Almost always; 888=Missing or not collected",""
"asbi5","Integer","","Recommended","Please indicate the response that best describes your child: Follows rules in games","1::3;888","1=Rarely or never; 2=Sometimes; 3=Almost always; 888=Missing or not collected",""
"asbi6","Integer","","Recommended","Please indicate the response that best describes your child: Gets upset when you don't pay enough attention","1::3;888","1=Rarely or never; 2=Sometimes; 3=Almost always; 888=Missing or not collected",""
"asbi7","Integer","","Recommended","Please indicate the response that best describes your child: Is sympathetic toward other children's distress, tries to comfort others when they are upset","1::3;888","1=Rarely or never; 2=Sometimes; 3=Almost always; 888=Missing or not collected",""
"asbi8","Integer","","Recommended","Please indicate the response that best describes your child: Waits her/his turn in games or other activities","1::3;888","1=Rarely or never; 2=Sometimes; 3=Almost always; 888=Missing or not collected",""
"asbi9","Integer","","Recommended","Please indicate the response that best describes your child: Is open and direct about what he/she wants","1::3;888","1=Rarely or never; 2=Sometimes; 3=Almost always; 888=Missing or not collected",""
"asbi10","Integer","","Recommended","Please indicate the response that best describes your child: Cooperates with your request","1::3;888","1=Rarely or never; 2=Sometimes; 3=Almost always; 888=Missing or not collected",""
"asbi11","Integer","","Recommended","Please indicate the response that best describes your child: Can easily get other children to pay attention to him/her","1::3;888","1=Rarely or never; 2=Sometimes; 3=Almost always; 888=Missing or not collected",""
"asbi12","Integer","","Recommended","Please indicate the response that best describes your child: Says nice or friendly things to others","1::3;888","1=Rarely or never; 2=Sometimes; 3=Almost always; 888=Missing or not collected",""
"asbi13","Integer","","Recommended","Please indicate the response that best describes your child: Will join a group of children playing","1::3;888","1=Rarely or never; 2=Sometimes; 3=Almost always; 888=Missing or not collected",""
"asbi14","Integer","","Recommended","Please indicate the response that best describes your child: In social activities, tends to just watch others","1::3;888","1=Rarely or never; 2=Sometimes; 3=Almost always; 888=Missing or not collected",""
"asbi15","Integer","","Recommended","Please indicate the response that best describes your child: Follows household or classroom rules","1::3;888","1=Rarely or never; 2=Sometimes; 3=Almost always; 888=Missing or not collected",""
"asbi16","Integer","","Recommended","Please indicate the response that best describes your child: Says ''please'' and ''thank you'' when reminded","1::3;888","1=Rarely or never; 2=Sometimes; 3=Almost always; 888=Missing or not collected",""
"asbi17","Integer","","Recommended","Please indicate the response that best describes your child: Asks or wants to go play with other children","1::3;888","1=Rarely or never; 2=Sometimes; 3=Almost always; 888=Missing or not collected",""
"asbi18","Integer","","Recommended","Please indicate the response that best describes your child: Is calm and easy-going","1::3;888","1=Rarely or never; 2=Sometimes; 3=Almost always; 888=Missing or not collected",""
"asbi19","Integer","","Recommended","Please indicate the response that best describes your child: Plays games and talks with other children","1::3;888","1=Rarely or never; 2=Sometimes; 3=Almost always; 888=Missing or not collected",""
"asbi20","Integer","","Recommended","Please indicate the response that best describes your child: Shares toys or possessions","1::3;888","1=Rarely or never; 2=Sometimes; 3=Almost always; 888=Missing or not collected",""
"asbi21","Integer","","Recommended","Please indicate the response that best describes your child: Teases other children, calls them names","1::3;888","1=Rarely or never; 2=Sometimes; 3=Almost always; 888=Missing or not collected",""
"asbi22","Integer","","Recommended","Please indicate the response that best describes your child: Is confident with other people","1::3;888","1=Rarely or never; 2=Sometimes; 3=Almost always; 888=Missing or not collected",""
"asbi23","Integer","","Recommended","Please indicate the response that best describes your child: Prevents other children from carrying out routines","1::3;888","1=Rarely or never; 2=Sometimes; 3=Almost always; 888=Missing or not collected",""
"asbi24","Integer","","Recommended","Please indicate the response that best describes your child: Tends to be proud of things she/he does","1::3;888","1=Rarely or never; 2=Sometimes; 3=Almost always; 888=Missing or not collected",""
"asbi25","Integer","","Recommended","Please indicate the response that best describes your child: Accepts changes without fighting against them or becoming upset","1::3;888","1=Rarely or never; 2=Sometimes; 3=Almost always; 888=Missing or not collected",""
"asbi26","Integer","","Recommended","Please indicate the response that best describes your child: Bullies other children","1::3;888","1=Rarely or never; 2=Sometimes; 3=Almost always; 888=Missing or not collected",""
"asbi27","Integer","","Recommended","Please indicate the response that best describes your child: Is interested in many and different things","1::3;888","1=Rarely or never; 2=Sometimes; 3=Almost always; 888=Missing or not collected",""
"asbi28","Integer","","Recommended","Please indicate the response that best describes your child: Is worried about not getting enough","1::3;888","1=Rarely or never; 2=Sometimes; 3=Almost always; 888=Missing or not collected",""
"asbi29","Integer","","Recommended","Please indicate the response that best describes your child: Is bossy, needs to have his/her way","1::3;888","1=Rarely or never; 2=Sometimes; 3=Almost always; 888=Missing or not collected",""
"asbi30","Integer","","Recommended","Please indicate the response that best describes your child: Enjoys talking with you","1::3;888","1=Rarely or never; 2=Sometimes; 3=Almost always; 888=Missing or not collected",""
