"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","45","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported","gender"
"dcapi1","Float","","Recommended","Item 1: In the past 24 hours, to what extent did you disclose or tell facts and information to your spouse/partner?","1::5","1=very little; 5=a great deal",""
"dcapi2","Float","","Recommended","Item 2: In the past 24 hours, to what extent did you disclose or tell your thoughts to your spouse/partner?","1::5","1=very little; 5=a great deal",""
"dcapi3","Float","","Recommended","Item 3: In the past 24 hours, to what extent did you disclose or tell your feelings to your spouse/partner?","1::5","1=very little; 5=a great deal",""
"dcapi4","Float","","Recommended","Item 4: In the past 24 hours, to what extent did your spouse/partner disclose or tell you facts and information?","1::5","1=very little; 5=a great deal",""
"dcapi5","Float","","Recommended","Item 5: In the past 24 hours, to what extent did your spouse/partner disclose or tell you their thoughts?","1::5","1=very little; 5=a great deal",""
"dcapi6","Float","","Recommended","Item 6: In the past 24 hours, to what extent did your spouse/partner disclose or tell their feelings to you?","1::5","1=very little; 5=a great deal",""
"dcapi7","Float","","Recommended","Item 7: In the past 24 hours, to what extent did you feel understood by your spouse/partner?","1::5","1=very little; 5=a great deal",""
"dcapi8","Float","","Recommended","Item 8: In the past 24 hours, to what extent did you feel validated by your spouse/partner?","1::5","1=very little; 5=a great deal",""
"dcapi9","Float","","Recommended","Item 9: In the past 24 hours, to what extent did you feel accepted by your spouse/partner?","1::5","1=very little; 5=a great deal",""
"dcapi10","Float","","Recommended","Item 10: In the past 24 hours, to what extent did you feel cared for by your spouse/partner?","1::5","1=very little; 5=a great deal",""
"dcapi11","Float","","Recommended","Item 11: In the past 24 hours, rate the amount of closeness that you experienced with your spouse/partner?","1::8","1=none; 8= a lot",""
"dcapi12","Float","","Recommended","Item 12: In the past 24 hours, did your spouse/partner give you needed advice about something?","1::8","1=none; 8= a lot",""
"dcapi13","Float","","Recommended","Item 13: In the past 24 hours, did your spouse/partner give their viewpoint on a problem that you were experiencing?","1::8","1=none; 8= a lot",""
"dcapi14","Float","","Recommended","Item 14: In the past 24 hours, did your spouse/partner do something to help you solve a problem?","1::8","1=none; 8= a lot",""
"dcapi15","Float","","Recommended","Item 15: In the past 24 hours, did your spouse/partner express care and concern for you?","1::8","1=none; 8= a lot",""
"dcapi16","Float","","Recommended","Item 16: In the past 24 hours, did your spouse/partner listen to your personal feelings and thoughts?","1::8","1=none; 8= a lot",""
"dcapi17","Float","","Recommended","Item 17: In the past 24 hours, did your spouse/partner compliment you or tell you that you did something well?","1::8","1=none; 8= a lot",""
"dcapi18","Float","","Recommended","Item 18: In the past 24 hours, overall, how much support did your spouse/partner give you?","1::8","1=none; 8= a lot",""
