"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","45","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"you_feel_rested","Integer","","Recommended","You feel rested","1::4","1 = Almost Never; 2 = Sometimes; 3 = Often; 4 = Usually",""
"you_feel_rested_2","Integer","","Recommended","You feel that too many demands are being made on you","1::4","1 = Almost Never; 2 = Sometimes; 3 = Often; 4 = Usually",""
"you_feel_rested_3","Integer","","Recommended","You are irritable or grouchy","1::4","1 = Almost Never; 2 = Sometimes; 3 = Often; 4 = Usually",""
"you_feel_rested_4","Integer","","Recommended","You have too many things to do","1::4","1 = Almost Never; 2 = Sometimes; 3 = Often; 4 = Usually",""
"you_feel_rested_5","Integer","","Recommended","You feel lonely or isolated","1::4","1 = Almost Never; 2 = Sometimes; 3 = Often; 4 = Usually",""
"you_feel_rested_6","Integer","","Recommended","You find yourself in situations of conflict","1::4","1 = Almost Never; 2 = Sometimes; 3 = Often; 4 = Usually",""
"you_feel_rested_7","Integer","","Recommended","You feel you're doing things you really like","1::4","1 = Almost Never; 2 = Sometimes; 3 = Often; 4 = Usually",""
"you_feel_rested_8","Integer","","Recommended","You feel tired","1::4","1 = Almost Never; 2 = Sometimes; 3 = Often; 4 = Usually",""
"you_feel_rested_9","Integer","","Recommended","You fear you may not manage to attain your goals","1::4","1 = Almost Never; 2 = Sometimes; 3 = Often; 4 = Usually",""
"you_feel_rested_10","Integer","","Recommended","You feel calm","1::4","1 = Almost Never; 2 = Sometimes; 3 = Often; 4 = Usually",""
"you_feel_rested_11","Integer","","Recommended","You have too many decisions to make","1::4","1 = Almost Never; 2 = Sometimes; 3 = Often; 4 = Usually",""
"you_feel_rested_12","Integer","","Recommended","You feel frustrated","1::4","1 = Almost Never; 2 = Sometimes; 3 = Often; 4 = Usually",""
"you_feel_rested_13","Integer","","Recommended","You are full of energy","1::4","1 = Almost Never; 2 = Sometimes; 3 = Often; 4 = Usually",""
"you_feel_rested_14","Integer","","Recommended","You feel tense","1::4","1 = Almost Never; 2 = Sometimes; 3 = Often; 4 = Usually",""
"you_feel_rested_15","Integer","","Recommended","Your problems seem to be piling up","1::4","1 = Almost Never; 2 = Sometimes; 3 = Often; 4 = Usually",""
"you_feel_rested_16","Integer","","Recommended","You feel you're in a hurry","1::4","1 = Almost Never; 2 = Sometimes; 3 = Often; 4 = Usually",""
"you_feel_rested_17","Integer","","Recommended","You feel safe and protected","1::4","1 = Almost Never; 2 = Sometimes; 3 = Often; 4 = Usually",""
"you_feel_rested_18","Integer","","Recommended","You have many worries","1::4","1 = Almost Never; 2 = Sometimes; 3 = Often; 4 = Usually",""
"you_feel_rested_19","Integer","","Recommended","You are under pressure from other people","1::4","1 = Almost Never; 2 = Sometimes; 3 = Often; 4 = Usually",""
"you_feel_rested_20","Integer","","Recommended","You feel discouraged","1::4","1 = Almost Never; 2 = Sometimes; 3 = Often; 4 = Usually",""
"you_feel_rested_21","Integer","","Recommended","You enjoy yourself","1::4","1 = Almost Never; 2 = Sometimes; 3 = Often; 4 = Usually",""
"you_feel_rested_22","Integer","","Recommended","You are afraid for the future","1::4","1 = Almost Never; 2 = Sometimes; 3 = Often; 4 = Usually",""
"you_feel_rested_23","Integer","","Recommended","You feel you're doing things because you have to not because you want to","1::4","1 = Almost Never; 2 = Sometimes; 3 = Often; 4 = Usually",""
"you_feel_rested_24","Integer","","Recommended","You feel criticized or judged","1::4","1 = Almost Never; 2 = Sometimes; 3 = Often; 4 = Usually",""
"you_feel_rested_25","Integer","","Recommended","You are lighthearted","1::4","1 = Almost Never; 2 = Sometimes; 3 = Often; 4 = Usually",""
"you_feel_rested_26","Integer","","Recommended","You feel mentally exhausted","1::4","1 = Almost Never; 2 = Sometimes; 3 = Often; 4 = Usually",""
"you_feel_rested_27","Integer","","Recommended","You have trouble relaxing","1::4","1 = Almost Never; 2 = Sometimes; 3 = Often; 4 = Usually",""
"you_feel_rested_28","Integer","","Recommended","You feel loaded down with responsibility","1::4","1 = Almost Never; 2 = Sometimes; 3 = Often; 4 = Usually",""
"you_feel_rested_29","Integer","","Recommended","You have enough time for yourself","1::4","1 = Almost Never; 2 = Sometimes; 3 = Often; 4 = Usually",""
"you_feel_rested_30","Integer","","Recommended","You feel under pressure from deadlines","1::4","1 = Almost Never; 2 = Sometimes; 3 = Often; 4 = Usually",""
