"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","45","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"ptm_r_1","Integer","","Recommended","I can help others best when people are watching me.","1::5","1=Does not describe me at all; 5=Describes me a lot",""
"ptm_r_2","Integer","","Recommended","It makes me feel good when I can comfort someone who is very upset.","1::5","1=Does not describe me at all; 5=Describes me a lot",""
"ptm_r_3","Integer","","Recommended","When other people are around, it is easier for me to help others in need.","1::5","1=Does not describe me at all; 5=Describes me a lot",""
"ptm_r_4","Integer","","Recommended","I think that one of the best things about helping others is that it makes me look good.","1::5","1=Does not describe me at all; 5=Describes me a lot",""
"ptm_r_5","Integer","","Recommended","I get the most out of helping others when it is done in front of other people.","1::5","1=Does not describe me at all; 5=Describes me a lot",""
"ptm_r_6","Integer","","Recommended","I tend to help people who are in a real crisis or need.","1::5","1=Does not describe me at all; 5=Describes me a lot",""
"ptm_r_7","Integer","","Recommended","When people ask me to help them, I don't hesitate.","1::5","1=Does not describe me at all; 5=Describes me a lot",""
"ptm_r_8","Integer","","Recommended","I prefer to donate money without anyone knowing.","1::5","1=Does not describe me at all; 5=Describes me a lot",""
"ptm_r_9","Integer","","Recommended","I tend to help people who are hurt badly.","1::5","1=Does not describe me at all; 5=Describes me a lot",""
"ptm_r_10","Integer","","Recommended","I believe that donating goods or money works best when I get some benefit.","1::5","1=Does not describe me at all; 5=Describes me a lot",""
"ptm_r_11","Integer","","Recommended","I tend to help others in need when they do not know who helped them.","1::5","1=Does not describe me at all; 5=Describes me a lot",""
"ptm_r_12","Integer","","Recommended","I tend to help others especially when they are really emotional.","1::5","1=Does not describe me at all; 5=Describes me a lot",""
"ptm_r_13","Integer","","Recommended","Helping others when I am being watched is when I work best.","1::5","1=Does not describe me at all; 5=Describes me a lot",""
"ptm_r_14","Integer","","Recommended","It is easy for me to help others when they are in a bad situation.","1::5","1=Does not describe me at all; 5=Describes me a lot",""
"ptm_r_15","Integer","","Recommended","Most of the time, I help others when they do not know who helped them.","1::5","1=Does not describe me at all; 5=Describes me a lot",""
"ptm_r_16","Integer","","Recommended","I believe I should receive more rewards for the time and energy I spend on volunteer service.","1::5","1=Does not describe me at all; 5=Describes me a lot",""
"ptm_r_17","Integer","","Recommended","I respond to helping others best when the situation is highly emotional.","1::5","1=Does not describe me at all; 5=Describes me a lot",""
"ptm_r_18","Integer","","Recommended","I never wait to help others when they ask for it.","1::5","1=Does not describe me at all; 5=Describes me a lot",""
"ptm_r_19","Integer","","Recommended","I think that helping others without them knowing is the best type of situation.","1::5","1=Does not describe me at all; 5=Describes me a lot",""
"ptm_r_20","Integer","","Recommended","One of the best things about doing charity work is that it looks good on my resume.","1::5","1=Does not describe me at all; 5=Describes me a lot",""
"ptm_r_21","Integer","","Recommended","Emotional situations make me want to help others in need.","1::5","1=Does not describe me at all; 5=Describes me a lot",""
"ptm_r_22","Integer","","Recommended","I often make donations without anyone knowing because they make me feel good.","1::5","1=Does not describe me at all; 5=Describes me a lot",""
"ptm_r_23","Integer","","Recommended","I feel that if I help someone, they should help me in the future.","1::5","1=Does not describe me at all; 5=Describes me a lot",""
"ptm_r_24","Integer","","Recommended","I often help even if I don't think I will get anything out of helping.","1::5","1=Does not describe me at all; 5=Describes me a lot",""
"ptm_r_25","Integer","","Recommended","I usually help others when they are very upset.","1::5","1=Does not describe me at all; 5=Describes me a lot",""
