"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","45","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"acope1","Integer","","Recommended","When you face difficulties or feel tense, how often do you go along with the parent's requests and rules?","0::4","0=Never; 1=Hardly; 2=Sometimes; 3=Often; 4=Most of the time",""
"acope2","Integer","","Recommended","When you face difficulties or feel tense, how often do you read?","0::4","0=Never; 1=Hardly; 2=Sometimes; 3=Often; 4=Most of the time",""
"acope3","Integer","","Recommended","When you face difficulties or feel tense, how often do you try to be funny and make light of it all?","0::4","0=Never; 1=Hardly; 2=Sometimes; 3=Often; 4=Most of the time",""
"acope4","Integer","","Recommended","When you face difficulties or feel tense, how often do you apologize to people?","0::4","0=Never; 1=Hardly; 2=Sometimes; 3=Often; 4=Most of the time",""
"acope5","Integer","","Recommended","When you face difficulties or feel tense, how often do you listen to music-stereo, radio?","0::4","0=Never; 1=Hardly; 2=Sometimes; 3=Often; 4=Most of the time",""
"acope6","Integer","","Recommended","When you face difficulties or feel tense, how often do you talk to a teacher or counselor at school about what bothers you?","0::4","0=Never; 1=Hardly; 2=Sometimes; 3=Often; 4=Most of the time",""
"acope7","Integer","","Recommended","When you face difficulties or feel tense, how often do you eat food?","0::4","0=Never; 1=Hardly; 2=Sometimes; 3=Often; 4=Most of the time",""
"acope8","Integer","","Recommended","When you face difficulties or feel tense, how often do you try to stay away from home as much as possible?","0::4","0=Never; 1=Hardly; 2=Sometimes; 3=Often; 4=Most of the time",""
"acope9","Integer","","Recommended","When you face difficulties or feel tense, how often do you use drugs prescribed by doctor?","0::4","0=Never; 1=Hardly; 2=Sometimes; 3=Often; 4=Most of the time",""
"acope10","Integer","","Recommended","When you face difficulties or feel tense, how often do you get more involved in activities in school?","0::4","0=Never; 1=Hardly; 2=Sometimes; 3=Often; 4=Most of the time",""
"acope11","Integer","","Recommended","When you face difficulties or feel tense, how often do you go shopping, buy things you like?","0::4","0=Never; 1=Hardly; 2=Sometimes; 3=Often; 4=Most of the time",""
"acope12","Integer","","Recommended","When you face difficulties or feel tense, how often do you try to reason with parents and talk things out, compromise?","0::4","0=Never; 1=Hardly; 2=Sometimes; 3=Often; 4=Most of the time",""
"acope13","Integer","","Recommended","When you face difficulties or feel tense, how often do you try to improve yourself (get body in shape, get better grades, etc.)?","0::4","0=Never; 1=Hardly; 2=Sometimes; 3=Often; 4=Most of the time",""
"acope14","Integer","","Recommended","When you face difficulties or feel tense, how often do you cry?","0::4","0=Never; 1=Hardly; 2=Sometimes; 3=Often; 4=Most of the time",""
"acope15","Integer","","Recommended","When you face difficulties or feel tense, how often do you try to think of the good things in your life?","0::4","0=Never; 1=Hardly; 2=Sometimes; 3=Often; 4=Most of the time",""
"acope16","Integer","","Recommended","When you face difficulties or feel tense, how often do you be with a boyfriend or girlfriend?","0::4","0=Never; 1=Hardly; 2=Sometimes; 3=Often; 4=Most of the time",""
"acope17","Integer","","Recommended","When you face difficulties or feel tense, how often do you ride around in the car?","0::4","0=Never; 1=Hardly; 2=Sometimes; 3=Often; 4=Most of the time",""
"acope18","Integer","","Recommended","When you face difficulties or feel tense, how often do you say nice things (''warm fuzzies'') to others?","0::4","0=Never; 1=Hardly; 2=Sometimes; 3=Often; 4=Most of the time",""
"acope19","Integer","","Recommended","When you face difficulties or feel tense, how often do you get angry and yell at people?","0::4","0=Never; 1=Hardly; 2=Sometimes; 3=Often; 4=Most of the time",""
"acope20","Integer","","Recommended","When you face difficulties or feel tense, how often do you joke and keep a sense of humor?","0::4","0=Never; 1=Hardly; 2=Sometimes; 3=Often; 4=Most of the time",""
"acope21","Integer","","Recommended","When you face difficulties or feel tense, how often do you talk to a minister/priest/rabbi?","0::4","0=Never; 1=Hardly; 2=Sometimes; 3=Often; 4=Most of the time",""
"acope22","Integer","","Recommended","When you face difficulties or feel tense, how often do you let off steam by complaining to family members?","0::4","0=Never; 1=Hardly; 2=Sometimes; 3=Often; 4=Most of the time",""
"acope23","Integer","","Recommended","When you face difficulties or feel tense, how often do you go to church?","0::4","0=Never; 1=Hardly; 2=Sometimes; 3=Often; 4=Most of the time",""
"acope24","Integer","","Recommended","When you face difficulties or feel tense, how often do you use drugs (not necessarily prescribed by a doctor)?","0::4","0=Never; 1=Hardly; 2=Sometimes; 3=Often; 4=Most of the time",""
"acope25","Integer","","Recommended","When you face difficulties or feel tense, how often do you organize your life and what you have to do?","0::4","0=Never; 1=Hardly; 2=Sometimes; 3=Often; 4=Most of the time",""
"acope26","Integer","","Recommended","When you face difficulties or feel tense, how often do you swear?","0::4","0=Never; 1=Hardly; 2=Sometimes; 3=Often; 4=Most of the time",""
"acope27","Integer","","Recommended","When you face difficulties or feel tense, how often do you work hard on school work or school projects?","0::4","0=Never; 1=Hardly; 2=Sometimes; 3=Often; 4=Most of the time",""
"acope28","Integer","","Recommended","When you face difficulties or feel tense, how often do you blame others for what's going on?","0::4","0=Never; 1=Hardly; 2=Sometimes; 3=Often; 4=Most of the time",""
"acope29","Integer","","Recommended","When you face difficulties or feel tense, how often do you be close with someone you care about?","0::4","0=Never; 1=Hardly; 2=Sometimes; 3=Often; 4=Most of the time",""
"acope30","Integer","","Recommended","When you face difficulties or feel tense, how often do you try to help other people solve their problems?","0::4","0=Never; 1=Hardly; 2=Sometimes; 3=Often; 4=Most of the time",""
"acope31","Integer","","Recommended","When you face difficulties or feel tense, how often do you talk to your mother about what bothers you?","0::4","0=Never; 1=Hardly; 2=Sometimes; 3=Often; 4=Most of the time",""
"acope32","Integer","","Recommended","When you face difficulties or feel tense, how often do you try, on your own, to figure out how to deal with your problems or tension?","0::4","0=Never; 1=Hardly; 2=Sometimes; 3=Often; 4=Most of the time",""
"acope33","Integer","","Recommended","When you face difficulties or feel tense, how often do you work on a hobby you have (sewing, biking, etc.)?","0::4","0=Never; 1=Hardly; 2=Sometimes; 3=Often; 4=Most of the time",""
"acope34","Integer","","Recommended","When you face difficulties or feel tense, how often do you get professional counseling (not a school teacher or school counselor)?","0::4","0=Never; 1=Hardly; 2=Sometimes; 3=Often; 4=Most of the time",""
"acope35","Integer","","Recommended","When you face difficulties or feel tense, how often do you try to keep up friendships or make new friends?","0::4","0=Never; 1=Hardly; 2=Sometimes; 3=Often; 4=Most of the time",""
"acope36","Integer","","Recommended","When you face difficulties or feel tense, how often do you tell yourself the problem(s) is not important?","0::4","0=Never; 1=Hardly; 2=Sometimes; 3=Often; 4=Most of the time",""
"acope37","Integer","","Recommended","When you face difficulties or feel tense, how often do you go to a movie?","0::4","0=Never; 1=Hardly; 2=Sometimes; 3=Often; 4=Most of the time",""
"acope38","Integer","","Recommended","When you face difficulties or feel tense, how often do you daydream about how you would like things to be?","0::4","0=Never; 1=Hardly; 2=Sometimes; 3=Often; 4=Most of the time",""
"acope39","Integer","","Recommended","When you face difficulties or feel tense, how often do you talk to a bother or sister about how you feel?","0::4","0=Never; 1=Hardly; 2=Sometimes; 3=Often; 4=Most of the time",""
"acope40","Integer","","Recommended","When you face difficulties or feel tense, how often do you get a job or work harder at one?","0::4","0=Never; 1=Hardly; 2=Sometimes; 3=Often; 4=Most of the time",""
"acope41","Integer","","Recommended","When you face difficulties or feel tense, how often do you do things with your family?","0::4","0=Never; 1=Hardly; 2=Sometimes; 3=Often; 4=Most of the time",""
"acope42","Integer","","Recommended","When you face difficulties or feel tense, how often do you smoke?","0::4","0=Never; 1=Hardly; 2=Sometimes; 3=Often; 4=Most of the time",""
"acope43","Integer","","Recommended","When you face difficulties or feel tense, how often do you watch T.V.?","0::4","0=Never; 1=Hardly; 2=Sometimes; 3=Often; 4=Most of the time",""
"acope44","Integer","","Recommended","When you face difficulties or feel tense, how often do you pray?","0::4","0=Never; 1=Hardly; 2=Sometimes; 3=Often; 4=Most of the time",""
"acope45","Integer","","Recommended","When you face difficulties or feel tense, how often do you try to see the good things in a difficult situation?","0::4","0=Never; 1=Hardly; 2=Sometimes; 3=Often; 4=Most of the time",""
"acope46","Integer","","Recommended","When you face difficulties or feel tense, how often do you drink beer, wine, liquor?","0::4","0=Never; 1=Hardly; 2=Sometimes; 3=Often; 4=Most of the time",""
"acope47","Integer","","Recommended","When you face difficulties or feel tense, how often do you try to make your own decisions?","0::4","0=Never; 1=Hardly; 2=Sometimes; 3=Often; 4=Most of the time",""
