"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","45","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported","gender"
"ksadx1_1","Integer","","Recommended","Depressed Mood, Present","0;1","1 = Yes ; 0 = No",""
"ksadx1_2","Integer","","Recommended","Depressed Mood, Past","0;1","1 = Yes ; 0 = No",""
"ksadx1_3","Integer","","Recommended","Irritability, Present","0;1","1 = Yes ; 0 = No",""
"ksadx1_4","Integer","","Recommended","Irritability, Past","0;1","1 = Yes ; 0 = No",""
"ksadx1_5","Integer","","Recommended","Anhedonia, Present","0;1","1 = Yes ; 0 = No",""
"ksadx1_6","Integer","","Recommended","Anhedonia, Past","0;1","1 = Yes ; 0 = No",""
"ksadx1_147","Integer","","Recommended","Insomnia when depressed, Past","0;1","1 = Yes ; 0 = No",""
"ksadx1_148","Integer","","Recommended","Hypersomnia, Present","0;1","1 = Yes ; 0 = No",""
"ksadx1_149","Integer","","Recommended","Hypersomnia, Past","0;1","1 = Yes ; 0 = No",""
"ksadx1_150","Integer","","Recommended","Fatigue, Present","0;1","1 = Yes ; 0 = No",""
"ksadx1_151","Integer","","Recommended","Fatigue, Past","0;1","1 = Yes ; 0 = No",""
"ksadx1_152","Integer","","Recommended","Concentration Disturbance, Present","0;1","1 = Yes ; 0 = No",""
"ksadx1_153","Integer","","Recommended","Concentration Disturbance, Past","0;1","1 = Yes ; 0 = No",""
"ksadx1_154","Integer","","Recommended","Indecision, Present","0;1","1 = Yes ; 0 = No",""
"ksadx1_155","Integer","","Recommended","Indecision, Past","0;1","1 = Yes ; 0 = No",""
"ksadx1_156","Integer","","Recommended","Decreased Appetite, Present","0;1","1 = Yes ; 0 = No",""
"ksadx1_157","Integer","","Recommended","Decreased Appetite, Past","0;1","1 = Yes ; 0 = No",""
"ksadx1_158","Integer","","Recommended","Weight Loss, Present","0;1","1 = Yes ; 0 = No",""
"ksadx1_159","Integer","","Recommended","Weight Loss, Past","0;1","1 = Yes ; 0 = No",""
"ksadx1_160","Integer","","Recommended","Increased Appetite, Present","0;1","1 = Yes ; 0 = No",""
"ksadx1_161","Integer","","Recommended","Increased Appetite, Past","0;1","1 = Yes ; 0 = No",""
"ksadx1_162","Integer","","Recommended","Weight Gain, Present","0;1","1 = Yes ; 0 = No",""
"ksadx1_163","Integer","","Recommended","Weight Gain, Past","0;1","1 = Yes ; 0 = No",""
"ksadx1_164","Integer","","Recommended","Psychomotor Agitation in Depressive Disorder, Present","0;1","1 = Yes ; 0 = No",""
"ksadx1_165","Integer","","Recommended","Psychomotor Agitation in Depressive Disorder, Past","0;1","1 = Yes ; 0 = No",""
"ksadx1_166","Integer","","Recommended","Psychomotor Retardation, Present","0;1","1 = Yes ; 0 = No",""
"ksadx1_167","Integer","","Recommended","Psychomotor Retardation, Past","0;1","1 = Yes ; 0 = No",""
"ksadx1_168","Integer","","Recommended","Guilt, Present","0;1","1 = Yes ; 0 = No",""
"ksadx1_169","Integer","","Recommended","Guilt, Past","0;1","1 = Yes ; 0 = No",""
"ksadx1_170","Integer","","Recommended","Hopeless, Present","0;1","1 = Yes ; 0 = No",""
"ksadx1_171","Integer","","Recommended","Hopeless, Past","0;1","1 = Yes ; 0 = No",""
"ksadx1_172","Integer","","Recommended","Decreased Self-Esteem, Present","0;1","1 = Yes ; 0 = No",""
"ksadx1_173","Integer","","Recommended","Decreased Self-Esteem, Past","0;1","1 = Yes ; 0 = No",""
"ksadx1_174","Integer","","Recommended","Impairment in functioning due to depression, Present","0;1","1 = Yes ; 0 = No",""
"ksadx1_175","Integer","","Recommended","Impairment in functioning due to depression, Past","0;1","1 = Yes ; 0 = No",""
"ksadx1_176","Integer","","Recommended","Presence of two or more depressive symptoms, Present","0;1","1 = Yes ; 0 = No",""
"ksadx1_177","Integer","","Recommended","Presence of two or more depressive symptoms, Past","0;1","1 = Yes ; 0 = No",""
"ksadx1_790","Integer","","Recommended","Major Depressive Disorder Present","0;1","1 = Yes ; 0 = No",""
"ksadx1_791","Integer","","Recommended","Major Depressive Disorder, Current, in Partial Remission (F32.4)","0;1","1 = Yes ; 0 = No",""
"ksadx1_792","Integer","","Recommended","Major Depressive Disorder, Past (F32.9)","0;1","1 = Yes ; 0 = No",""
"ksadx1_793","Integer","","Recommended","Persistent Depressive Disorder (Dysthymia) PRESENT F34.1","0;1","1 = Yes ; 0 = No",""
"ksadx1_794","Integer","","Recommended","Persistent Depressive Disorder (Dysthymia) In Partial Remission F34.1","0;1","1 = Yes ; 0 = No",""
"ksadx1_795","Integer","","Recommended","Persistent Depressive Disorder (Dysthymia) PAST F34.1","0;1","1 = Yes ; 0 = No",""
"ksadx1_796","Integer","","Recommended","Unspecified Depressive Disorder Current (F32.9)","0;1","1 = Yes ; 0 = No",""
"ksadx1_797","Integer","","Recommended","Other Specified Depressive Disorder (F32.8)","0;1","1 = Yes ; 0 = No",""
"ksadx1_950","Integer","","Recommended","Life Event or Stressor, Present","0;1","1 = Yes ; 0 = No",""
"ksadx2_7","Integer","","Recommended","Elevated Mood, Present","0;1","1 = Yes ; 0 = No",""
"ksadx2_8","Integer","","Recommended","Elevated Mood, Past","0;1","1 = Yes ; 0 = No",""
"ksadx2_9","Integer","","Recommended","Explosive Irritability, Present","0;1","1 = Yes ; 0 = No",""
"ksadx2_10","Integer","","Recommended","Explosive Irritability, Past","0;1","1 = Yes ; 0 = No",""
"ksadx2_11","Integer","","Recommended","Decreased Need for Sleep, Present","0;1","1 = Yes ; 0 = No",""
"ksadx2_12","Integer","","Recommended","Decreased Need for Sleep, Past","0;1","1 = Yes ; 0 = No",""
"ksadx2_178","Integer","","Recommended","Preliminary substance rule out bipolar past","0;1","1 = Yes ; 0 = No",""
"ksadx2_179","Integer","","Recommended","Elevated / Euphoric Mood, Present","0;1","1 = Yes ; 0 = No",""
"ksadx2_180","Integer","","Recommended","Manic Irritability, Present","0;1","1 = Yes ; 0 = No",""
