"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","45","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"psc_j1","Integer","","Recommended","I am satisfied with what I am achieving in my life.","1::5","1=Totally Disagree; 2=Disagree; 3=Neither Agree nor Disagree; 4=Agree; 5=Totally Agree",""
"psc_j2","Integer","","Recommended","I depend on other people more than the majority of those I know.","1::5","1=Totally Disagree; 2=Disagree; 3=Neither Agree nor Disagree; 4=Agree; 5=Totally Agree",""
"psc_j3","Integer","","Recommended","If I'm feeling down, I find it hard to snap out of it.","1::5","1=Totally Disagree; 2=Disagree; 3=Neither Agree nor Disagree; 4=Agree; 5=Totally Agree",""
"psc_j4","Integer","","Recommended","So far, I have achieved every important goal I have set myself.","1::5","1=Totally Disagree; 2=Disagree; 3=Neither Agree nor Disagree; 4=Agree; 5=Totally Agree",""
"psc_j5","Integer","","Recommended","I am a trustworthy person.","1::5","1=Totally Disagree; 2=Disagree; 3=Neither Agree nor Disagree; 4=Agree; 5=Totally Agree",""
"psc_j6","Integer","","Recommended","In order to do anything, I first need other people's approval.","1::5","1=Totally Disagree; 2=Disagree; 3=Neither Agree nor Disagree; 4=Agree; 5=Totally Agree",""
"psc_j7","Integer","","Recommended","I consider myself to be a very uptight and highly strung person.","1::5","1=Totally Disagree; 2=Disagree; 3=Neither Agree nor Disagree; 4=Agree; 5=Totally Agree",""
"psc_j8","Integer","","Recommended","I have yet to achieve anything I consider to be important in my life.","1::5","1=Totally Disagree; 2=Disagree; 3=Neither Agree nor Disagree; 4=Agree; 5=Totally Agree",""
"psc_j9","Integer","","Recommended","I am a man/woman of my word.","1::5","1=Totally Disagree; 2=Disagree; 3=Neither Agree nor Disagree; 4=Agree; 5=Totally Agree",""
"psc_j10","Integer","","Recommended","I find it hard to embark on anything without other people's support.","1::5","1=Totally Disagree; 2=Disagree; 3=Neither Agree nor Disagree; 4=Agree; 5=Totally Agree",""
"psc_j11","Integer","","Recommended","I am more sensitive than the majority of people.","1::5","1=Totally Disagree; 2=Disagree; 3=Neither Agree nor Disagree; 4=Agree; 5=Totally Agree",""
"psc_j12","Integer","","Recommended","I have always overcome any difficulties I have encountered in my life.","1::5","1=Totally Disagree; 2=Disagree; 3=Neither Agree nor Disagree; 4=Agree; 5=Totally Agree",""
"psc_j13","Integer","","Recommended","I am a decent, honest person.","1::5","1=Totally Disagree; 2=Disagree; 3=Neither Agree nor Disagree; 4=Agree; 5=Totally Agree",""
"psc_j14","Integer","","Recommended","When taking a decision, I depend too much on other people's opinions.","1::5","1=Totally Disagree; 2=Disagree; 3=Neither Agree nor Disagree; 4=Agree; 5=Totally Agree",""
"psc_j15","Integer","","Recommended","If I could start my life over again, I would not change very much.","1::5","1=Totally Disagree; 2=Disagree; 3=Neither Agree nor Disagree; 4=Agree; 5=Totally Agree",""
"psc_j16","Integer","","Recommended","I try not to do anything that might hurt others.","1::5","1=Totally Disagree; 2=Disagree; 3=Neither Agree nor Disagree; 4=Agree; 5=Totally Agree",""
"psc_j17","Integer","","Recommended","I find it difficult to take decisions on my own.","1::5","1=Totally Disagree; 2=Disagree; 3=Neither Agree nor Disagree; 4=Agree; 5=Totally Agree",""
"psc_j18","Integer","","Recommended","I am an emotionally strong person.","1::5","1=Totally Disagree; 2=Disagree; 3=Neither Agree nor Disagree; 4=Agree; 5=Totally Agree",""
"psc_j19","Integer","","Recommended","I feel proud of how I am managing my life.","1::5","1=Totally Disagree; 2=Disagree; 3=Neither Agree nor Disagree; 4=Agree; 5=Totally Agree",""
"psc_j20","Integer","","Recommended","I suffer too much when something goes wrong.","1::5","1=Totally Disagree; 2=Disagree; 3=Neither Agree nor Disagree; 4=Agree; 5=Totally Agree",""
"psc_j21","Integer","","Recommended","My promises are sacred.","1::5","1=Totally Disagree; 2=Disagree; 3=Neither Agree nor Disagree; 4=Agree; 5=Totally Agree",""
"psc_j22","Integer","","Recommended","I know how to look after myself so as not to suffer.","1::5","1=Totally Disagree; 2=Disagree; 3=Neither Agree nor Disagree; 4=Agree; 5=Totally Agree",""
