"ElementName","DataType","Size","Required","Condition","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","45","Required","","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported","gender"
"eventname","String","60","Required","","The event name for which the data was collected","","e.g., Pre-Task, Post-Intervention",""
"irmasubirma_child_select_lg_1","Integer","","Recommended","","¿Español? (1, Sí)","0 ; 1","0 = No; 1 = Yes","irma_substudy_irma_child_select_language___1"
"irma_gatea_c","Integer","","Recommended","","Do you live in the state of Florida? ¿Vives en el estado de la Florida?","1 ; 0","1 = Yes  Si; 0 = No No",""
"irma_gateb_c","Integer","","Recommended","","Do you live in the state of South Carolina)? ¿Vives en el estado de Carolina del Sur?","1 ; 0","1 = Yes  Si; 0 = No No",""
"irmasubirma_c2_select_lg_1","Integer","","Recommended","","¿Español? (1, Sí)","0 ; 1","0 = No; 1 = Yes","irma_substudy_irma_c2_select_language___1"
"irma_hurtec_b7_1","Integer","","Recommended","","How did you get news of information about Hurricane Irma? Check all that apply. ¿CAmo obtuvo noticias de informaciAn sobre el huracán? Marque todo lo que corresponda. (1, TV (e.g.,  weather channel,  news reports)  TV (e.g.,  Canal de clima,  reportes de noticia))","0 ; 1","0 = No; 1 = Yes",""
"irma_hurtec_b7_2","Integer","","Recommended","","How did you get news of information about Hurricane Irma? Check all that apply. ¿CAmo obtuvo noticias de informaciAn sobre el huracán? Marque todo lo que corresponda. (2, Internet (e.g.,  online news)  Internet (e.g.,  noticias del internet))","0 ; 1","0 = No; 1 = Yes",""
"irma_hurtec_b7_3","Integer","","Recommended","","How did you get news of information about Hurricane Irma? Check all that apply. ¿CAmo obtuvo noticias de informaciAn sobre el huracán? Marque todo lo que corresponda. (3, Social media (e.g.,  Facebook,  Twitter,  Instagram)  Medios de ComunicaciAn social (e.g.,  Facebook,  Twitter,  Instagram))","0 ; 1","0 = No; 1 = Yes",""
"irma_hurtec_b7_4","Integer","","Recommended","","How did you get news of information about Hurricane Irma? Check all that apply. ¿CAmo obtuvo noticias de informaciAn sobre el huracán? Marque todo lo que corresponda. (4, From family and friends  De familia y amigos)","0 ; 1","0 = No; 1 = Yes",""
"irma_hurtec_b7_5","Integer","","Recommended","","How did you get news of information about Hurricane Irma? Check all that apply. ¿CAmo obtuvo noticias de informaciAn sobre el huracán? Marque todo lo que corresponda. (5, Other  Otro)","0 ; 1","0 = No; 1 = Yes",""
"irma_hurtec_b7_6","Integer","","Recommended","","How did you get news of information about Hurricane Irma? Check all that apply. ¿CAmo obtuvo noticias de informaciAn sobre el huracán? Marque todo lo que corresponda. (6, I did not get news or information about Hurricane Irma No recibí noticias o informaciAn sobre el huracán Irma)","0 ; 1","0 = No; 1 = Yes",""
"irma_hurtec_b8","Integer","","Recommended","","How often did you check reports about the hurricane in the days before the storm? ¿Con qué frecuencia revisA los reportes sobre el huracán en los días antes de la tormenta?","0 ; 1 ; 2 ; 3","0 = Not at all  De ningun modo; 1 = A little  Un poco; 2 = A lot  Mucho; 3 = A whole lot Muchisimo",""
"irma_hurtec_b9","Integer","","Recommended","","Overall, how scared or upset were you before the hurricane? En general, ¿qué tan asustado o enojado estaba usted  antes del huracán?","0 ; 1 ; 2 ; 3","0 = Not at all  De ningun modo; 1 = A little  Un poco; 2 = A lot  Mucho; 3 = A whole lot Muchisimo",""
"irma_hurtec_b10","Integer","","Recommended","","Overall, how scared or upset do you think your parent(s) was before the hurricane? En general, ¿qué tan asustados o molestos piensan que eran tus padres antes del huracán? ""","0 ; 1 ; 2 ; 3","0 = Not at all  De ningun modo; 1 = A little  Un poco; 2 = A lot  Mucho; 3 = A whole lot Muchisimo",""
"irma_hurtec_b11","Integer","","Recommended","","Overall, how stressed did you feel before the hurricane? En general, ¿Qué tan estresado te sentiste antes del huracán?","0 ; 1 ; 2 ; 3","0 = Not at all  De ningun modo; 1 = A little  Un poco; 2 = A lot  Mucho; 3 = A whole lot Muchisimo",""
"irma_hurtec_b12","Integer","","Recommended","","Overall, how stressed do you think your parent(s) felt before the hurricane?  En general, ¿Qué tan estresados crees que se sintieron tus padres antes del huracán?","0 ; 1 ; 2 ; 3","0 = Not at all  De ningun modo; 1 = A little  Un poco; 2 = A lot  Mucho; 3 = A whole lot Muchisimo",""
"irma_hurtec_b13","Integer","","Recommended"," irma_gatea_c   == 1 ||  irma_gateb_c   == 1","Overall, how safe did you feel before the hurricane? En general, ¿qué tan seguro usted sintiA antes del huracán?","0 ; 1 ; 2 ; 3","0 = Not at all  De ningun modo; 1 = A little  Un poco; 2 = A lot  Mucho; 3 = A whole lot Muchisimo",""
"irma_hurtec_b14","Integer","","Recommended"," irma_gatea_c   == 1 ||  irma_gateb_c   == 1","Overall, how safe do you think your parent(s) felt before the hurricane? En general, ¿qué tan seguro crees que se sintieron tus padres(s) antes del huracán?","0 ; 1 ; 2 ; 3","0 = Not at all  De ningun modo; 1 = A little  Un poco; 2 = A lot  Mucho; 3 = A whole lot Muchisimo",""
"irma_hurtec_b15","Integer","","Recommended"," irma_gatea_c   == 1 ||  irma_gateb_c   == 1","At any time before the hurricane, did you think you might die? En cualquier momento antes del huracán, ¿pensaste que podrías morir?","1 ; 0","1 = Yes  Si; 0 = No No",""
"irma_hurtec_b16","Integer","","Recommended"," irma_gatea_c   == 1 ||  irma_gateb_c   == 1","At any time before the hurricane, did you think that a family member might be hurt badly? En cualquier momento antes del huracán, ¿pensaste que tú o un miembro de tu familia podrían estar lastimados?","1 ; 0","1 = Yes  Si; 0 = No No",""
"irma_hurtec_b17","Integer","","Recommended"," irma_gatea_c   == 1 ||  irma_gateb_c   == 1","At any time before the hurricane, did you think that the hurricane might cause major damage to your home, or that you might lose your home? En cualquier momento antes del huracán, ¿pensA que el huracán podría causar un daño mayor a su hogar, o que podría perder su hogar?","1 ; 0","1 = Yes  Si; 0 = No No",""
"irma_hurtec_b18","Integer","","Recommended","","If another severe weather event, such as a hurricane, was predicted to strike where you live, would you stay in your home or evacuate?  Si se pronostica que otro huracán golpea donde usted vive, ¿preferiría quedarse en su casa o evacuar?","1 ; 2 ; 3 ; 4 ; 5","1 = Definitely Stay at Home  Definitivamente quedarme en casa; 2 = Probably Stay at Home  Probablemente quedarme en casa; 3 = Unsure  Inseguro; 4 = Probably Leave (evacuate)  Probablemente salir (evacuar); 5 = Definitely Leave (evacuate) Definitivamente salir (evacuar)",""
"irmasubirma_c3_select_lg_1","Integer","","Recommended","","¿Español? (1, Sí)","0 ; 1","0 = No; 1 = Yes","irma_substudy_irma_c3_select_language___1"
"irma_hurtec_d5","Integer","","Recommended"," irma_gatea_c   == 1 ||  irma_gateb_c   == 1","At any time during the hurricane, did you think you might die? En cualquier momento durante el huracán, ¿pensaste que podrías morir?","1 ; 0","1 = Yes  Si; 0 = No No",""
"irma_hurtec_d11","Integer","","Recommended","","Did you think a family member might die during the hurricane? ¿Pensaste que un miembro de la familia podría morir durante el huracán?","1 ; 0","1 = Yes  Si; 0 = No No",""
"irma_hurtec_d12","Integer","","Recommended"," irma_gatea_c   == 1 ||  irma_gateb_c   == 1","Did you think you might be hurt badly during the hurricane? ¿Pensaste que podrías herirte de gravedad durante el huracán?","1 ; 0","1 = Yes  Si; 0 = No No",""
"irma_hurtec_d13","Integer","","Recommended","","Did you think a family member might be hurt badly during the hurricane? ¿PensA que un miembro de la familia podría estar herido gravemente durante el huracán?","1 ; 0","1 = Yes  Si; 0 = No No",""
"irma_hurtec_d14","Integer","","Recommended"," irma_gatea_c   == 1 ||  irma_gateb_c   == 1","During the hurricane, did you think that the hurricane was causing major damage to your home, or that you might lose your home? Durante el huracán, ¿ usted penso que el huracán estaba causando un daño grave a tu casa, o que podrías perder tu casa?","1 ; 0","1 = Yes  Si; 0 = No No",""
"irma_hurtec_d15","Integer","","Recommended","","Overall, how scared or upset were you during the hurricane? En general, ¿qué tan asustado o molesto estuvo usted durante el huracán?","0 ; 1 ; 2 ; 3","0 = Not at all  De ningun modo; 1 = A little  Un poco; 2 = A lot  Mucho; 3 = A whole lot Muchisimo",""
"irma_hurtec_d16","Integer","","Recommended","","Overall, how scared or upset do you think your parent(s) were during the hurricane? En general, ¿qué tan asustado o molesto crees que fueron  tus padres duranteel huracán?","0 ; 1 ; 2 ; 3","0 = Not at all  De ningun modo; 1 = A little  Un poco; 2 = A lot  Mucho; 3 = A whole lot Muchisimo",""
"irma_hurtec_d17","Integer","","Recommended","","Overall, how stressed did you feel during the hurricane? En general, ¿qué tan estresado ustedse sintiA duranteel huracán?","0 ; 1 ; 2 ; 3","0 = Not at all  De ningun modo; 1 = A little  Un poco; 2 = A lot  Mucho; 3 = A whole lot Muchisimo",""
"irma_hurtec_d18","Integer","","Recommended","","Overall, how stressed do you think your parent(s) felt during the hurricane? En general, ¿qué tan estresado crees que se sintieron tus padres  durante el huracán?","0 ; 1 ; 2 ; 3","0 = Not at all  De ningun modo; 1 = A little  Un poco; 2 = A lot  Mucho; 3 = A whole lot Muchisimo",""
"irma_hurtec_d19","Integer","","Recommended","","Overall, how safe did you feel during the hurricane?  En general, ¿qué tan seguro ustedsintiA  durante el huracán?","0 ; 1 ; 2 ; 3","0 = Not at all  De ningun modo; 1 = A little  Un poco; 2 = A lot  Mucho; 3 = A whole lot Muchisimo",""
"irma_hurtec_d20","Integer","","Recommended","","Overall how safe do you think your parent(s) felt during the hurricane? En general, ¿qué tan seguro crees que se sintieron  tus padres  durante el huracán?","0 ; 1 ; 2 ; 3","0 = Not at all  De ningun modo; 1 = A little  Un poco; 2 = A lot  Mucho; 3 = A whole lot Muchisimo",""
"irmasubirma_c4_select_lg_1","Integer","","Recommended","","¿Español? (1, Sí)","0 ; 1","0 = No; 1 = Yes","irma_substudy_irma_c4_select_language___1"
"irma_hurtec_a15","Integer","","Recommended","","Overall, how upset about things have you been since the hurricane? En general, ¿qué tan molesto por las cosas ha estado usted desde el huracán?","0 ; 1 ; 2 ; 3","0 = Not at all  De ningun modo; 1 = A little  Un poco; 2 = A lot  Mucho; 3 = A whole lot Muchisimo",""
"irma_hurtec_a16","Integer","","Recommended","","Overall, how upset do you think your parent(s) has been since the hurricane? En general, ¿qué tan molesto crees que han estado tus padres desde el huracán?","0 ; 1 ; 2 ; 3","0 = Not at all  De ningun modo; 1 = A little  Un poco; 2 = A lot  Mucho; 3 = A whole lot Muchisimo",""
"irma_hurtec_a17","Integer","","Recommended","","Overall, how stressed have you felt since the hurricane? En general, ¿qué tan estresado se ha sentido usted desde el huracán?","0 ; 1 ; 2 ; 3","0 = Not at all  De ningun modo; 1 = A little  Un poco; 2 = A lot  Mucho; 3 = A whole lot Muchisimo",""
