"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","45","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"lbs1","Integer","","Recommended","For me, free time just drags on and on","1::5","1=Strongly disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree",""
"lbs2","Integer","","Recommended","During my leisure time, I become highly involved in what I do.","1::5","1=Strongly disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree",""
"lbs3","Integer","","Recommended","Free time is boring .","1::5","1=Strongly disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree",""
"lbs4","Integer","","Recommended","If I could leave school now and have enough money, I would have plenty of exciting things to do for the rest of my life.","1::5","1=Strongly disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree",""
"lbs5","Integer","","Recommended","During my leisure time, I feel like I am just bored and hanging around.","1::5","1=Strongly disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree",""
"lbs6","Integer","","Recommended","In my free time, I usually don't like what I'm doing, but I don't know what else to do.","1::5","1=Strongly disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree",""
"lbs7","Integer","","Recommended","Leisure time gets me aroused and going.","1::5","1=Strongly disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree",""
"lbs8","Integer","","Recommended","Leisure experiences are an important part of my quality of life.","1::5","1=Strongly disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree",""
"lbs9","Integer","","Recommended","I am excited about leisure time.","1::5","1=Strongly disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree",""
"lbs10","Integer","","Recommended","In my leisure time, I want to do something, but I don't know what to do.","1::5","1=Strongly disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree",""
"lbs11","Integer","","Recommended","I waste too much of my leisure time sleeping.","1::5","1=Strongly disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree",""
"lbs12","Integer","","Recommended","I like to try new leisure activities that I have never tried before.","1::5","1=Strongly disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree",""
"lbs13","Integer","","Recommended","I am very active during my leisure time.","1::5","1=Strongly disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree",""
"lbs14","Integer","","Recommended","Leisure time activities do not excite me.","1::5","1=Strongly disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree",""
"lbs15","Integer","","Recommended","I do not have many leisure activities available to me.","1::5","1=Strongly disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree",""
