"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","45","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"college_stress1","Integer","","Recommended","How often this semester have you felt anxious or distressed about personal relationships?","0::4","0=Never; 1=Rarely; 2=Sometimes; 3=Often; 4=Very often",""
"college_stress2","Integer","","Recommended","How often this semester have you felt anxious or distressed about family matters?","0::4","0=Never; 1=Rarely; 2=Sometimes; 3=Often; 4=Very often",""
"college_stress3","Integer","","Recommended","How often this semester have you felt anxious or distressed about financial matters?","0::4","0=Never; 1=Rarely; 2=Sometimes; 3=Often; 4=Very often",""
"college_stress4","Integer","","Recommended","How often this semester have you felt anxious or distressed about academic matters?","0::4","0=Never; 1=Rarely; 2=Sometimes; 3=Often; 4=Very often",""
"college_stress5","Integer","","Recommended","How often this semester have you felt anxious or distressed about housing matters?","0::4","0=Never; 1=Rarely; 2=Sometimes; 3=Often; 4=Very often",""
"college_stress6","Integer","","Recommended","How often this semester have you felt anxious or distressed about being away from home?","0::4","0=Never; 1=Rarely; 2=Sometimes; 3=Often; 4=Very often",""
"college_stress7","Integer","","Recommended","How often this semester have you questioned your ability to handle difficulties in your life?","0::4","0=Never; 1=Rarely; 2=Sometimes; 3=Often; 4=Very often",""
"college_stress8","Integer","","Recommended","How often this semester have you questioned your ability to attain your personal goals?","0::4","0=Never; 1=Rarely; 2=Sometimes; 3=Often; 4=Very often",""
"college_stress9","Integer","","Recommended","How often this semester have you felt anxious or distressed because events were not going as planned?","0::4","0=Never; 1=Rarely; 2=Sometimes; 3=Often; 4=Very often",""
"college_stress10","Integer","","Recommended","How often this semester have you felt as though you were no longer in control of your life?","0::4","0=Never; 1=Rarely; 2=Sometimes; 3=Often; 4=Very often",""
"college_stress11","Integer","","Recommended","How often this semester have you felt overwhelmed by difficulties in your life?","0::4","0=Never; 1=Rarely; 2=Sometimes; 3=Often; 4=Very often",""
