"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","20","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"cpq_1","Integer","","Recommended","I can: Turn a computer on and off","1::5","1 = Never tried; 2 = Not at all; 3 = Not very easily; 4 = Somewhat easily; 5 = Very easily",""
"cpq_2","Integer","","Recommended","I can: Use a computer keyboard to type","1::5","1 = Never tried; 2 = Not at all; 3 = Not very easily; 4 = Somewhat easily; 5 = Very easily",""
"cpq_3","Integer","","Recommended","I can: Use a trackball","1::5","1 = Never tried; 2 = Not at all; 3 = Not very easily; 4 = Somewhat easily; 5 = Very easily",""
"cpq_4","Integer","","Recommended","I can: Use a mouse","1::5","1 = Never tried; 2 = Not at all; 3 = Not very easily; 4 = Somewhat easily; 5 = Very easily",""
"cpq_5","Integer","","Recommended","I can: Adjust the volume of the computer speakers","1::5","1 = Never tried; 2 = Not at all; 3 = Not very easily; 4 = Somewhat easily; 5 = Very easily",""
"cpq_6","Integer","","Recommended","I can: Adjust size of text on screen","1::5","1 = Never tried; 2 = Not at all; 3 = Not very easily; 4 = Somewhat easily; 5 = Very easily",""
"cpq_7","Integer","","Recommended","I can: Print documents","1::5","1 = Never tried; 2 = Not at all; 3 = Not very easily; 4 = Somewhat easily; 5 = Very easily",""
"cpq_8","Integer","","Recommended","I can: Print photographs","1::5","1 = Never tried; 2 = Not at all; 3 = Not very easily; 4 = Somewhat easily; 5 = Very easily",""
"cpq_9","Integer","","Recommended","I can: Load paper into the printer","1::5","1 = Never tried; 2 = Not at all; 3 = Not very easily; 4 = Somewhat easily; 5 = Very easily",""
"cpq_10","Integer","","Recommended","I can: Load ink into the printer","1::5","1 = Never tried; 2 = Not at all; 3 = Not very easily; 4 = Somewhat easily; 5 = Very easily",""
"cpq_11","Integer","","Recommended","I can: Fix the paper when paper jams","1::5","1 = Never tried; 2 = Not at all; 3 = Not very easily; 4 = Somewhat easily; 5 = Very easily",""
"cpq_12","Integer","","Recommended","I can: Open emails","1::5","1 = Never tried; 2 = Not at all; 3 = Not very easily; 4 = Somewhat easily; 5 = Very easily",""
"cpq_13","Integer","","Recommended","I can: Send emails","1::5","1 = Never tried; 2 = Not at all; 3 = Not very easily; 4 = Somewhat easily; 5 = Very easily",""
"cpq_14","Integer","","Recommended","I can: Send the same email to multiple people at the same time","1::5","1 = Never tried; 2 = Not at all; 3 = Not very easily; 4 = Somewhat easily; 5 = Very easily",""
"cpq_15","Integer","","Recommended","I can: Store email addresses in an email address book or contact list","1::5","1 = Never tried; 2 = Not at all; 3 = Not very easily; 4 = Somewhat easily; 5 = Very easily",""
"cpq_16","Integer","","Recommended","I can: View pictures sent by email","1::5","1 = Never tried; 2 = Not at all; 3 = Not very easily; 4 = Somewhat easily; 5 = Very easily",""
"cpq_17","Integer","","Recommended","I can: Send pictures by email","1::5","1 = Never tried; 2 = Not at all; 3 = Not very easily; 4 = Somewhat easily; 5 = Very easily",""
"cpq_18","Integer","","Recommended","I can: Chat using Internet chat rooms","1::5","1 = Never tried; 2 = Not at all; 3 = Not very easily; 4 = Somewhat easily; 5 = Very easily",""
"cpq_19","Integer","","Recommended","I can: Chat using instant messaging","1::5","1 = Never tried; 2 = Not at all; 3 = Not very easily; 4 = Somewhat easily; 5 = Very easily",""
"cpq_20","Integer","","Recommended","I can: Post messages to the Internet (e.g., to blogs, Facebook, Twitter, online forums)","1::5","1 = Never tried; 2 = Not at all; 3 = Not very easily; 4 = Somewhat easily; 5 = Very easily",""
"cpq_21","Integer","","Recommended","I can: Use search engines (e.g., Google)","1::5","1 = Never tried; 2 = Not at all; 3 = Not very easily; 4 = Somewhat easily; 5 = Very easily",""
